match_id,team,possession_pct,total_xg,epr,style
3817884,ATK Mohun Bagan,52.42,2.2775545925833285,23.02,Balanced
3817884,Hyderabad,47.58,1.0389150478877127,45.8,Patient Build-up
3817885,Mumbai City,55.38,1.28896077349782,42.96,Patient Build-up
3817885,East Bengal,44.62,1.0185644631274045,43.81,Patient Build-up
3817886,Kerala Blasters,52.54,1.4166016108356416,37.09,Balanced
3817886,NorthEast United,47.46,0.47849878296256065,99.19,Patient Build-up
3817887,Mumbai City,60.0,0.9241802012547851,64.92,Patient Build-up
3817887,Hyderabad,40.0,1.567790602799505,25.51,Balanced
3817888,ATK Mohun Bagan,71.17,3.0929017630405724,23.01,Balanced
3817888,East Bengal,28.83,1.0753502282314003,26.81,Balanced
3817889,ATK Mohun Bagan,58.0,0.2647244203835726,219.1,Patient Build-up
3817889,Chennaiyin,42.0,0.7136447639204562,58.85,Patient Build-up
3817890,Goa,67.31,2.2241417770273983,30.26,Balanced
3817890,NorthEast United,32.69,0.5154618746601045,63.42,Patient Build-up
3817891,Bengaluru,61.63,1.1540791848674417,53.4,Patient Build-up
3817891,East Bengal,38.37,1.5518097239546478,24.73,Balanced
3817892,ATK Mohun Bagan,61.4,1.5756372665055096,38.97,Balanced
3817892,Odisha,38.6,1.5513458116911352,24.88,Balanced
3817893,East Bengal,51.79,1.2729810164310038,40.68,Patient Build-up
3817893,NorthEast United,48.21,0.8710929993540049,55.34,Patient Build-up
3817894,Goa,64.04,1.7038635644130409,37.59,Balanced
3817894,Odisha,35.96,1.916354589164257,18.76,Clinical/Direct
3817895,Goa,63.38,1.8697548117488623,33.9,Balanced
3817895,Chennaiyin,36.62,0.48352786619216204,75.74,Patient Build-up
3817896,Odisha,53.12,1.2972221234813333,40.95,Patient Build-up
3817896,East Bengal,46.88,0.618937658611685,75.74,Patient Build-up
3817897,Kerala Blasters,55.47,1.384195214137435,40.07,Patient Build-up
3817897,Hyderabad,44.53,1.4205721872858703,31.35,Balanced
3817898,Goa,66.92,1.9090928961522877,35.05,Balanced
3817898,Mumbai City,33.08,0.6448083920404315,51.3,Patient Build-up
3817899,Jamshedpur,58.96,3.145031134597957,18.75,Clinical/Direct
3817899,Odisha,41.04,0.21991493925452232,186.62,Patient Build-up
3817900,Chennaiyin,53.8,0.8750970880500972,61.48,Patient Build-up
3817900,Jamshedpur,46.2,3.413957019802183,13.53,Clinical/Direct
3817901,Mumbai City,67.41,2.5552190938033164,26.38,Balanced
3817901,Jamshedpur,32.59,2.6679623927921057,12.22,Clinical/Direct
3817902,Kerala Blasters,50.4,0.6355544461403042,79.3,Patient Build-up
3817902,East Bengal,49.6,0.4518129643984139,109.78,Patient Build-up
3827335,Jamshedpur,54.43,1.0930655347183347,49.8,Patient Build-up
3827335,Kerala Blasters,45.57,1.4229634865187109,32.02,Balanced
3827336,ATK Mohun Bagan,63.35,2.5789815485477448,24.56,Balanced
3827336,Hyderabad,36.65,0.6415923899039626,57.12,Patient Build-up
3827337,Jamshedpur,51.9,0.5802449528127909,89.44,Patient Build-up
3827337,Kerala Blasters,48.1,0.5551661560311913,86.64,Patient Build-up
3827338,ATK Mohun Bagan,54.49,1.7168171503581107,31.74,Balanced
3827338,Hyderabad,45.51,0.9427714864723384,48.27,Patient Build-up
3827767,Kerala Blasters,54.52,4.319090981967747,12.62,Clinical/Direct
3827767,Hyderabad,45.48,3.999088698066771,11.37,Clinical/Direct
3837650,Paris Saint-Germain,61.49,2.611383106559515,23.55,Balanced
3837650,Clermont Foot,38.51,0.2640343215316534,145.85,Patient Build-up
3837659,Paris Saint-Germain,58.23,3.5295500396750867,16.5,Clinical/Direct
3837659,Montpellier,41.77,0.8105976332444698,51.53,Patient Build-up
3837662,Paris Saint-Germain,51.8,3.8994216360151768,13.28,Clinical/Direct
3837662,Lille,48.2,1.973978416994214,24.42,Balanced
3837680,Paris Saint-Germain,66.61,2.5604435987770557,26.02,Balanced
3837680,AS Monaco,33.39,0.45281679555773735,73.74,Patient Build-up
3837683,Paris Saint-Germain,61.53,3.05714325979352,20.13,Balanced
3837683,Toulouse,38.47,0.8037850810214877,47.86,Patient Build-up
3837695,Paris Saint-Germain,60.23,3.823521513491869,15.75,Clinical/Direct
3837695,Nantes,39.77,0.4280334576033056,92.91,Patient Build-up
3837706,Paris Saint-Germain,60.77,1.4929676614701748,40.7,Patient Build-up
3837706,Stade Brestois,39.23,1.0817895643413067,36.26,Balanced
3837717,Paris Saint-Germain,64.79,1.9485006295144558,33.25,Balanced
3837717,Lyon,35.21,0.8107324354350567,43.43,Patient Build-up
3837727,Paris Saint-Germain,57.34,0.7725035436451435,74.23,Patient Build-up
3837727,OGC Nice,42.66,0.38245800882577896,111.54,Patient Build-up
3837747,Paris Saint-Germain,50.19,2.0903075765818357,24.01,Balanced
3837747,Marseille,49.81,1.2092799907550216,41.19,Patient Build-up
3837752,Paris Saint-Germain,64.44,2.861760849133134,22.52,Balanced
3837752,AC Ajaccio,35.56,0.24003103375434875,148.15,Patient Build-up
3837771,Paris Saint-Germain,66.76,2.8354811631143093,23.54,Balanced
3837771,Troyes,33.24,1.720846931450069,19.32,Clinical/Direct
3837785,Paris Saint-Germain,58.74,1.427989087998867,41.13,Patient Build-up
3837785,Auxerre,41.26,0.6673704478889704,61.82,Patient Build-up
3837818,Paris Saint-Germain,66.77,1.3508167266845703,49.43,Patient Build-up
