player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837839,1,0.307,0.153,8.0,62.0,0.445
Leonardo Bittencourt,Werder Bremen,3895302,1,0.376,0.376,9.0,76.0,0.445
Hugo Ekitike,Paris Saint-Germain,3837695,2,0.185,0.093,7.0,38.0,0.439
Saîf-Eddine Khaoui,Clermont Foot,3803000,3,0.92,0.307,4.0,189.0,0.438
Juan Bernat Velasco,Paris Saint-Germain,3802839,3,1.08,0.36,9.0,222.0,0.438
Nandhakumar Sekar,Odisha,3817892,1,0.126,0.063,4.0,26.0,0.436
Laldinliana Renthlei,Jamshedpur,3817901,3,1.257,0.419,4.0,261.0,0.434
Nishu Kumar Tashni,Kerala Blasters,3813300,1,0.29,0.145,2.0,60.0,0.434
Colin Dagba,Paris Saint-Germain,3802699,2,0.27,0.135,6.0,56.0,0.434
Isaac Vanmalsawma Chhakchhuak,Odisha,3817865,3,0.866,0.289,9.0,180.0,0.433
Enzo Gianni Tchato Mbiayi,Montpellier,3837844,2,0.086,0.043,3.0,18.0,0.432
Saviour Gama,Goa,3817894,4,0.42,0.105,10.0,88.0,0.43
Patrik Schick,Bayer Leverkusen,3895266,2,0.717,0.359,4.0,150.0,0.43
Fabián Ruiz Peña,Paris Saint-Germain,3837752,6,2.341,0.39,31.0,492.0,0.428
Prabir Das,ATK Mohun Bagan,3813291,1,0.067,0.067,1.0,14.0,0.428
Marcos Aoás Corrêa,Paris Saint-Germain,3837771,3,0.428,0.143,19.0,90.0,0.428
Jim Allevinah,Clermont Foot,3838017,1,0.223,0.223,5.0,47.0,0.426
Nuno Mendes,Paris Saint-Germain,3837695,5,1.695,0.212,24.0,360.0,0.424
Junior Castello Lukeba,RB Leipzig,3895052,4,0.905,0.151,16.0,192.0,0.424
Víctor Mongil Adeva,Odisha,3817896,2,0.884,0.442,5.0,188.0,0.423
Aibanbha Kupar Dohling,Goa,3813267,2,0.781,0.39,4.0,166.0,0.423
Ayush Adhikari,Kerala Blasters,3827767,1,0.117,0.117,2.0,25.0,0.423
Neymar da Silva Santos Junior,Paris Saint-Germain,3802839,2,1.028,0.343,19.0,219.0,0.422
Maximilian Beier,Hoffenheim,3895134,1,0.816,0.408,6.0,174.0,0.422
Roy Krishna,ATK Mohun Bagan,3817855,3,0.323,0.108,6.0,69.0,0.421
Amine Adli,Bayer Leverkusen,3895086,1,0.108,0.108,5.0,23.0,0.421
Renato Júnior Luz Sanches,Paris Saint-Germain,3837938,1,0.042,0.042,5.0,9.0,0.42
Steve Michel Mounié,Stade Brestois,3837902,1,0.308,0.308,1.0,66.0,0.42
Mohammad Nawaz,Mumbai City,3817852,2,0.878,0.439,4.0,188.0,0.42
Igor Angulo Albóniga,Mumbai City,3813312,3,1.415,0.283,10.0,305.0,0.418
Paul Ramfangzauva,Odisha,3817865,1,0.223,0.111,4.0,48.0,0.418
Sanson Pereira,Goa,3817898,1,0.106,0.106,4.0,23.0,0.415
Leon Augustine Asokan,Bengaluru,3817891,2,0.553,0.277,6.0,120.0,0.415
Liston Colaco,ATK Mohun Bagan,3813314,3,1.228,0.307,8.0,268.0,0.413
Lalruatthara Lalruatthara,Odisha,3817894,1,0.21,0.21,2.0,46.0,0.411
Mateusz Wieteska,Clermont Foot,3838017,5,2.101,0.42,13.0,460.0,0.411
Rohit Kumar,Bengaluru,3817854,2,0.396,0.132,7.0,87.0,0.41
Ishan Pandita,Jamshedpur,3813311,1,0.209,0.105,2.0,46.0,0.41
Nathan Tella,Bayer Leverkusen,3895275,1,0.036,0.036,2.0,8.0,0.41
Chencho Gyeltshen,Kerala Blasters,3827767,1,0.117,0.117,2.0,26.0,0.407
Marco Verratti,Paris Saint-Germain,3837662,6,1.667,0.278,22.0,372.0,0.403
Carlos Soler Barragán,Paris Saint-Germain,3837818,2,0.117,0.058,4.0,26.0,0.403
Patrik Schick,Bayer Leverkusen,3895180,3,0.241,0.08,4.0,54.0,0.401
Florian Wirtz,Bayer Leverkusen,3895180,2,1.122,0.374,8.0,252.0,0.401
Carlos Soler Barragán,Paris Saint-Germain,3837752,4,1.223,0.306,13.0,276.0,0.399
Achraf Hakimi Mouh,Paris Saint-Germain,3802902,2,0.466,0.233,6.0,106.0,0.396
Pronay Halder,Jamshedpur,3827335,1,0.518,0.259,2.0,118.0,0.395
Gianluigi Donnarumma,Paris Saint-Germain,3838004,1,0.381,0.381,3.0,87.0,0.395
Maximiliano Caufriez,Clermont Foot,3838017,4,1.504,0.376,18.0,344.0,0.394
Adam Hložek,Bayer Leverkusen,3895153,3,0.209,0.052,9.0,48.0,0.393
Redeem Tlang,Odisha,3817896,3,0.367,0.122,8.0,84.0,0.393
Sandesh Jhingan,ATK Mohun Bagan,3827338,2,0.698,0.349,9.0,160.0,0.393
Prabhushkan Singh Gill,Kerala Blasters,3817870,1,0.41,0.41,2.0,94.0,0.392
Maxime Gonalons,Clermont Foot,3838017,5,1.503,0.301,19.0,345.0,0.392
Mohammad Yasir,Hyderabad,3817897,2,0.834,0.278,14.0,192.0,0.391
Lalhmangaihsanga Ralte,Goa,3813315,2,0.269,0.135,3.0,62.0,0.391
Nikhil Poojary,Hyderabad,3813305,1,0.309,0.309,3.0,71.0,0.391
Sven Ulreich,Bayern Munich,3895074,2,0.769,0.385,2.0,178.0,0.389
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895182,3,0.932,0.311,10.0,216.0,0.388
Nathan Tella,Bayer Leverkusen,3895086,1,0.065,0.065,2.0,15.0,0.388
Francisco Javier Hernández González,Odisha,3817892,2,0.328,0.164,6.0,76.0,0.388
Łukasz Gikiewicz,Chennaiyin,3817876,2,0.172,0.086,4.0,40.0,0.387
Achraf Hakimi Mouh,Paris Saint-Germain,3802904,1,0.372,0.372,2.0,87.0,0.385
Xavi Simons,Paris Saint-Germain,3802795,1,0.273,0.273,2.0,64.0,0.384
Aleksandr Golovin,AS Monaco,3837680,1,0.268,0.268,1.0,63.0,0.383
Rahul Kannoly Praveen,Kerala Blasters,3817870,3,0.97,0.323,6.0,228.0,0.383
Namgyal Bhutia,Bengaluru,3817854,2,0.396,0.132,6.0,93.0,0.383
Warren Zaire Emery,Paris Saint-Germain,3837876,2,0.145,0.072,4.0,34.0,0.383
Mohamad Rakip,Mumbai City,3813270,2,0.63,0.315,4.0,148.0,0.383
Ayman Kari,Lorient,3837963,3,0.447,0.149,7.0,105.0,0.383
Nathan Tella,Bayer Leverkusen,3895210,3,0.574,0.115,12.0,135.0,0.382
Hugo Adnan Boumous,ATK Mohun Bagan,3827338,4,0.595,0.149,9.0,140.0,0.382
Konrad De La Fuente,Marseille,3802902,1,0.279,0.093,6.0,66.0,0.381
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895167,2,0.059,0.03,11.0,14.0,0.381
Subha Ghosh,East Bengal,3817902,1,0.025,0.025,2.0,6.0,0.38
Joel Joseph Chianese,Hyderabad,3813304,1,0.252,0.252,2.0,60.0,0.379
Mitchell van Bergen,Stade de Reims,3837839,1,0.046,0.046,3.0,11.0,0.379
Łukasz Gikiewicz,Chennaiyin,3813280,2,0.819,0.164,5.0,195.0,0.378
El Chadaille Bitshiabu,Paris Saint-Germain,3837987,1,0.075,0.075,3.0,18.0,0.377
Idrissa Gana Gueye,Paris Saint-Germain,3802948,1,0.067,0.067,1.0,16.0,0.377
Nathan Tella,Bayer Leverkusen,3895250,1,0.029,0.029,2.0,7.0,0.375
Sergio Ramos García,Paris Saint-Germain,3802690,4,0.616,0.154,23.0,148.0,0.375
Vinit Rai Chamling,Odisha,3813308,1,0.195,0.195,2.0,47.0,0.374
Naorem Mahesh Singh,East Bengal,3817902,2,0.236,0.079,16.0,57.0,0.372
Leandro Daniel Paredes,Paris Saint-Germain,3802696,1,0.074,0.074,7.0,18.0,0.372
Osman Bukari,Nantes,3802839,1,0.268,0.268,2.0,65.0,0.372
Dylan Fox,Goa,3813267,2,0.066,0.033,4.0,16.0,0.371
Kevin Trapp,Eintracht Frankfurt,3895333,1,0.367,0.367,2.0,89.0,0.371
Thilo Kehrer,Paris Saint-Germain,3802795,1,0.045,0.045,2.0,11.0,0.37
Borja Iglesias Quintas,Bayer Leverkusen,3895286,2,0.271,0.09,6.0,66.0,0.37
Laxmikant Kattimani,Hyderabad,3817871,1,0.378,0.378,1.0,92.0,0.37
Idrissa Gana Gueye,Paris Saint-Germain,3802837,3,0.91,0.303,13.0,222.0,0.369
Renato Júnior Luz Sanches,Paris Saint-Germain,3837839,2,0.332,0.111,14.0,81.0,0.369
Pape Gueye,Marseille,3837747,2,0.184,0.061,3.0,45.0,0.368
Ajith Kumar,Bengaluru,3817849,1,0.098,0.049,2.0,24.0,0.368
Ihlas Bebou,Hoffenheim,3895286,1,0.09,0.09,1.0,22.0,0.367
Rahul Kannoly Praveen,Kerala Blasters,3817866,1,0.179,0.09,4.0,44.0,0.367
Idrissa Gana Gueye,Paris Saint-Germain,3802809,2,0.594,0.297,4.0,146.0,0.366
Mauro Emanuel Icardi Rivero,Paris Saint-Germain,3802795,1,0.045,0.045,2.0,11.0,0.366
Georginio Wijnaldum,Paris Saint-Germain,3802984,1,0.065,0.065,6.0,16.0,0.366
Patrik Schick,Bayer Leverkusen,3895182,2,0.513,0.256,6.0,126.0,0.366
Deepak Tangri,ATK Mohun Bagan,3813306,2,0.664,0.332,6.0,164.0,0.365
Seminlen Doungel,Jamshedpur,3813302,5,1.256,0.251,11.0,310.0,0.365
Pape Gueye,Marseille,3802902,2,0.355,0.089,30.0,88.0,0.364
Renato Júnior Luz Sanches,Paris Saint-Germain,3837695,8,2.718,0.227,56.0,672.0,0.364
Juan Bernat Velasco,Paris Saint-Germain,3837752,3,1.111,0.37,5.0,276.0,0.362
Manvir Singh,ATK Mohun Bagan,3827336,1,0.105,0.105,2.0,26.0,0.362
Kevin Sessa,FC Heidenheim,3895244,2,0.249,0.124,6.0,62.0,0.361
Mandar Rao Desai,Mumbai City,3813284,3,1.119,0.373,6.0,279.0,0.361
Exequiel Alejandro Palacios,Bayer Leverkusen,3895074,4,1.019,0.204,29.0,255.0,0.36
Lalthathanga Khawlhring,Kerala Blasters,3813278,1,0.569,0.284,2.0,142.0,0.36
Exequiel Alejandro Palacios,Bayer Leverkusen,3895258,1,0.04,0.04,12.0,10.0,0.36
Víctor Mongil Adeva,Odisha,3813317,1,0.183,0.183,1.0,46.0,0.358
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3803000,2,0.723,0.361,8.0,182.0,0.357
Vivaldo Borges dos Santos Neto,Clermont Foot,3838017,5,1.727,0.345,16.0,435.0,0.357
Rohit Kumar,Bengaluru,3817891,1,0.107,0.107,4.0,27.0,0.356
Vitor Machado Ferreira,Paris Saint-Germain,3837827,3,0.842,0.281,7.0,213.0,0.356
Renato Júnior Luz Sanches,Paris Saint-Germain,3837827,1,0.051,0.051,3.0,13.0,0.356
Liridon Krasniqi,Odisha,3817892,1,0.126,0.063,4.0,32.0,0.355
Juan Bernat Velasco,Paris Saint-Germain,3837695,3,0.742,0.186,16.0,188.0,0.355
Sepe Elye Wahi,Montpellier,3837659,1,0.599,0.3,4.0,152.0,0.355
Kamory Doumbia,Stade de Reims,3837839,2,0.157,0.079,9.0,40.0,0.354
Adam Hložek,Bayer Leverkusen,3895182,2,0.157,0.079,4.0,40.0,0.353
Laldanmawia Ralte,NorthEast United,3817867,1,0.09,0.09,2.0,23.0,0.353
Lalengmawia Ralte,Mumbai City,3813284,3,1.054,0.351,9.0,270.0,0.351
Serigne Mourtada Fall,Mumbai City,3813284,3,1.076,0.359,9.0,276.0,0.351
Ahmed Jahouh,Mumbai City,3813284,3,1.092,0.364,5.0,282.0,0.349
Gianluigi Donnarumma,Paris Saint-Germain,3837844,3,1.071,0.357,4.0,276.0,0.349
Amrinder Singh,ATK Mohun Bagan,3817884,2,0.698,0.349,2.0,180.0,0.349
Sahal Abdul Samad,Kerala Blasters,3813271,1,0.567,0.283,2.0,146.0,0.349
Reinildo Isnard Mandava,Lille,3802699,2,1.089,0.363,5.0,282.0,0.348
Nikhil Poojary,Hyderabad,3817878,4,1.439,0.36,6.0,372.0,0.348
Nikhil Poojary,Hyderabad,3813295,2,0.634,0.317,3.0,164.0,0.348
Pablo Sarabia García,Paris Saint-Germain,3837695,4,2.129,0.266,20.0,552.0,0.347
Mashoor Shereef Thangalakath,NorthEast United,3817859,3,1.04,0.347,4.0,270.0,0.347
Jason Berthomier,Clermont Foot,3803000,4,1.002,0.251,15.0,260.0,0.347
Zakaria Diallo,NorthEast United,3817859,3,1.035,0.345,5.0,270.0,0.345
Ritwik Kumar Das,Jamshedpur,3817901,1,0.253,0.253,2.0,66.0,0.345
Germanpreet Singh,Chennaiyin,3817882,1,0.179,0.179,2.0,47.0,0.344
Mark Zothanpuia,Hyderabad,3817878,1,0.049,0.049,6.0,13.0,0.343
Soraisam Pritam Kumar Singh,Hyderabad,3817878,1,0.049,0.049,1.0,13.0,0.343
Josip Stanišić,Bayer Leverkusen,3895134,1,0.364,0.182,4.0,96.0,0.341
Lalthathanga Khawlhring,Kerala Blasters,3813300,3,1.08,0.36,6.0,285.0,0.341
Joris Chotard,Montpellier,3837659,1,0.599,0.3,8.0,158.0,0.341
Lalruatthara Lalruatthara,Odisha,3813289,1,0.345,0.345,1.0,91.0,0.341
Rehnesh Thumbirumbu Paramba,Jamshedpur,3817899,2,0.643,0.321,2.0,170.0,0.34
Francisco Javier Hernández González,Odisha,3813308,1,0.246,0.246,1.0,65.0,0.34
Amine Adli,Bayer Leverkusen,3895167,3,0.702,0.234,12.0,186.0,0.34
Gabriel Alonso Suazo Urbina,Toulouse,3837859,1,0.072,0.072,2.0,19.0,0.34
Imran Khan,NorthEast United,3817893,1,0.256,0.256,2.0,68.0,0.339
Roy Krishna,ATK Mohun Bagan,3813314,1,0.663,0.331,2.0,176.0,0.339
Edwin Sydney Vanspaul,Chennaiyin,3817895,2,0.354,0.177,3.0,94.0,0.339
Fábio Pereira da Silva,Nantes,3802984,4,1.169,0.195,8.0,312.0,0.337
Philipp Lienhart,Freiburg,3895275,1,0.231,0.116,8.0,62.0,0.336
Leandro Daniel Paredes,Paris Saint-Germain,3802685,2,0.516,0.258,3.0,138.0,0.336
Khassa Camara,NorthEast United,3813306,3,0.793,0.264,5.0,213.0,0.335
Benjamin André,Lille,3837662,5,1.275,0.212,18.0,342.0,0.335
Mathis Rayan Cherki,Lyon,3837717,2,0.141,0.071,6.0,38.0,0.335
Presnel Kimpembe,Paris Saint-Germain,3802696,1,0.074,0.074,4.0,20.0,0.334
Yusuf Yazıcı,Lille,3837662,5,1.249,0.208,17.0,336.0,0.334
Gianluigi Donnarumma,Paris Saint-Germain,3837885,3,0.969,0.323,5.0,261.0,0.334
Edmond Fayçal Tapsoba,Bayer Leverkusen,3895258,2,0.089,0.044,11.0,24.0,0.333
Presnel Kimpembe,Paris Saint-Germain,3803000,3,0.863,0.288,20.0,234.0,0.332
Amrinder Singh,ATK Mohun Bagan,3813314,1,0.663,0.331,4.0,180.0,0.331
Jonas Hofmann,Bayer Leverkusen,3895333,2,0.674,0.337,5.0,184.0,0.33
Sebastian Thangmuansang,Odisha,3817851,1,0.059,0.059,6.0,16.0,0.33
Dylan Fox,Goa,3817895,2,0.139,0.069,5.0,38.0,0.329
Laxmikant Kattimani,Hyderabad,3817878,1,0.337,0.337,1.0,92.0,0.329
Hugo Larsson,Eintracht Frankfurt,3895333,3,0.274,0.091,23.0,75.0,0.329
Robert Andrich,Bayer Leverkusen,3895275,1,0.036,0.036,6.0,10.0,0.328
Lalhrezuala Sailung,Odisha,3817865,3,0.853,0.284,6.0,234.0,0.328
Steffen Tigges,FC Köln,3895107,2,0.116,0.058,7.0,32.0,0.327
Muhammed Nemil Valiyattil,Goa,3817895,2,0.123,0.062,4.0,34.0,0.326
Lorenz Assignon,Rennes,3802809,1,0.062,0.062,2.0,17.0,0.326
Granit Xhaka,Bayer Leverkusen,3895348,3,0.275,0.069,31.0,76.0,0.326
Vitor Machado Ferreira,Paris Saint-Germain,3837987,1,0.087,0.087,6.0,24.0,0.326
Mirshad Koottappunna,NorthEast United,3817877,2,1.044,0.348,4.0,288.0,0.326
Patrick Flottmann,NorthEast United,3813302,3,1.01,0.337,4.0,279.0,0.326
Brecht Dejaegere,Toulouse,3837683,3,0.141,0.047,7.0,39.0,0.325
Mohammad Mobashir Rahman,Jamshedpur,3813311,1,0.209,0.105,4.0,58.0,0.325
Théo Sainte-Luce,Montpellier,3837659,1,0.599,0.3,14.0,166.0,0.325
Francisco Javier Hernández González,Odisha,3813295,2,0.52,0.26,6.0,144.0,0.325
Jitendra Singh,Jamshedpur,3817900,1,0.072,0.036,2.0,20.0,0.324
Patrik Schick,Bayer Leverkusen,3895302,1,0.068,0.068,2.0,19.0,0.324
Neymar da Silva Santos Junior,Paris Saint-Germain,3802643,4,1.234,0.308,12.0,344.0,0.323
Adam Hložek,Bayer Leverkusen,3895067,1,0.047,0.047,3.0,13.0,0.323
Jeremy Doku,Rennes,3837827,1,0.104,0.104,4.0,29.0,0.323
Bruno Edgar Silva Almeida,Bengaluru,3817891,2,0.466,0.233,7.0,130.0,0.323
Robert Andrich,Bayer Leverkusen,3895086,1,0.065,0.065,2.0,18.0,0.323
Vladimir Koman Jr.,Chennaiyin,3817868,4,0.861,0.215,8.0,240.0,0.323
Achraf Hakimi Mouh,Paris Saint-Germain,3837752,4,1.265,0.316,20.0,352.0,0.323
Namgyal Bhutia,Bengaluru,3817872,1,0.427,0.214,8.0,120.0,0.321
Mohamad Rakip,Mumbai City,3817887,4,0.314,0.079,10.0,88.0,0.321
Joni Ensio Kauko,ATK Mohun Bagan,3817848,2,0.456,0.228,3.0,128.0,0.32
Redeem Tlang,Odisha,3817894,1,0.074,0.074,2.0,21.0,0.319
Sehnaj Singh,NorthEast United,3817876,4,0.876,0.219,6.0,248.0,0.318
Parag Satish Shrivas,Bengaluru,3817874,1,0.106,0.106,1.0,30.0,0.318
Téji Savanier,Montpellier,3837659,1,0.599,0.3,32.0,170.0,0.317
Granit Xhaka,Bayer Leverkusen,3895052,3,0.941,0.314,4.0,267.0,0.317
Amine Adli,Bayer Leverkusen,3895340,4,0.423,0.085,11.0,120.0,0.317
Mandar Rao Desai,Mumbai City,3817849,1,0.07,0.07,1.0,20.0,0.315
Ajay Chhetri,Bengaluru,3817877,3,0.574,0.143,12.0,164.0,0.315
Daniel Gomes,East Bengal,3813304,1,0.049,0.049,1.0,14.0,0.314
Carl Gerard McHugh,ATK Mohun Bagan,3813314,1,0.663,0.331,4.0,190.0,0.314
Joni Ensio Kauko,ATK Mohun Bagan,3827338,2,0.671,0.335,4.0,192.0,0.314
Alejandro Grimaldo García,Bayer Leverkusen,3895309,3,1.001,0.334,8.0,288.0,0.313
Jonas Hofmann,Bayer Leverkusen,3895182,4,0.932,0.233,12.0,268.0,0.313
Sahil Tavora,Hyderabad,3817884,2,0.313,0.104,5.0,90.0,0.313
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802904,3,0.938,0.313,10.0,270.0,0.313
Pritam Kotal,ATK Mohun Bagan,3817848,2,0.66,0.33,3.0,190.0,0.312
Liridon Krasniqi,Odisha,3813273,3,0.416,0.139,7.0,120.0,0.312
Alidu Seidu,Clermont Foot,3838017,6,1.791,0.299,13.0,516.0,0.312
Mohammad Yasir,Hyderabad,3817887,2,1.195,0.239,8.0,345.0,0.312
Nishu Kumar Tashni,Kerala Blasters,3827767,2,0.29,0.145,3.0,84.0,0.311
Jeremie Frimpong,Bayer Leverkusen,3895153,1,0.277,0.277,4.0,80.0,0.311
Marcus Coco,Nantes,3802984,3,1.311,0.262,7.0,380.0,0.31
Marco Sahanek,NorthEast United,3817876,1,0.233,0.117,2.0,68.0,0.309
Keylor Navas Gamboa,Paris Saint-Germain,3802802,2,0.563,0.282,3.0,164.0,0.309
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802904,3,0.938,0.313,13.0,273.0,0.309
Provat Lakra,NorthEast United,3813318,1,0.639,0.319,4.0,186.0,0.309
Sunil Chhetri,Bengaluru,3817883,1,0.658,0.329,2.0,192.0,0.308
Lukáš Hrádecký,Bayer Leverkusen,3895182,1,0.305,0.305,2.0,89.0,0.308
Keisham Reagan Singh,Chennaiyin,3817882,2,0.211,0.106,4.0,62.0,0.307
Arial Benabent Mendy,Clermont Foot,3803000,3,0.92,0.307,8.0,270.0,0.307
Hernán Daniel Santana Trujillo,NorthEast United,3817859,4,1.586,0.317,13.0,465.0,0.307
Amir Derviševič,East Bengal,3813291,1,0.154,0.154,1.0,45.0,0.307
Marcos Aoás Corrêa,Paris Saint-Germain,3837752,4,1.115,0.279,11.0,328.0,0.306
Riad Nouri,AC Ajaccio,3837987,1,0.078,0.078,2.0,23.0,0.306
Nicolas Louis Marcel Cozza,Montpellier,3837659,1,0.599,0.3,4.0,176.0,0.306
Joni Ensio Kauko,ATK Mohun Bagan,3813306,3,0.296,0.099,7.0,87.0,0.306
David Jurásek,Hoffenheim,3895286,1,0.322,0.322,2.0,95.0,0.305
Hichem Boudaoui,OGC Nice,3837938,1,0.493,0.246,16.0,146.0,0.304
Nongdamba Singh Naorem,Goa,3813315,3,0.213,0.071,6.0,63.0,0.304
Mehtab Singh,Mumbai City,3817852,3,0.933,0.311,9.0,276.0,0.304
Peter Hartley,Jamshedpur,3813315,1,0.272,0.272,1.0,81.0,0.303
Julian Draxler,Paris Saint-Germain,3802795,1,0.202,0.202,2.0,60.0,0.303
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817873,2,0.613,0.307,7.0,182.0,0.303
Mathias Coureur,NorthEast United,3813318,1,0.639,0.319,8.0,190.0,0.303
Amrinder Singh,ATK Mohun Bagan,3813306,1,0.308,0.308,1.0,92.0,0.302
Ludovic Ajorque,Strasbourg,3802643,2,0.456,0.228,5.0,136.0,0.302
Edwin Sydney Vanspaul,Chennaiyin,3813279,1,0.05,0.05,3.0,15.0,0.302
Hugo Ekitike,Paris Saint-Germain,3837844,6,1.387,0.231,11.0,414.0,0.302
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802839,1,0.064,0.064,2.0,19.0,0.302
Sanjeev Stalin,Kerala Blasters,3817858,4,1.171,0.234,11.0,350.0,0.301
Presnel Kimpembe,Paris Saint-Germain,3802904,3,1.216,0.304,5.0,364.0,0.301
Vladimir Koman Jr.,Chennaiyin,3813278,2,0.307,0.153,3.0,92.0,0.3
Juan Antonio González Fernández,Hyderabad,3817887,1,1.121,0.28,4.0,336.0,0.3
Devendra Dhaku Murgaokar,Goa,3813272,3,1.093,0.273,12.0,328.0,0.3
Falaye Sacko,Montpellier,3837659,1,0.599,0.3,4.0,180.0,0.3
Muhammed Nemil Valiyattil,Goa,3817863,1,0.043,0.043,1.0,13.0,0.299
Rohit Danu,Hyderabad,3817897,2,0.628,0.209,12.0,189.0,0.299
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837954,4,1.51,0.302,20.0,455.0,0.299
Christopher Wooh,Lens,3802676,2,0.592,0.296,4.0,178.0,0.299
Hernán Daniel Santana Trujillo,NorthEast United,3813318,3,0.953,0.318,6.0,288.0,0.298
Dheeraj Singh Moirangthem,Goa,3813267,2,0.583,0.291,3.0,176.0,0.298
Marco Verratti,Paris Saint-Germain,3837695,7,1.614,0.202,47.0,488.0,0.298
Nordi Mukiele Mulere,Paris Saint-Germain,3837752,4,1.18,0.295,10.0,356.0,0.298
Massadio Haïdara,Lens,3837947,2,0.105,0.053,6.0,32.0,0.297
Ayush Adhikari,Kerala Blasters,3813314,3,0.287,0.096,6.0,87.0,0.297
Sahil Panwar,Odisha,3817896,3,0.892,0.297,6.0,270.0,0.297
Juan Bernat Velasco,Paris Saint-Germain,3802685,2,0.516,0.258,3.0,156.0,0.297
Princeton Rebello,Goa,3813271,3,0.247,0.049,23.0,75.0,0.296
Jerry Mawihmingthanga,Odisha,3813300,1,0.691,0.23,6.0,210.0,0.296
Leandro Daniel Paredes,Paris Saint-Germain,3802818,5,0.689,0.138,14.0,210.0,0.295
Sanjeev Stalin,Kerala Blasters,3827337,1,0.232,0.232,1.0,71.0,0.294
Álvaro Vázquez García,Kerala Blasters,3827337,1,0.232,0.232,2.0,71.0,0.294
Udanta Kumam Singh,Bengaluru,3817868,3,0.897,0.299,3.0,276.0,0.293
Héctor Rodas Ramírez,Odisha,3817865,3,0.866,0.289,8.0,267.0,0.292
Lallianzuala Chhangte,Chennaiyin,3813266,1,0.078,0.078,2.0,24.0,0.292
Joel Joseph Chianese,Hyderabad,3813277,1,0.224,0.224,2.0,69.0,0.292
Renato Júnior Luz Sanches,Paris Saint-Germain,3837987,2,0.162,0.081,4.0,50.0,0.292
Anirudh Thapa,Chennaiyin,3817858,2,0.492,0.246,3.0,152.0,0.291
Muhammed Nemil Valiyattil,Goa,3813266,2,0.425,0.142,6.0,132.0,0.29
Damaitphang Lyngdoh,Bengaluru,3817891,3,0.618,0.206,11.0,192.0,0.29
Javier Siverio Toro,Hyderabad,3817878,3,1.211,0.303,6.0,376.0,0.29
Lalruatthara Lalruatthara,Odisha,3817872,3,1.088,0.272,6.0,340.0,0.288
Víctor Mongil Adeva,Odisha,3813308,1,0.195,0.195,1.0,61.0,0.288
Lesley Chimuanya Ugochukwu,Rennes,3802809,1,0.029,0.029,1.0,9.0,0.288
Eren Sami Dinkçi,FC Heidenheim,3895086,1,0.246,0.246,2.0,77.0,0.288
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3802699,1,0.144,0.144,5.0,45.0,0.287
Parag Satish Shrivas,Bengaluru,3817868,3,0.888,0.296,13.0,279.0,0.287
Kiyan Nassiri Giri,ATK Mohun Bagan,3817856,2,0.057,0.029,4.0,18.0,0.287
Alexandre Monteiro de Lima,Jamshedpur,3827337,1,0.045,0.045,1.0,14.0,0.287
Felix Agu,Werder Bremen,3895302,2,0.432,0.216,4.0,136.0,0.286
Jerry Mawihmingthanga,Odisha,3817896,4,1.196,0.299,13.0,376.0,0.286
Rahul Bheke,Mumbai City,3817852,3,0.915,0.305,7.0,288.0,0.286
Adrián Nicolás Luna Retamar,Kerala Blasters,3813275,3,0.749,0.187,5.0,236.0,0.286
Mikkel Desler,Toulouse,3837859,2,0.296,0.099,12.0,93.0,0.286
Bradden Inman,Mumbai City,3817901,5,1.092,0.156,23.0,343.0,0.286
Deepak Tangri,ATK Mohun Bagan,3817892,3,0.238,0.079,14.0,75.0,0.285
Parag Satish Shrivas,Bengaluru,3813299,2,0.101,0.051,5.0,32.0,0.285
Javier Siverio Toro,Hyderabad,3817884,1,0.066,0.066,3.0,21.0,0.285
Wahengbam Angousana Luwang,East Bengal,3813310,3,0.238,0.079,7.0,75.0,0.285
Carlos Soler Barragán,Paris Saint-Germain,3837954,4,0.761,0.19,14.0,240.0,0.285
Nuno Mendes,Paris Saint-Germain,3837885,6,1.418,0.236,15.0,450.0,0.284
Alexander Nübel,AS Monaco,3837680,1,0.268,0.268,2.0,85.0,0.284
Pritam Kotal,ATK Mohun Bagan,3827338,3,0.881,0.294,8.0,279.0,0.284
Alexsandro Victor de Souza Ribeiro,Lille,3837662,5,1.3,0.217,17.0,414.0,0.283
Amey Ganesh Ranawade,Mumbai City,3813312,3,1.48,0.296,14.0,470.0,0.283
Leon Augustine Asokan,Bengaluru,3817854,1,0.188,0.094,4.0,60.0,0.283
Juan Bernat Velasco,Paris Saint-Germain,3837844,2,0.139,0.069,3.0,44.0,0.283
Sergio Ramos García,Paris Saint-Germain,3837885,5,1.334,0.267,8.0,425.0,0.282
Patrik Schick,Bayer Leverkusen,3895320,1,0.225,0.225,1.0,72.0,0.281
