player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Lalthathanga Khawlhring,Kerala Blasters,3817861,6,0.27,0.045,10.0,498.0,0.049
Kylian Mbappé Lottin,Paris Saint-Germain,3802818,2,0.102,0.051,5.0,186.0,0.049
Manvir Singh,ATK Mohun Bagan,3813312,3,0.143,0.048,6.0,264.0,0.049
Martin Terrier,Rennes,3802795,4,0.231,0.046,11.0,425.0,0.049
Gaurav Bora,Odisha,3817862,1,0.021,0.021,4.0,39.0,0.049
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837928,5,0.308,0.051,13.0,564.0,0.049
Iván Garrido González,Goa,3817895,5,0.197,0.039,20.0,365.0,0.049
Vladimir Koman Jr.,Chennaiyin,3813281,5,0.253,0.051,19.0,465.0,0.049
Bipin Singh Thounajam,Mumbai City,3813282,1,0.051,0.051,2.0,94.0,0.049
Daniel Lalhlimpuia,Odisha,3817892,1,0.03,0.03,1.0,55.0,0.049
Gideon Mensah,Auxerre,3837785,4,0.191,0.048,14.0,352.0,0.049
Gurpreet Singh Sandhu,Bengaluru,3813274,1,0.051,0.051,2.0,93.0,0.049
Mohammed Rafique,East Bengal,3817893,2,0.079,0.039,6.0,146.0,0.049
Vitor Machado Ferreira,Paris Saint-Germain,3837896,6,0.299,0.05,17.0,552.0,0.049
Marcos Aoás Corrêa,Paris Saint-Germain,3802696,5,0.256,0.051,19.0,465.0,0.049
Patrik Schick,Bayer Leverkusen,3895244,3,0.157,0.039,13.0,288.0,0.049
Komnen Andrić,Clermont Foot,3837650,2,0.095,0.048,4.0,174.0,0.049
Marco Verratti,Paris Saint-Germain,3802907,6,0.297,0.049,27.0,546.0,0.049
Marcos Aoás Corrêa,Paris Saint-Germain,3837827,3,0.157,0.052,10.0,288.0,0.049
Amey Ganesh Ranawade,Mumbai City,3813274,2,0.15,0.05,5.0,276.0,0.049
Serigne Mourtada Fall,Mumbai City,3813265,5,0.304,0.051,11.0,558.0,0.049
Ismaël Chester Diallo,AC Ajaccio,3837987,1,0.036,0.036,2.0,67.0,0.049
Laldinliana Renthlei,Jamshedpur,3813311,5,0.301,0.05,15.0,552.0,0.049
Saviour Gama,Goa,3813272,1,0.037,0.037,1.0,68.0,0.049
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895153,4,0.199,0.05,13.0,364.0,0.049
Mihailo Ristić,Montpellier,3802665,5,0.248,0.05,9.0,455.0,0.049
Ricky Lallawmawma,Jamshedpur,3813311,6,0.303,0.05,17.0,558.0,0.049
Brandon Fernandes,Goa,3817894,4,0.145,0.036,9.0,268.0,0.049
Lucas Tousart,Union Berlin,3895292,1,0.049,0.049,7.0,89.0,0.049
Antonio Perošević,East Bengal,3813276,1,0.049,0.049,2.0,90.0,0.049
Robin Zentner,FSV Mainz 05,3895095,2,0.096,0.048,5.0,176.0,0.049
Suresh Singh Wangjam,Bengaluru,3813274,3,0.14,0.047,6.0,258.0,0.049
Prince Vinny Ibara Doniama,Bengaluru,3813289,4,0.257,0.051,13.0,470.0,0.049
Vincent Marchetti,AC Ajaccio,3837987,4,0.192,0.048,13.0,352.0,0.049
Lalrinliana Hnamte,East Bengal,3813298,1,0.032,0.032,3.0,60.0,0.048
Mohammad Sajid Dhot,Chennaiyin,3817876,3,0.157,0.052,6.0,291.0,0.048
Vikram Pratap Singh,Mumbai City,3817887,2,0.135,0.045,4.0,255.0,0.048
João Victor de Albuquerque Bruno,Hyderabad,3827338,4,0.245,0.049,9.0,460.0,0.048
Serigne Mourtada Fall,Mumbai City,3817862,2,0.144,0.048,16.0,273.0,0.048
Romano Schmid,Werder Bremen,3895302,2,0.095,0.047,6.0,178.0,0.048
Alberto Noguera Ripoll,Goa,3817890,11,0.544,0.049,40.0,1012.0,0.048
Raju Eknath Gaikwad,East Bengal,3817891,3,0.152,0.051,6.0,288.0,0.048
Mohammed Rafique,East Bengal,3813276,3,0.153,0.051,8.0,285.0,0.048
Robert Andrich,Bayer Leverkusen,3895250,6,0.296,0.049,16.0,552.0,0.048
Greg Stewart,Jamshedpur,3817859,2,0.152,0.051,7.0,282.0,0.048
Nim Dorjee Tamang,Hyderabad,3817860,2,0.099,0.049,5.0,186.0,0.048
Julien Laporte,Lorient,3802818,1,0.048,0.048,2.0,89.0,0.048
Slavko Damjanović,Chennaiyin,3813309,1,0.05,0.05,2.0,94.0,0.048
Andrei Girotto,Nantes,3837896,5,0.297,0.049,18.0,558.0,0.048
Marcelo Ribeiro dos Santos,East Bengal,3817893,2,0.036,0.018,4.0,68.0,0.048
Gaëtan Laborde,OGC Nice,3837727,1,0.044,0.044,2.0,83.0,0.048
Lukáš Hrádecký,Bayer Leverkusen,3895348,4,0.183,0.046,8.0,340.0,0.048
David Raum,RB Leipzig,3895202,3,0.198,0.05,14.0,376.0,0.048
Victor Okoh Boniface,Bayer Leverkusen,3895153,2,0.074,0.037,7.0,140.0,0.048
Ashutosh Mehta,ATK Mohun Bagan,3813268,3,0.155,0.052,8.0,291.0,0.048
Nicolas Seiwald,RB Leipzig,3895052,2,0.063,0.032,4.0,120.0,0.048
Seminlen Doungel,Jamshedpur,3817883,1,0.032,0.032,3.0,60.0,0.048
Hugo Adnan Boumous,ATK Mohun Bagan,3817892,8,0.414,0.052,23.0,768.0,0.048
Josha Mamadou Karaboue Vagnoman,VfB Stuttgart,3895167,4,0.215,0.043,26.0,405.0,0.048
Liston Colaco,ATK Mohun Bagan,3817873,3,0.104,0.035,5.0,195.0,0.048
Naveen Kumar,Goa,3817894,5,0.247,0.049,7.0,465.0,0.048
Naorem Roshan Singh,Bengaluru,3817854,8,0.453,0.05,15.0,855.0,0.048
Hugo Ekitike,Paris Saint-Germain,3837859,2,0.135,0.045,3.0,255.0,0.048
Hernán Daniel Santana Trujillo,NorthEast United,3817873,11,0.587,0.049,26.0,1092.0,0.048
Nikhil Poojary,Hyderabad,3813304,5,0.256,0.051,9.0,475.0,0.048
Jessel Carneiro,Kerala Blasters,3813292,2,0.1,0.05,3.0,188.0,0.048
Alejandro Grimaldo García,Bayer Leverkusen,3895266,10,0.519,0.047,62.0,968.0,0.048
Pragyan Sundar Gogoi,NorthEast United,3813294,4,0.097,0.024,9.0,184.0,0.048
Ahmed Jahouh,Mumbai City,3813265,6,0.352,0.05,14.0,665.0,0.048
Lalthathanga Khawlhring,Kerala Blasters,3813275,2,0.076,0.038,3.0,144.0,0.048
Devendra Dhaku Murgaokar,Goa,3817875,1,0.037,0.037,2.0,70.0,0.048
Pritam Kotal,ATK Mohun Bagan,3817892,2,0.093,0.047,8.0,174.0,0.048
Akash Mishra,Hyderabad,3813309,4,0.2,0.05,10.0,372.0,0.048
Sofiane Diop,AS Monaco,3802683,2,0.066,0.033,4.0,128.0,0.047
Kasper Schmeichel,OGC Nice,3837938,2,0.094,0.047,3.0,178.0,0.047
Georginio Wijnaldum,Paris Saint-Germain,3802904,1,0.045,0.045,2.0,87.0,0.047
Victor Okoh Boniface,Bayer Leverkusen,3895167,1,0.073,0.037,6.0,140.0,0.047
Seriton Fernandes,Goa,3817874,2,0.085,0.043,3.0,162.0,0.047
Jorge Ortiz Mendoza,Goa,3813270,1,0.017,0.017,2.0,32.0,0.047
Ko Itakura,Borussia Mönchengladbach,3895060,5,0.227,0.045,14.0,435.0,0.047
Fabio Torsiello,Darmstadt 98,3895220,1,0.013,0.013,1.0,25.0,0.047
Serigne Mourtada Fall,Mumbai City,3813286,6,0.438,0.049,88.0,846.0,0.047
Prince Vinny Ibara Doniama,Bengaluru,3817854,3,0.131,0.033,8.0,252.0,0.047
Achraf Hakimi Mouh,Paris Saint-Germain,3837859,6,0.34,0.049,25.0,644.0,0.047
Deepak Tangri,ATK Mohun Bagan,3817854,1,0.027,0.027,1.0,51.0,0.047
Aurélio Gabriel Ulineia Buta,Eintracht Frankfurt,3895180,2,0.099,0.049,6.0,190.0,0.047
Marcos Aoás Corrêa,Paris Saint-Germain,3802907,5,0.235,0.047,20.0,455.0,0.047
Bruno Edgar Silva Almeida,Bengaluru,3813285,3,0.146,0.049,4.0,279.0,0.047
Carl Gerard McHugh,ATK Mohun Bagan,3813312,3,0.139,0.046,6.0,264.0,0.047
Alejandro Grimaldo García,Bayer Leverkusen,3895180,2,0.099,0.049,8.0,190.0,0.047
Narayan Das,Chennaiyin,3813294,3,0.191,0.048,9.0,368.0,0.047
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837938,6,0.33,0.047,35.0,637.0,0.047
Prabhushkan Singh Gill,Kerala Blasters,3817902,6,0.282,0.047,9.0,534.0,0.047
Edwin Sydney Vanspaul,Chennaiyin,3813286,2,0.067,0.033,4.0,128.0,0.047
Houboulang Mendes,Lorient,3802818,1,0.048,0.048,2.0,91.0,0.047
Iván Garrido González,Goa,3813271,4,0.244,0.049,12.0,465.0,0.047
Jordan Murray,Jamshedpur,3813275,4,0.283,0.047,11.0,546.0,0.047
Bartholomew Owogbalor Ogbeche,Hyderabad,3813272,2,0.099,0.049,3.0,188.0,0.047
Eduardo Bedia Peláez,Goa,3817853,8,0.394,0.049,20.0,760.0,0.047
Jitendra Singh,Jamshedpur,3817856,1,0.048,0.048,1.0,93.0,0.047
Airam López Cabrera,Goa,3817870,3,0.077,0.026,4.0,147.0,0.047
Subhasish Bose,ATK Mohun Bagan,3817864,4,0.194,0.048,8.0,372.0,0.047
Albino Gomes,Kerala Blasters,3813314,1,0.038,0.038,1.0,74.0,0.047
Alexander Romario Jesuraj,Goa,3817853,1,0.025,0.025,1.0,49.0,0.047
Rahul Kannoly Praveen,Kerala Blasters,3813314,1,0.016,0.016,2.0,30.0,0.047
Seko Fofana,Lens,3802676,3,0.142,0.047,9.0,270.0,0.047
Pol Mikel Lirola Kosok,Marseille,3802902,3,0.192,0.048,14.0,368.0,0.047
Jean-Charles Castelletto,Nantes,3837695,2,0.067,0.033,5.0,128.0,0.047
Adrián Nicolás Luna Retamar,Kerala Blasters,3817861,4,0.19,0.047,8.0,364.0,0.047
Justin Kluivert,OGC Nice,3802805,3,0.134,0.045,8.0,255.0,0.047
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837928,6,0.342,0.049,23.0,651.0,0.047
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,3813316,3,0.116,0.039,10.0,228.0,0.046
Marvin Mehlem,Darmstadt 98,3895220,1,0.013,0.013,1.0,26.0,0.046
Doğan Alemdar,Rennes,3802795,3,0.192,0.048,10.0,376.0,0.046
Janis Blaswich,RB Leipzig,3895202,6,0.339,0.048,26.0,658.0,0.046
Rayan Ny Aina Arnaldo Raveloson,Auxerre,3837785,6,0.272,0.045,17.0,534.0,0.046
João Victor de Albuquerque Bruno,Hyderabad,3813299,4,0.189,0.047,10.0,372.0,0.046
Isaac Vanmalsawma Chhakchhuak,Odisha,3813289,1,0.006,0.006,1.0,11.0,0.046
Mounaim El Idrissy,AC Ajaccio,3837987,2,0.063,0.031,2.0,124.0,0.046
Keylor Navas Gamboa,Paris Saint-Germain,3802805,2,0.092,0.046,3.0,180.0,0.046
Alberto Noguera Ripoll,Goa,3813272,3,0.143,0.048,14.0,279.0,0.046
Vladimir Koman Jr.,Chennaiyin,3813286,2,0.091,0.046,2.0,180.0,0.046
Christopher Jullien,Montpellier,3837844,1,0.046,0.046,2.0,90.0,0.046
Mickaël Barreto,AC Ajaccio,3837987,2,0.084,0.042,3.0,164.0,0.046
Florian Wirtz,Bayer Leverkusen,3895158,11,0.575,0.048,44.0,1116.0,0.046
Amey Ganesh Ranawade,Mumbai City,3813284,3,0.141,0.047,3.0,279.0,0.046
Amine Gouiri,Rennes,3837827,2,0.091,0.045,3.0,176.0,0.046
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817889,3,0.145,0.048,14.0,282.0,0.046
Gurjinder Kumar,NorthEast United,3813296,1,0.024,0.024,2.0,46.0,0.046
Konsham Chinglensana Singh,Hyderabad,3813309,4,0.187,0.047,12.0,368.0,0.046
Lalengmawia Ralte,Mumbai City,3817867,3,0.192,0.048,12.0,380.0,0.046
Edwin Sydney Vanspaul,Chennaiyin,3817858,1,0.045,0.045,2.0,88.0,0.046
Jeremie Frimpong,Bayer Leverkusen,3895348,5,0.207,0.041,14.0,405.0,0.046
Elbasan Rashani,Clermont Foot,3838017,2,0.094,0.047,6.0,184.0,0.046
Warmed Omari,Rennes,3802795,4,0.241,0.048,11.0,470.0,0.046
Rehnesh Thumbirumbu Paramba,Jamshedpur,3817859,2,0.092,0.046,4.0,180.0,0.046
Eduardo Bedia Peláez,Goa,3813270,2,0.095,0.048,5.0,186.0,0.046
Kylian Mbappé Lottin,Paris Saint-Germain,3837771,5,0.229,0.046,25.0,445.0,0.046
Dayotchanculle Upamecano,Bayern Munich,3895232,1,0.03,0.03,4.0,59.0,0.046
Evann Guessand,Nantes,3837695,2,0.067,0.033,10.0,130.0,0.046
Gaurav Bora,Odisha,3813308,1,0.017,0.017,2.0,33.0,0.046
Ritwik Kumar Das,Jamshedpur,3817856,1,0.048,0.048,2.0,96.0,0.045
Carl Gerard McHugh,ATK Mohun Bagan,3817864,8,0.399,0.044,22.0,801.0,0.045
Peter Hartley,Jamshedpur,3813302,8,0.376,0.047,18.0,752.0,0.045
Enes Sipović,Kerala Blasters,3817902,3,0.145,0.048,4.0,288.0,0.045
Deepak Tangri,ATK Mohun Bagan,3817888,2,0.089,0.03,14.0,180.0,0.045
Harmanjot Singh Khabra,Kerala Blasters,3817851,5,0.24,0.048,12.0,475.0,0.045
Alberto Noguera Ripoll,Goa,3813270,3,0.138,0.046,12.0,279.0,0.045
Junior Castello Lukeba,RB Leipzig,3895202,4,0.235,0.047,27.0,470.0,0.045
Sourav Das,East Bengal,3817882,5,0.187,0.037,15.0,375.0,0.045
Lukáš Hrádecký,Bayer Leverkusen,3895167,2,0.093,0.047,3.0,186.0,0.045
Iván Garrido González,Goa,3813303,6,0.277,0.046,13.0,558.0,0.045
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837659,4,0.175,0.044,8.0,348.0,0.045
Edwin Sydney Vanspaul,Chennaiyin,3817880,3,0.133,0.044,6.0,264.0,0.045
Devendra Dhaku Murgaokar,Goa,3813266,1,0.024,0.024,2.0,48.0,0.045
Jonathas Cristian de Jesus,Odisha,3817862,1,0.047,0.047,2.0,94.0,0.045
Thilo Kehrer,Paris Saint-Germain,3802752,4,0.184,0.046,16.0,364.0,0.045
Kevin Danso,Lens,3802685,4,0.17,0.043,11.0,344.0,0.045
Sahal Abdul Samad,Kerala Blasters,3817886,2,0.065,0.032,6.0,130.0,0.045
Dylan Fox,Goa,3813271,2,0.089,0.045,4.0,178.0,0.045
Jeakson Singh Thaunaojam,Kerala Blasters,3813282,4,0.189,0.047,8.0,376.0,0.045
Pritam Kotal,ATK Mohun Bagan,3813291,4,0.162,0.04,8.0,324.0,0.045
Suhair Vadakkepeedika,NorthEast United,3817873,3,0.14,0.047,7.0,279.0,0.045
Hitesh Sharma,Hyderabad,3813309,4,0.137,0.034,8.0,272.0,0.045
Pritam Kotal,ATK Mohun Bagan,3813312,3,0.139,0.046,5.0,279.0,0.045
Gurjinder Kumar,NorthEast United,3817873,7,0.363,0.045,24.0,720.0,0.045
Robert Andrich,Bayer Leverkusen,3895258,9,0.408,0.045,36.0,819.0,0.045
Franck Honorat,Stade Brestois,3837902,1,0.047,0.047,5.0,94.0,0.045
Jonas Hofmann,Bayer Leverkusen,3895302,5,0.222,0.044,9.0,440.0,0.045
Alan Henrique Costa,Bengaluru,3813285,3,0.14,0.047,7.0,279.0,0.045
Lukas Klostermann,RB Leipzig,3895202,4,0.235,0.047,12.0,470.0,0.045
Vladimir Koman Jr.,Chennaiyin,3813266,2,0.054,0.027,2.0,108.0,0.045
Udanta Kumam Singh,Bengaluru,3817861,5,0.279,0.047,11.0,558.0,0.045
Nayef Aguerd,Rennes,3802795,5,0.28,0.047,22.0,558.0,0.045
Lenny Rodrigues,ATK Mohun Bagan,3817892,5,0.164,0.033,7.0,335.0,0.044
Julian Jeanvier,Auxerre,3837785,4,0.169,0.042,8.0,344.0,0.044
Rahul Bheke,Mumbai City,3813277,4,0.183,0.046,11.0,372.0,0.044
Harmanjot Singh Khabra,Kerala Blasters,3817855,1,0.045,0.045,4.0,92.0,0.044
Alberto Noguera Ripoll,Goa,3813315,3,0.135,0.045,10.0,279.0,0.044
Marcelo Leite Pereira,NorthEast United,3817886,2,0.088,0.044,3.0,180.0,0.044
Mauro Emanuel Icardi Rivero,Paris Saint-Germain,3802690,2,0.087,0.044,2.0,180.0,0.044
Keven Schlotterbeck,Bochum,3895182,2,0.137,0.046,3.0,279.0,0.044
Akash Mishra,Hyderabad,3817863,4,0.187,0.047,9.0,384.0,0.044
Vishal Kaith,Chennaiyin,3813283,1,0.046,0.046,1.0,93.0,0.044
Logan Costa,Toulouse,3837683,1,0.021,0.021,2.0,44.0,0.044
Joni Ensio Kauko,ATK Mohun Bagan,3813291,3,0.135,0.045,5.0,276.0,0.044
Souvik Chakrabarti,Hyderabad,3827338,3,0.154,0.039,9.0,312.0,0.044
Niklas Dorsch,Augsburg,3895194,2,0.088,0.044,3.0,180.0,0.044
Sandesh Jhingan,ATK Mohun Bagan,3817856,4,0.191,0.048,8.0,388.0,0.044
Ngasepam Tondonba Singh,NorthEast United,3813306,4,0.129,0.032,7.0,260.0,0.044
Josip Stanišić,Bayer Leverkusen,3895258,5,0.268,0.045,29.0,546.0,0.044
João Victor de Albuquerque Bruno,Hyderabad,3827336,3,0.136,0.045,8.0,276.0,0.044
Xaver Schlager,RB Leipzig,3895202,2,0.135,0.045,10.0,273.0,0.044
Mohammad Yasir,Hyderabad,3827336,4,0.147,0.037,10.0,300.0,0.044
Joni Ensio Kauko,ATK Mohun Bagan,3817856,5,0.233,0.047,17.0,475.0,0.044
Yvann Macon,Saint-Étienne,3802837,2,0.083,0.041,6.0,170.0,0.044
Nikhil Poojary,Hyderabad,3817863,2,0.086,0.043,4.0,176.0,0.044
Jitendra Singh,Jamshedpur,3817881,2,0.081,0.041,5.0,166.0,0.044
Brandon Fernandes,Goa,3817848,3,0.139,0.046,10.0,285.0,0.044
Mohammad Nawaz,Mumbai City,3817866,1,0.038,0.038,2.0,79.0,0.044
Marcelo Ribeiro dos Santos,East Bengal,3817896,3,0.236,0.047,7.0,480.0,0.044
Edwin Sydney Vanspaul,Chennaiyin,3817879,2,0.085,0.042,7.0,174.0,0.044
Vincent Le Goff,Lorient,3802690,4,0.174,0.044,5.0,356.0,0.044
Deshorn Brown,NorthEast United,3817877,1,0.046,0.046,2.0,94.0,0.044
Rahim Ali,Chennaiyin,3817900,2,0.086,0.043,2.0,176.0,0.044
Cleiton Augusto Oliveira Silva,Bengaluru,3817861,1,0.028,0.014,2.0,58.0,0.044
Sourav Das,East Bengal,3817878,6,0.241,0.034,14.0,490.0,0.044
Robin Zentner,FSV Mainz 05,3895250,1,0.041,0.041,1.0,87.0,0.043
João Victor de Albuquerque Bruno,Hyderabad,3817879,10,0.457,0.046,18.0,960.0,0.043
Cássio Gabriel Vilela Ferreira,Mumbai City,3817885,3,0.171,0.043,5.0,356.0,0.043
Akash Mishra,Hyderabad,3827336,3,0.136,0.045,8.0,285.0,0.043
Jordan Murray,Jamshedpur,3827335,1,0.015,0.015,1.0,32.0,0.043
Rehnesh Thumbirumbu Paramba,Jamshedpur,3813275,2,0.084,0.042,6.0,178.0,0.043
Patrik Schick,Bayer Leverkusen,3895250,2,0.035,0.018,5.0,74.0,0.043
Timothee Pembele,Paris Saint-Germain,3837876,1,0.035,0.035,3.0,73.0,0.043
Andrei Girotto,Nantes,3837695,3,0.127,0.042,6.0,264.0,0.043
Peter Hartley,Jamshedpur,3813268,1,0.046,0.046,1.0,95.0,0.043
Imran Khan,NorthEast United,3817871,1,0.022,0.022,4.0,46.0,0.043
Sahil Tavora,Hyderabad,3813272,1,0.01,0.01,3.0,21.0,0.043
Victor Okoh Boniface,Bayer Leverkusen,3895134,1,0.042,0.042,1.0,87.0,0.043
Julian Ryerson,Borussia Dortmund,3895158,2,0.134,0.045,10.0,279.0,0.043
Raju Eknath Gaikwad,East Bengal,3813317,3,0.128,0.043,4.0,267.0,0.043
Alfred Benjamin Gomis,Rennes,3802809,2,0.086,0.043,2.0,180.0,0.043
Aaron Ramsey,OGC Nice,3837938,3,0.115,0.038,27.0,240.0,0.043
Achraf Hakimi Mouh,Paris Saint-Germain,3837938,4,0.222,0.044,33.0,465.0,0.043
Jim Allevinah,Clermont Foot,3803000,1,0.012,0.012,4.0,25.0,0.043
Eli Sabia Filho,Jamshedpur,3813284,1,0.028,0.028,2.0,59.0,0.043
Sahal Abdul Samad,Kerala Blasters,3817861,1,0.035,0.035,2.0,74.0,0.043
Deepak Devrani,Chennaiyin,3817880,3,0.123,0.041,4.0,261.0,0.043
Manvir Singh,ATK Mohun Bagan,3817892,1,0.046,0.046,4.0,97.0,0.043
Thomas Monconduit,Lorient,3802818,3,0.124,0.041,8.0,261.0,0.043
Zakaria Diallo,NorthEast United,3817873,5,0.299,0.043,10.0,630.0,0.043
Prabhushkan Singh Gill,Kerala Blasters,3813282,1,0.042,0.042,1.0,88.0,0.043
Serhou Guirassy,VfB Stuttgart,3895167,4,0.222,0.044,23.0,470.0,0.043
Mohammed Irshad,NorthEast United,3817886,3,0.134,0.045,6.0,279.0,0.043
Vladimir Koman Jr.,Chennaiyin,3817889,7,0.354,0.044,16.0,736.0,0.043
Ricky Lallawmawma,Jamshedpur,3813288,1,0.04,0.04,1.0,84.0,0.043
Wahengbam Angousana Luwang,East Bengal,3817882,9,0.433,0.043,24.0,900.0,0.043
Victor Okoh Boniface,Bayer Leverkusen,3895348,1,0.03,0.03,5.0,62.0,0.043
Hugo Ekitike,Paris Saint-Germain,3837827,1,0.025,0.025,1.0,53.0,0.043
Alan Henrique Costa,Bengaluru,3813299,3,0.133,0.044,15.0,276.0,0.043
Ngasepam Tondonba Singh,NorthEast United,3813318,1,0.044,0.044,1.0,92.0,0.043
Mohammed Rafique,East Bengal,3817878,4,0.192,0.038,11.0,400.0,0.043
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817864,3,0.177,0.044,7.0,368.0,0.043
Pritam Kotal,ATK Mohun Bagan,3817864,4,0.178,0.044,6.0,372.0,0.043
Nadiem Amiri,FSV Mainz 05,3895250,5,0.311,0.044,10.0,651.0,0.043
Marcos Aoás Corrêa,Paris Saint-Germain,3802805,3,0.178,0.044,7.0,368.0,0.043
Marcel Schuhen,Darmstadt 98,3895067,2,0.088,0.044,3.0,184.0,0.043
Udanta Kumam Singh,Bengaluru,3817883,2,0.089,0.044,5.0,186.0,0.043
Aniket Anil Jadhav,Hyderabad,3817863,1,0.017,0.017,2.0,35.0,0.043
Alan Henrique Costa,Bengaluru,3813274,4,0.267,0.044,12.0,558.0,0.043
Cyrille Bayala,AC Ajaccio,3837752,4,0.104,0.026,8.0,220.0,0.043
Boubakar Kouyate,Montpellier,3837844,3,0.132,0.044,6.0,279.0,0.043
Bartholomew Owogbalor Ogbeche,Hyderabad,3827336,4,0.181,0.045,9.0,376.0,0.043
Ivo Grbić,Lille,3802907,1,0.04,0.04,1.0,87.0,0.042
Sanjeev Stalin,Kerala Blasters,3817866,6,0.304,0.043,10.0,658.0,0.042
Naorem Roshan Singh,Bengaluru,3813287,2,0.085,0.043,2.0,184.0,0.042
Lalengmawia Ralte,Mumbai City,3813286,3,0.171,0.043,48.0,368.0,0.042
Joseph Scally,Borussia Mönchengladbach,3895060,6,0.253,0.042,17.0,540.0,0.042
Rochharzela Rochharzela,NorthEast United,3813276,2,0.068,0.023,10.0,147.0,0.042
Akash Mishra,Hyderabad,3813299,2,0.089,0.044,5.0,188.0,0.042
Pape Matar Sarr,Metz,3802948,1,0.043,0.043,2.0,92.0,0.042
Hatem Ben Arfa,Lille,3802907,2,0.063,0.031,6.0,136.0,0.042
Patrik Schick,Bayer Leverkusen,3895286,3,0.131,0.044,5.0,279.0,0.042
Daniel Chima Chukwu,Jamshedpur,3817883,1,0.044,0.044,1.0,94.0,0.042
Provat Lakra,NorthEast United,3817871,1,0.022,0.022,1.0,47.0,0.042
Eduardo Bedia Peláez,Goa,3817894,9,0.384,0.043,21.0,828.0,0.042
Dheeraj Singh Moirangthem,Goa,3817848,1,0.042,0.042,1.0,92.0,0.042
Mohammad Nawaz,Mumbai City,3817864,4,0.216,0.043,8.0,465.0,0.042
Lalengmawia Ralte,Mumbai City,3813277,3,0.118,0.039,6.0,252.0,0.042
Akash Mishra,Hyderabad,3817878,1,0.037,0.037,1.0,79.0,0.042
Lalengmawia Ralte,Mumbai City,3817864,2,0.087,0.043,19.0,186.0,0.042
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817856,11,0.496,0.045,25.0,1056.0,0.042
Germanpreet Singh,Chennaiyin,3817879,2,0.089,0.044,8.0,190.0,0.042
Dylan Daniel Mahmoud Bronn,Metz,3802948,1,0.043,0.043,4.0,93.0,0.042
Parag Satish Shrivas,Bengaluru,3817883,2,0.089,0.044,5.0,192.0,0.042
Hormipam Ruivah,Kerala Blasters,3817866,4,0.176,0.044,6.0,376.0,0.042
Gianluigi Donnarumma,Paris Saint-Germain,3837896,2,0.06,0.03,2.0,128.0,0.042
Sandesh Jhingan,ATK Mohun Bagan,3817889,4,0.173,0.043,9.0,368.0,0.042
Terem Igobor Moffi,Lorient,3802690,4,0.17,0.042,7.0,364.0,0.042
Jayesh Dilip Rane,Bengaluru,3813297,3,0.133,0.044,7.0,282.0,0.042
Mats Hummels,Borussia Dortmund,3895309,4,0.226,0.045,17.0,490.0,0.042
Manvir Singh,ATK Mohun Bagan,3813264,3,0.128,0.043,6.0,276.0,0.042
Gaëtan Perrin,Auxerre,3837785,1,0.015,0.015,4.0,33.0,0.042
Lenny Rodrigues,ATK Mohun Bagan,3813268,4,0.179,0.045,8.0,384.0,0.042
Mandar Rao Desai,Mumbai City,3813286,7,0.428,0.043,49.0,910.0,0.042
Pratik Prabhakar Chaudhari,Bengaluru,3813274,2,0.173,0.043,10.0,368.0,0.042
Sunil Chhetri,Bengaluru,3813299,3,0.132,0.044,9.0,282.0,0.042
Randal Kolo Muani,Nantes,3802984,4,0.167,0.042,8.0,360.0,0.042
Rehnesh Thumbirumbu Paramba,Jamshedpur,3813268,3,0.131,0.044,4.0,282.0,0.042
Jerry Lalrinzuala,Chennaiyin,3813286,3,0.134,0.045,6.0,285.0,0.042
Liston Colaco,ATK Mohun Bagan,3817864,4,0.207,0.041,12.0,445.0,0.042
Keisham Reagan Singh,Chennaiyin,3813283,3,0.13,0.043,10.0,282.0,0.042
Gaëtan Poussin,Bordeaux,3802904,5,0.212,0.042,10.0,450.0,0.042
Osman Bukari,Nantes,3802984,1,0.016,0.016,2.0,34.0,0.042
Franjo Prce,East Bengal,3817891,2,0.079,0.04,4.0,168.0,0.042
Julian Ryerson,Borussia Dortmund,3895309,3,0.128,0.043,7.0,273.0,0.042
Dheeraj Singh Moirangthem,Goa,3817863,1,0.043,0.043,2.0,93.0,0.042
Bikash Jairu,East Bengal,3813317,3,0.125,0.042,4.0,276.0,0.041
Vinit Rai Chamling,Mumbai City,3817898,1,0.021,0.021,2.0,47.0,0.041
Joel Joseph Chianese,Hyderabad,3817871,4,0.154,0.039,11.0,336.0,0.041
Granit Xhaka,Bayer Leverkusen,3895158,6,0.346,0.043,30.0,752.0,0.041
Rahul Bheke,Mumbai City,3817898,4,0.169,0.042,6.0,368.0,0.041
Mohammed Irshad,NorthEast United,3817865,2,0.124,0.041,5.0,273.0,0.041
Mohammed Rafique,East Bengal,3813280,1,0.038,0.038,2.0,84.0,0.041
