player,finishing_quality,xg_volume,progressive_passes,progressive_carries,xg_chain,team_involvement,xg_buildup,network_centrality,defensive_actions,high_turnovers,pressure_volume,pressure_success,recency_factor,league_mult,finishing_quality_percentile,xg_volume_percentile,progressive_passes_percentile,progressive_carries_percentile,xg_chain_percentile,team_involvement_percentile,xg_buildup_percentile,network_centrality_percentile,defensive_actions_percentile,high_turnovers_percentile,pressure_volume_percentile,pressure_success_percentile,latest_club,position,Mobility_Intensity,Progression,Control,Final_Third_Output,overall_quality,latest_club_right,position_right
Antoine Griezmann,-0.5533407152759519,1.506140262055405,4.264110464915104,4.425315407161156,0.15529076509994535,57.0416337982701,0.15179699614973677,15.994482202023105,27.388297935237727,2.207001285860731,24.983404129549204,24.201008596236733,1.0,1.3,3.639705882352941,58.963235294117645,84.07142857142857,86.82142857142857,56.833333333333336,85.43333333333334,66.62737642585552,72.06617647058823,88.25581395348837,70.60465116279069,91.11155378486055,61.92430278884462,Atlético Madrid,Right Center Midfield,69.73624942092096,69.12714285714286,66.74260784313726,39.38605925687766,62.323192988174206,Atlético Madrid,Right Center Midfield
Declan Rice,0.03378591788370389,0.507,4.534253269925531,1.2676442589514436,0.10675521817488963,47.761679969801065,0.11757482826970106,30.335204512803916,22.072100349718276,4.028944638732374,12.688251305024282,46.37205245911244,1.0,1.3,37.85294117647059,24.568014705882355,86.82142857142857,31.428571428571427,34.1,74.43333333333334,51.57034220532319,96.81617647058823,67.15116279069767,97.46511627906976,45.35856573705179,98.60557768924303,Arsenal,Center Defensive Midfield,69.12557705225609,58.88437499999999,79.4399375,18.882434760120777,62.21250357026923,Arsenal,Center Defensive Midfield
Mohammed Kudus,0.748104950604394,0.593847776416648,1.6933976515767641,4.269411471240063,0.09984051187028013,47.72073424390808,0.14758333333333334,20.584126353643217,21.85,4.6,15.911555092970081,34.23379130610805,0.85,1.15,87.35294117647058,26.205882352941178,43.607142857142854,85.64285714285714,32.266666666666666,74.06666666666668,65.12167300380227,84.80514705882352,65.23255813953487,99.0,65.86852589641434,87.56175298804781,West Ham United,Center Attacking Midfield,60.53106330491986,67.43687499999999,79.03465624999998,76.96809606352045,61.27823804038712,West Ham United,Center Attacking Midfield
Achraf Hakimi Mouh,0.7633695129156141,1.8718394321429552,3.487267795016217,4.188437176812597,0.2511439181403901,58.80998156073732,0.22913864731548783,23.240159216865344,28.900044783083533,2.5685812521016267,23.33882183434809,41.000348515849,0.85,1.3,88.44485294117646,71.33823529411765,75.03571428571428,84.07142857142857,78.46666666666667,88.0,84.31939163498099,90.62867647058823,91.32558139534883,79.43023255813954,88.74501992031873,96.2390438247012,Paris Saint-Germain,Right Back,79.94064827897711,82.71607142857141,58.65234374999999,47.357245677001785,59.87236438417049,Paris Saint-Germain,Right Back
Randal Kolo Muani,0.2764525845503706,2.379,1.4723196913934247,2.598135037468057,0.9087895814149581,44.67080481929851,0.12431652639600056,8.151164728918426,25.4110703711366,1.7364134820638137,54.427551464898364,23.781924705463226,1.0,1.3,63.330882352941174,80.4375,33.39285714285714,62.857142857142854,96.43333333333334,69.66666666666667,56.463878326996195,33.12132352941176,81.34883720930233,54.48837209302325,99.0,59.16334661354582,Paris Saint-Germain,Center Forward,45.67502084684518,32.140625,48.13864889705883,89.75325288432863,59.4186049037662,Paris Saint-Germain,Center Forward
Lautaro Javier Martínez,0.6116660565691254,3.7662129360381296,0.4793611918856121,2.7333666427226677,1.1124035536715373,43.02562013732519,0.48346232097755293,4.447708878320921,24.7,1.3,19.75297232231545,27.503816055155145,1.0,1.3,81.52941176470588,89.90073529411765,1.1785714285714286,64.82142857142857,97.53333333333335,67.46666666666667,97.49429657794677,7.279411764705882,79.81395348837209,35.302325581395344,82.43426294820718,72.1792828685259,Inter Milan,Center Forward,38.96686046511628,30.401249999999997,43.82893382352941,95.7576666060911,58.869101680820116,Inter Milan,Center Forward
Enzo Fernandez,-0.023100605263122877,0.8110268892582678,2.7582801591837987,1.9178437503604393,0.22540517794055964,38.81482279247979,0.302218937716881,24.64786600996538,30.051254821977743,1.5003137054944358,18.2792095237217,32.38730035697504,1.0,1.3,29.845588235294116,36.76102941176471,66.0,50.67857142857142,74.43333333333334,61.23333333333334,92.60076045627376,92.08455882352942,94.01162790697674,44.8953488372093,74.54581673306772,84.40637450199203,Chelsea,Left Defensive Midfield,66.11068284999537,47.77633928571428,74.33834375,32.937434270856635,58.828302726409056,Chelsea,Left Defensive Midfield
Leandro Daniel Paredes,0.4745542094099432,0.2645,8.084831763673241,1.2422844616557656,0.49109031385249646,32.35417862891078,0.4329592831518549,16.86982181113826,21.619999999999997,2.07,16.406441124765266,33.83957807667127,1.0,1.15,75.34191176470588,8.371323529411764,98.21428571428571,30.249999999999996,92.03333333333335,50.60000000000001,95.98859315589353,75.70588235294117,62.54651162790698,65.23255813953487,68.23505976095618,86.77290836653387,Roma,Right Defensive Midfield,61.462547774020194,66.01473214285713,61.148999999999994,35.02886093715052,58.7622379318248,Roma,Right Defensive Midfield
Alexis Mac Allister,0.13206522919998512,1.413811410265116,2.786627906440277,1.7673124992791216,0.139559789265058,35.88500705420909,0.106566795069288,21.436318569143832,28.451168853547916,2.347290055225554,18.59245963026581,38.77171191542884,1.0,1.3,49.13602941176471,57.143382352941174,67.17857142857142,46.357142857142854,49.866666666666674,56.1,47.42965779467681,86.98897058823529,90.55813953488372,74.44186046511628,76.12350597609561,93.87250996015936,Liverpool,Left Midfield,68.126593625498,54.44705357142856,70.00228125,41.451410898009385,58.739199372139,Liverpool,Left Midfield
Patrik Schick,0.5920301163388573,3.8179999999999996,1.0234999999999999,3.691499999999999,0.39605999999999997,39.038475,0.4512236842105263,5.081954545454546,19.11875,1.0062499999999999,19.402690476190475,11.744238095238094,1.0,1.15,80.4375,90.26470588235294,13.75,79.35714285714285,88.73333333333333,61.966666666666676,96.74144486692015,10.555147058823529,52.95348837209302,24.558139534883722,79.2788844621514,1.1832669322709164,Bayer Leverkusen,Center Forward,33.671626285555455,38.23383928571428,40.691204044117654,94.43228521303958,58.14825464144587,Bayer Leverkusen,Center Forward
Dan Ndoye,0.07598916760284917,1.24,0.67,4.88,0.1436,56.61,0.197,9.963999999999999,20.666666666666668,0.6666666666666667,17.48,14.809999999999999,1.0,1.0,44.404411764705884,51.31985294117648,3.142857142857143,88.78571428571428,51.7,84.7,79.04942965779468,41.856617647058826,57.55813953488372,13.622093023255813,73.36254980079681,10.649402390438247,Nottingham Forest,Right Wing Back,53.54421890924673,75.9392857142857,50.87777022058823,39.77607031075263,57.835823311948104,Nottingham Forest,Right Wing Back
Jonathan David,0.17801077752923003,2.063750404018876,2.319477517032547,3.4935392657586446,0.23179681339460395,58.292031786363026,0.14388244562615948,12.425197933154383,24.59465826679082,1.8761277174165119,21.723745693856035,18.912627913457847,1.0,1.05,52.775735294117645,75.34191176470588,58.14285714285713,76.99999999999999,75.53333333333333,87.63333333333334,63.99239543726235,53.13970588235294,79.04651162790698,57.55813953488372,86.37848605577689,34.31474103585657,Lille,Center Forward,39.88114055406282,40.79428571428571,61.84446691176471,72.94658652053977,57.752630044375664,Lille,Center Forward
Hakim Ziyech,0.5892828120957838,0.7299067955899395,4.14091521176016,2.3506651081166257,0.14902488009250975,69.47582500884926,0.14329664986610113,22.599317331968237,28.941666666666666,1.5333333333333334,18.234852280974017,29.02915493075429,0.85,1.15,80.07352941176471,32.393382352941174,83.28571428571428,58.14285714285713,53.53333333333333,96.06666666666668,63.61596958174904,88.80882352941177,91.70930232558139,46.43023255813954,74.15139442231076,76.91235059760956,Galatasaray,Right Midfield,64.41506821551005,67.58714285714285,80.73129166666666,54.954515016914556,57.26818070441345,Galatasaray,Right Midfield
Harry Kane,0.043237934208744916,3.6333343026273446,1.6130218931805198,2.083808033628259,0.18276809814011546,61.3323988841299,0.09063750089486906,6.965215798081804,28.166666666666664,1.3,14.993699105475153,19.497513204001496,1.0,1.3,39.67279411764706,89.17279411764706,39.285714285714285,53.82142857142857,65.26666666666668,89.46666666666667,39.52471482889734,23.658088235294116,89.7906976744186,35.302325581395344,59.16334661354582,37.864541832669325,Bayern Munich,Center Forward,39.75627837487259,28.402589285714285,59.69653492647059,79.94372861216729,57.21989039342836,Bayern Munich,Center Forward
Yoane Wissa,-0.3187601553723289,4.24,1.58,4.26,0.2864285714285714,48.80428571428572,0.30342857142857144,10.888571428571428,21.0,2.0,9.180000000000001,22.181428571428572,0.85,1.0,8.371323529411764,91.72058823529412,38.107142857142854,85.25,81.76666666666667,75.53333333333333,92.97718631178708,45.86029411764706,59.284883720930225,62.54651162790698,21.298804780876495,52.06374501992032,Brentford,Center Attacking Midfield,37.974367616742335,66.45178571428572,67.52825857843136,85.69671277398791,56.9169646222593,Brentford,Center Attacking Midfield
Luis Gerardo Chávez Magallón,0.18140070967414348,0.2781090675603216,3.3315840225796856,2.435094477330948,0.08533050089961274,53.31704252038528,0.0725711614312346,18.201776795909048,18.500000000000004,3.645656306225795,13.496780803197296,24.29046036478999,1.0,1.0,53.13970588235294,9.463235294117647,73.85714285714286,59.71428571428571,21.633333333333333,82.86666666666666,26.34980988593156,77.88970588235294,49.5,94.39534883720931,50.48605577689243,62.31872509960159,Dynamo Moscow,Left Center Midfield,68.26340313165942,57.388571428571424,65.69609803921568,29.569637790762695,56.49138447329606,Dynamo Moscow,Left Center Midfield
Robert Andrich,0.8045325256459657,1.1384999999999998,4.98525,1.1212499999999999,0.16707857142857144,36.90678571428571,0.1647785714285714,16.987939393939392,20.80454545454545,1.9863636363636366,19.206112903225804,28.534838709677416,1.0,1.15,89.17279411764706,49.5,88.0,27.5,61.23333333333334,59.03333333333334,71.89733840304183,76.43382352941177,57.941860465116285,60.627906976744185,78.49003984063745,75.33466135458167,Bayer Leverkusen,Right Defensive Midfield,56.52945977717039,59.193749999999994,62.75018749999999,33.12248632856184,55.77420408701909,Bayer Leverkusen,Right Defensive Midfield
Arda Güler,0.4931192512170373,0.42900000000000005,,,0.11856000000000001,59.2774,0.1625,22.3444,29.25,3.25,,,1.0,1.3,76.43382352941177,20.018382352941178,,,39.233333333333334,88.36666666666667,70.39163498098858,88.44485294117646,92.09302325581395,91.90116279069767,,,Real Madrid,Right Wing,78.26468023255813,0.0,66.32484374999999,68.95946453533884,55.48388100856253,Real Madrid,Right Wing
Adam Hložek,-0.3730352952765856,3.1605,1.1392500000000003,1.97925,1.14387,25.4009,0.675473076923077,2.898913043478261,17.85,2.1,48.12865909090909,23.200227272727272,1.0,1.05,6.915441176470589,86.625,20.035714285714285,51.85714285714285,97.9,35.56666666666667,98.24714828897339,2.911764705882353,45.66279069767442,66.57558139534883,98.21115537848605,57.19123505976096,Hoffenheim,Left Attacking Midfield,57.73356287061058,40.02133928571428,29.13500980392157,90.49957301218967,54.99211205352729,Hoffenheim,Left Attacking Midfield
Hugo Ekitike,-0.11845934294254261,2.8059999999999996,1.6300224481566072,4.909418581662467,0.3733685492746232,30.625187641974282,0.2799681895415957,4.738158738146745,19.61454838435851,3.0952873917718553,32.37818821440481,15.287940896188633,1.0,1.15,18.5625,83.34926470588235,40.857142857142854,89.17857142857142,88.0,45.46666666666667,90.71863117870721,8.371323529411764,55.25581395348837,90.55813953488372,97.42231075697211,12.621513944223107,Eintracht Frankfurt,Right Center Forward,43.692475447049006,45.06169642857143,29.926773897058823,84.55032151643927,54.866275963740065,Eintracht Frankfurt,Right Center Forward
Luis Fernando Díaz Marulanda,0.4679867980159724,1.859,1.859,6.019,0.14300000000000002,42.54900000000001,0.07046,15.909833333333333,24.7,1.3,16.78516666666667,23.36316666666667,1.0,1.3,74.61397058823529,70.24632352941177,49.5,93.89285714285714,50.96666666666667,66.00000000000001,24.46768060836502,71.70220588235294,79.81395348837209,35.302325581395344,69.4183266932271,57.58565737051793,Liverpool,Left Center Forward,37.014393588436945,47.978660714285716,53.135156249999994,68.75187751621561,54.820966032425446,Liverpool,Left Center Forward
Breel-Donald Embolo,0.20845561673170834,1.9535899203395906,0.9072039918141186,2.7371189622162655,0.4269432032637092,40.74736815430844,0.251974254043888,6.58354624456981,20.350484300673706,1.6417473834456175,17.405193947912018,16.249801169989475,1.0,1.05,56.05147058823529,73.52205882352942,9.428571428571429,65.21428571428571,89.83333333333334,64.53333333333333,86.57794676806084,20.38235294117647,56.02325581395349,51.03488372093024,72.57370517928287,17.749003984063744,Monaco,Center Forward,32.802578638932644,31.26553571428571,43.43301470588235,85.83219404682025,54.28724608519838,Monaco,Center Forward
Julián Álvarez,0.9104519017759012,2.8439218751802198,1.632884084247841,2.7451696942686947,0.36190018125612977,28.30822589463692,0.09525946396533906,6.95158574452046,36.12870639618707,1.2258085023830827,30.612782539843543,14.02128801657659,1.0,1.3,91.72058823529412,84.07720588235294,41.24999999999999,65.60714285714286,87.26666666666667,42.53333333333333,43.665399239543724,23.294117647058822,98.23255813953489,31.08139534883721,97.02788844621514,6.705179282868525,Atlético Madrid,Left Center Forward,43.1206586444918,34.074464285714285,29.735588235294113,87.20915126649518,53.50433111512662,Atlético Madrid,Left Center Forward
Álvaro Borja Morata Martín,0.3481850047577311,1.829102471123026,1.2130079937920781,1.5487492730294918,0.29222409106869524,45.77617662244025,0.20711514078436663,6.004442089323836,30.419999999999995,1.3,28.599654501729507,23.660560145672438,1.0,1.3,68.42647058823529,68.79044117647058,21.607142857142858,38.49999999999999,82.86666666666666,71.5,81.30798479087453,14.922794117647058,94.39534883720931,35.302325581395344,95.84462151394422,58.374501992031874,AC Milan,Center Forward,44.19249745205225,19.78133928571428,47.26006433823529,80.61103390833519,53.22573839113594,AC Milan,Center Forward
Memphis Depay,-0.17096696290600905,1.6771553557938625,1.627325301817099,2.9301864371164763,0.1668876813418028,62.27751187330046,0.16967925848526003,10.051674679025,19.15464659507769,1.2817844683074369,13.36355220142403,24.00649750097829,1.0,1.0,14.558823529411764,64.42279411764706,40.464285714285715,69.53571428571428,60.86666666666667,91.30000000000001,73.02661596958174,42.220588235294116,53.337209302325576,32.61627906976744,49.69721115537848,60.34661354581674,Corinthians,Center Forward,28.471213981284166,35.84624999999999,62.95356617647059,67.08424869995525,52.94659565105367,Corinthians,Center Forward
Jhon Adolfo Arias Andrade,0.08598916760284916,0.21,3.6799999999999997,2.21,0.060333333333333336,18.82166666666667,0.0754,16.516666666666666,21.400000000000002,3.1999999999999997,18.496666666666666,26.258333333333336,1.0,1.0,45.86029411764706,6.1875,78.17857142857143,55.785714285714285,3.6666666666666665,19.8,29.73764258555133,73.52205882352942,61.01162790697674,90.94186046511628,75.33466135458167,67.05179282868525,Fluminense,Left Center Midfield,68.58783841378671,59.8557142857143,52.37100000000001,25.032223862810334,52.76150415423854,Fluminense,Left Center Midfield
Carlos Soler Barragán,0.6750345528165088,1.288741687473314,6.0951520162962805,3.460799771516581,0.30545785076644505,37.49033979138656,0.26462518398857604,8.425719873364475,30.474999999999998,2.3,26.85329641296281,20.51137374704978,0.85,1.15,85.16911764705881,53.13970588235294,92.71428571428571,75.82142857142857,83.96666666666667,59.76666666666667,88.08365019011406,35.30514705882353,95.16279069767441,72.90697674418604,94.26693227091633,44.17529880478087,West Ham United,Left Center Midfield,71.68188270175114,72.14428571428572,44.87795098039216,55.20806893032878,52.07254402412404,West Ham United,Left Center Midfield
Danilo Luís Hélio Pereira,0.23402560006143125,1.6826515550331549,6.758527686562375,1.265994204725502,0.22230446313019053,32.82361702159878,0.20534523334338659,14.783274707358938,15.702145727019303,2.3769719277686057,7.123732724388945,20.714300693654998,1.0,0.85,60.78308823529412,64.78676470588235,94.67857142857142,30.642857142857142,74.06666666666668,51.33333333333333,80.5551330798479,66.24264705882352,37.22093023255814,75.20930232558139,10.254980079681275,45.35856573705179,Al Ittihad,Center Defensive Midfield,48.93734625451681,63.804910714285704,54.405312499999994,30.961186842988145,52.06752112319896,Al Ittihad,Center Defensive Midfield
Ismaïla Sarr,-0.03767541016912443,1.4418733465986393,2.1,3.3287972327063344,0.1717561791766044,52.31057094546962,0.06955294307247907,11.331877883707278,23.334863253936167,2.194122326402929,15.947770918807885,21.26420453402897,0.85,1.05,27.661764705882355,58.23529411764706,54.60714285714285,74.25,62.333333333333336,81.76666666666667,22.96197718631179,47.68014705882353,74.82558139534883,69.45348837209302,66.2629482071713,47.330677290836654,Crystal Palace,Right Wing,71.71835912165291,57.04285714285714,57.49026654411764,56.472761034071425,51.94412391869959,Crystal Palace,Right Wing
Juan Bernat Velasco,0.39973679801597245,0.741,2.3508058477611127,2.8461928151384934,0.4839592069273511,38.45662605782293,0.4348393666137623,14.075711498389165,25.336286548506955,2.5032247281448434,16.811223632813796,37.51331049873034,0.85,1.3,71.70220588235294,32.939338235294116,60.49999999999999,67.96428571428571,91.66666666666667,60.86666666666667,96.36501901140684,63.330882352941174,80.5813953488372,78.66279069767441,69.81274900398407,91.90039840637449,Bayern Munich,Left Back,75.1417670596683,66.84464285714284,40.924812499999994,49.173303048465115,51.379459413307934,Bayern Munich,Left Back
Idrissa Gana Gueye,-0.5011441186479603,1.1235000000000002,4.476289855803391,0.9654138236172886,0.18958652237528165,37.80816366049097,0.1913,16.338586368448816,29.4,2.3916666666666666,26.277719744844273,28.9401455782555,0.85,1.05,4.367647058823529,48.408088235294116,86.42857142857143,22.785714285714285,68.56666666666668,60.13333333333333,77.92015209125475,73.15808823529412,92.86046511627907,75.59302325581396,93.08366533864542,76.5179282868526,Everton,Right Center Midfield,72.4101575094969,61.505714285714284,56.9635,45.16771871155781,50.73873357668173,Everton,Right Center Midfield
Jonathas Cristian de Jesus,1.1519088808812143,7.4174999999999995,1.242,2.4955,0.2308625,61.95984375,0.14155454545454543,14.839312499999997,19.550000000000004,2.683333333333333,10.8905,39.2748,0.7,1.15,94.99632352941177,97.90808823529412,23.178571428571427,60.49999999999999,74.8,90.56666666666668,62.863117870722434,66.97058823529412,54.872093023255815,83.26744186046511,37.47011952191235,94.26693227091633,Real Sociedad,Center Attacking Midfield,56.04793778374872,46.66651785714285,82.67589215686274,93.328226487363,50.312352649876374,Real Sociedad,Center Attacking Midfield
Samuel Moutoussamy,0.043301836859054636,2.3939999999999997,3.876907938443341,1.7622474790752978,0.1360946079615925,40.2072233904466,0.0783913809294997,21.318035866769424,30.48995825170364,1.7396218385428999,25.32644575972527,17.868981440433696,0.85,1.05,40.036764705882355,80.80147058823529,80.53571428571429,45.96428571428571,49.5,63.06666666666667,31.24334600760456,86.26102941176471,95.54651162790697,55.25581395348837,91.90039840637449,29.187250996015937,Nantes,Left Defensive Midfield,65.4557296974891,56.512499999999996,70.36459375,28.67185920375755,50.306035471200666,Nantes,Left Defensive Midfield
Antonio Perošević,0.6691598964184474,3.02,1.67,4.13,0.08242857142857142,50.82928571428572,0.07972727272727273,13.16,22.8,3.4,13.687142857142858,18.530714285714286,0.7,1.0,84.44117647058823,85.16911764705881,42.232142857142854,83.28571428571428,20.533333333333335,80.66666666666667,33.50190114068441,59.32720588235294,69.83720930232559,92.47674418604652,52.06374501992032,32.73705179282868,East Bengal,Right Wing,83.26732720281665,61.70214285714285,58.099310661764704,76.39179699731602,49.80752817958291,East Bengal,Right Wing
Azzedine Ounahi,0.21384998536041946,0.38935505437103135,4.168216053797308,4.236305251107443,0.4426537126945372,39.28517219478015,0.256267464276045,20.83497683675069,19.299178880651844,1.7569501492251258,14.684050755203193,19.78942604612056,0.85,1.0,57.143382352941174,18.198529411764703,83.67857142857143,84.85714285714285,90.56666666666668,62.699999999999996,87.70722433460077,85.89705882352942,54.104651162790695,56.02325581395349,57.19123505976096,39.047808764940235,Panathinaikos,Right Center Midfield,44.40910868155286,67.74428571428571,65.93400000000001,53.57160371817453,49.40909483392185,Panathinaikos,Right Center Midfield
Aubrey Maphosa Modiba,-0.054010832397150835,1.63,2.9099999999999997,1.7,0.08142857142857142,30.94,0.046000000000000006,23.028571428571432,22.0,2.0,11.904285714285715,35.15857142857143,0.85,1.0,26.205882352941178,62.60294117647059,69.92857142857142,43.410714285714285,18.7,46.2,4.517110266159696,89.53676470588235,66.0,62.54651162790698,42.59760956175299,88.74501992031873,Mamelodi Sundowns,Left Back,69.37121959835078,65.95089285714285,53.9735625,28.7232021220085,48.99260831530126,Mamelodi Sundowns,Left Back
Sofiane Boufal,0.026239844627671094,0.32,4.062128743727528,11.483308464599778,0.34538580922663836,33.822621656472045,0.253625265899607,11.666443807566704,19.333333333333336,1.0,15.850578732332526,19.713740148738818,0.85,1.0,36.397058823529406,12.738970588235293,82.49999999999999,99.0,86.16666666666667,52.8,87.33079847908745,49.5,54.48837209302325,22.83139534883721,64.68525896414343,38.65338645418326,Al Rayyan,Left Midfield,44.12179667956082,82.04624999999999,44.45924999999999,58.371803270381335,48.98121678690253,Al Rayyan,Left Midfield
Renato Júnior Luz Sanches,0.6711994088555557,1.521,7.649579113965679,3.0925349214822373,0.9098017341285457,34.88724602165278,0.5338790555723419,13.065956634397928,25.52264280519897,3.0773571948010296,24.927834153956255,22.641513585127022,0.85,1.3,84.80514705882352,59.69117647058823,97.03571428571428,71.5,96.80000000000001,53.900000000000006,97.87072243346007,57.87132352941177,82.5,89.40697674418604,90.71713147410358,54.035856573705175,Paris Saint-Germain,Left Defensive Midfield,65.43861704345409,69.90401785714285,48.68428125,37.57881366025497,48.81167985336082,Paris Saint-Germain,Left Defensive Midfield
Richard Rios Montoya,0.4349898446276711,0.22999999999999998,2.2,2.2,0.07483333333333334,16.380000000000003,0.09924999999999999,14.655,22.4,2.0,19.73,23.135,1.0,1.0,73.15808823529412,7.279411764705882,56.57142857142857,55.392857142857146,13.566666666666666,12.466666666666669,44.41825095057034,65.87867647058823,68.68604651162791,62.54651162790698,82.0398406374502,56.796812749003976,Palmeiras,Right Center Midfield,62.14646344853145,45.11571428571429,46.293499999999995,40.03502300589912,48.80895316105935,Palmeiras,Right Center Midfield
Olivier Giroud,0.47598916760284915,3.04,1.0219594143580568,0.8873088107238591,0.23100786624362066,31.787292721255792,0.0812,3.4500736783002006,17.0,0.0,16.39388975600474,14.463752740752586,1.0,1.0,75.70588235294117,85.53308823529412,13.357142857142856,20.035714285714285,75.16666666666667,49.866666666666674,33.878326996197714,4.731617647058823,42.20930232558139,2.877906976744186,67.8406374501992,9.071713147410359,Los Angeles FC,Right Wing,56.63841320763457,15.227142857142855,32.32230698529412,80.14445908353835,48.79051177911488,Los Angeles FC,Right Wing
Jefferson Andrés Lerma Solís,0.7482886259829915,0.34650000000000003,2.625,1.533,0.08106000000000001,27.7998,0.1084125,18.2217,24.150000000000002,0.0,9.491999999999999,13.811699999999998,1.0,1.05,87.71691176470588,14.19485294117647,64.03571428571428,37.714285714285715,18.333333333333336,40.7,48.558935361216726,78.25367647058823,77.51162790697674,2.877906976744186,23.665338645418327,5.127490039840637,Crystal Palace,Center Defensive Midfield,46.835112601917906,45.065625,61.72753124999999,29.624856296130616,48.452326284505695,Crystal Palace,Center Defensive Midfield
Suhair Vadakkepeedika,-0.19286294592704503,3.43,2.64,2.81,0.11463157894736842,49.44842105263158,0.0913529411764706,16.653157894736843,25.866666666666667,2.4,20.83473684210526,26.38,0.7,1.0,13.102941176470589,87.71691176470588,64.42857142857142,67.37499999999999,37.03333333333334,77.36666666666667,41.03041825095057,74.25,84.41860465116278,75.97674418604652,84.40637450199203,67.44621513944223,NorthEast United,Left Wing,82.5116186417122,53.54642857142856,57.674375000000005,74.81810857470364,47.9988326553496,NorthEast United,Left Wing
Georginio Wijnaldum,-0.012231249219847924,1.32,1.710646801906466,0.3118224505213001,0.7438823529411764,15.974117647058824,0.17214285714285715,4.857736999396182,24.0,4.0,16.04635612785039,20.456202625187938,1.0,1.0,31.301470588235293,53.50367647058823,45.57142857142857,7.857142857142857,95.33333333333334,11.366666666666667,74.53231939163499,9.099264705882351,76.93604651162791,96.88953488372093,67.05179282868525,43.386454183266935,Al Ettifaq,Center Attacking Midfield,57.94260000694894,33.927142857142854,10.475228553921568,85.83364331711772,47.03938315258882,Al Ettifaq,Center Attacking Midfield
Mathias Coureur,-0.1612601553723289,1.8199999999999998,2.16,3.8800000000000003,0.08969999999999999,42.99699999999999,0.12025000000000001,19.131,23.0,4.0,9.168,14.184999999999999,0.7,1.0,15.650735294117647,68.42647058823529,55.785714285714285,81.32142857142857,27.133333333333333,66.73333333333333,52.69961977186312,80.4375,71.56395348837209,96.88953488372093,20.904382470119522,8.677290836653388,NorthEast United,Left Wing,82.67531154451959,61.99285714285715,58.786406250000006,60.1917913358309,46.64389726690009,NorthEast United,Left Wing
Warren Zaire Emery,0.3414525845503706,0.8840000000000001,3.1590000000000003,3.4840000000000004,0.6632785714285715,27.156071428571433,0.3923833333333334,8.316454545454548,35.96666666666667,1.0833333333333333,50.70531818181818,16.450318181818183,0.85,1.3,67.33455882352942,38.94485294117647,72.67857142857142,76.60714285714285,94.60000000000001,38.86666666666667,95.61216730038024,34.213235294117645,97.84883720930232,26.093023255813957,98.60557768924303,19.32669322709163,Paris Saint-Germain,Right Center Midfield,69.73157138886316,60.81428571428572,30.534921568627453,57.95750060109595,46.4119503537421,Paris Saint-Germain,Right Center Midfield
Victor James Osimhen,-0.7417616786781781,3.5765,1.081,2.162,0.13301666666666664,49.34075,0.09257499999999999,10.870785714285713,26.45,3.4499999999999997,13.969214285714287,18.781142857142854,0.85,1.15,1.8198529411764706,88.80882352941177,18.07142857142857,54.60714285714285,47.66666666666667,77.0,42.91254752851711,45.49632352941176,87.48837209302326,93.05232558139535,54.43027888446215,33.525896414342625,Galatasaray,Center Forward,42.63694668998425,27.019732142857137,54.20583639705882,75.75676827052114,46.32210744753463,Galatasaray,Center Forward
Teboho Mokoena,-0.07236249917395664,3.51,2.32,1.22,0.08757142857142858,44.9,0.07071428571428572,24.778571428571432,25.833333333333332,1.0,18.63857142857143,19.342857142857145,0.85,1.0,24.022058823529413,88.08088235294117,58.732142857142854,29.857142857142854,24.200000000000003,70.03333333333335,24.844106463878326,92.44852941176471,84.03488372093022,22.83139534883721,76.5179282868526,37.07569721115538,Mamelodi Sundowns,Right Defensive Midfield,56.51918358542573,40.80066964285714,75.7233125,29.497058488033993,46.1019998546225,Mamelodi Sundowns,Right Defensive Midfield
Jhon Andrés Córdoba Copete,0.3659891676028491,1.37,1.29,2.81,0.1502,30.894,0.1724,6.028333333333334,17.666666666666668,2.0000000000000004,15.79,18.343333333333337,1.0,1.0,69.88235294117646,55.6875,25.928571428571423,67.37499999999999,54.266666666666666,45.833333333333336,74.90874524714829,15.286764705882353,44.8953488372093,64.65697674418604,63.50199203187251,32.342629482071715,Krasnodar,Right Center Forward,30.332327376540345,33.63691964285714,30.938511029411764,71.54201653712815,45.86156046465307,Krasnodar,Right Center Forward
Alexander Romario Jesuraj,-0.26527170978722436,2.82,1.67,2.71,0.9644444444444444,37.18333333333333,0.24737500000000004,6.223333333333334,17.000000000000004,1.0,19.65222222222222,28.478888888888886,0.7,1.0,11.283088235294118,83.71323529411765,42.232142857142854,64.42857142857142,97.16666666666667,59.4,85.82509505703422,17.106617647058822,42.593023255813954,22.83139534883721,81.64541832669322,74.54581673306772,Goa,Right Wing,73.77296685351615,48.87928571428571,39.79199448529412,88.86577306065011,45.66487747737909,Goa,Right Wing
Greg Stewart,2.1018176565759923,3.965,2.3400000000000003,3.0615,0.0744575,45.561099999999996,0.05882500000000001,19.353285714285715,12.535714285714285,1.6714285714285717,8.960095238095239,15.629714285714284,0.7,0.65,97.54411764705881,90.62867647058823,59.71428571428571,70.32142857142857,13.2,71.13333333333334,12.79847908745247,81.52941176470588,15.348837209302326,52.76162790697674,19.721115537848604,14.199203187250994,Jamshedpur,Center Attacking Midfield,28.98054140994163,58.42080357142856,75.97149999999999,84.34372784332362,45.65454534981158,Jamshedpur,Center Attacking Midfield
