season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2022,3869117,Memphis Depay,Netherlands,7,1.06,9.0,2.0,0.151,17.0,574.0,0.166,76.21
2021/2022,3802793,Calvin Stengs,OGC Nice,1,0.035,1.0,0.0,0.035,2.0,19.0,0.166,3.88
2021/2022,3817848,Saviour Gama,Goa,7,0.569,8.0,0.0,0.081,7.0,308.0,0.166,61.99
2021/2022,3817899,Greg Stewart,Jamshedpur,14,2.244,17.0,4.0,0.16,28.0,1218.0,0.166,85.26
2022,3857285,Daley Blind,Netherlands,4,0.717,5.0,2.0,0.179,12.0,388.0,0.166,70.22
2021/2022,3813267,Sanson Pereira,Goa,2,0.066,2.0,0.0,0.033,5.0,36.0,0.165,2.31
2021/2022,3817895,Brandon Fernandes,Goa,8,1.07,8.0,2.0,0.134,19.0,584.0,0.165,57.23
2021/2022,3802665,Sacha Delaye,Montpellier,1,0.132,1.0,0.0,0.132,2.0,72.0,0.165,37.04
2021/2022,3813318,Mohammad Nawaz,Mumbai City,5,0.814,5.0,2.0,0.163,7.0,445.0,0.165,33.71
2022,3869152,Robert Lewandowski,Poland,6,1.069,6.0,1.0,0.178,14.0,582.0,0.165,77.34
2022,3857296,Kevin De Bruyne,Belgium,9,1.489,12.0,0.0,0.165,20.0,810.0,0.165,67.3
2022,3869253,Raphael Dias Belloli,Brazil,12,1.956,15.0,2.0,0.163,41.0,1068.0,0.165,68.56
2021/2022,3817886,Harmanjot Singh Khabra,Kerala Blasters,7,1.193,7.0,1.0,0.17,10.0,651.0,0.165,84.22
2022,3869254,Bruno Miguel Borges Fernandes,Portugal,7,1.095,7.0,2.0,0.156,16.0,602.0,0.164,47.94
2021/2022,3817875,Laldinliana Renthlei,Jamshedpur,1,0.129,1.0,1.0,0.129,4.0,71.0,0.164,34.06
2021/2022,3817891,Naorem Mahesh Singh,East Bengal,6,0.833,6.0,0.0,0.139,10.0,456.0,0.164,54.83
2021/2022,3802696,Georginio Wijnaldum,Paris Saint-Germain,5,0.582,5.0,2.0,0.116,11.0,320.0,0.164,57.53
2021/2022,3813295,Konsham Chinglensana Singh,Hyderabad,1,0.169,1.0,0.0,0.169,1.0,93.0,0.164,8.47
2021/2022,3802643,Gerzino Nyamsi,Strasbourg,4,0.664,5.0,1.0,0.166,13.0,364.0,0.164,47.01
2021/2022,3813301,Moirangthem Thoiba Singh,Odisha,2,0.124,2.0,1.0,0.062,9.0,68.0,0.164,17.08
2021/2022,3802643,Alexander Djiku,Strasbourg,5,0.821,6.0,2.0,0.164,14.0,450.0,0.164,58.12
2022,3857271,John Stones,England,6,1.085,6.0,3.0,0.181,32.0,594.0,0.164,54.6
2021/2022,3813300,Marko Lešković,Kerala Blasters,4,0.687,5.0,0.0,0.172,11.0,376.0,0.164,31.25
2021/2022,3817855,Carl Gerard McHugh,ATK Mohun Bagan,4,0.509,4.0,1.0,0.127,8.0,280.0,0.164,35.43
2022,3857270,Rodrigo Bentancur Colmán,Uruguay,5,0.885,5.0,0.0,0.177,21.0,490.0,0.163,72.74
2021/2022,3813290,Patrick Flottmann,NorthEast United,5,0.823,8.0,1.0,0.165,8.0,455.0,0.163,65.31
2021/2022,3813300,Enes Sipović,Kerala Blasters,4,0.687,5.0,0.0,0.172,9.0,380.0,0.163,31.25
2022,3857269,Antony Matheus dos Santos,Brazil,4,0.159,4.0,1.0,0.04,8.0,88.0,0.163,17.23
2021/2022,3817858,Hormipam Ruivah,Kerala Blasters,7,1.179,8.0,2.0,0.168,17.0,651.0,0.163,51.89
2021/2022,3813298,Nerijus Valskis,Jamshedpur,5,0.644,6.0,1.0,0.129,16.0,355.0,0.163,58.48
2021/2022,3813302,Suhair Vadakkepeedika,NorthEast United,3,0.483,3.0,1.0,0.161,10.0,267.0,0.163,31.3
2022,3857294,Daley Blind,Netherlands,7,1.207,10.0,2.0,0.172,26.0,665.0,0.163,89.86
2021/2022,3802839,Dennis Appiah,Nantes,2,0.316,2.0,1.0,0.158,3.0,174.0,0.163,13.35
2021/2022,3817890,Mohammed Irshad,NorthEast United,1,0.027,1.0,0.0,0.027,1.0,15.0,0.162,5.79
2021/2022,3817883,Boris Singh Thangjam,Jamshedpur,4,0.548,4.0,1.0,0.137,8.0,304.0,0.162,47.46
2021/2022,3813277,Aniket Anil Jadhav,Hyderabad,2,0.237,2.0,1.0,0.119,8.0,132.0,0.162,18.37
2022,3857268,Jan Vertonghen,Belgium,2,0.331,2.0,1.0,0.166,9.0,184.0,0.162,49.4
2022,3857270,José María Giménez de Vargas,Uruguay,5,0.89,5.0,0.0,0.178,9.0,495.0,0.162,73.15
2021/2022,3813318,Rahul Bheke,Mumbai City,7,1.159,9.0,2.0,0.166,20.0,644.0,0.162,48.0
2021/2022,3802983,Gianluigi Donnarumma,Paris Saint-Germain,1,0.166,1.0,1.0,0.166,1.0,92.0,0.162,12.84
2022,3857278,Sergino Dest,United States,5,0.721,5.0,1.0,0.144,12.0,400.0,0.162,63.88
2022,3857281,Cyle Larin,Canada,1,0.081,1.0,1.0,0.081,2.0,45.0,0.162,30.5
2021/2022,3817869,Cleiton Augusto Oliveira Silva,Bengaluru,5,0.844,5.0,1.0,0.169,8.0,470.0,0.162,85.06
2021/2022,3813283,Bruno Edgar Silva Almeida,Bengaluru,3,0.433,3.0,1.0,0.144,8.0,240.0,0.162,21.82
2022,3857259,Stefan Mitrović,Serbia,2,0.14,2.0,0.0,0.07,7.0,78.0,0.162,8.11
2021/2022,3817901,Jitendra Singh,Jamshedpur,2,0.339,2.0,1.0,0.169,6.0,188.0,0.162,12.71
2021/2022,3802839,Nicolas Pallois,Nantes,2,0.316,2.0,0.0,0.158,3.0,176.0,0.162,13.35
2021/2022,3813300,Hendry Antonay,Odisha,3,0.494,5.0,0.0,0.165,3.0,276.0,0.161,28.43
2021/2022,3803000,Akim Zedadka,Clermont Foot,7,1.113,7.0,1.0,0.159,21.0,623.0,0.161,92.36
2021/2022,3813273,Francisco Javier Hernández González,Odisha,6,0.964,6.0,2.0,0.161,11.0,540.0,0.161,60.63
2022,3857263,Aymeric Laporte,Spain,3,0.489,3.0,1.0,0.163,18.0,273.0,0.161,76.47
2021/2022,3802699,Georginio Wijnaldum,Paris Saint-Germain,5,0.742,5.0,1.0,0.148,12.0,415.0,0.161,30.79
2021/2022,3813296,Vincy Barretto,Kerala Blasters,5,0.78,6.0,0.0,0.156,12.0,435.0,0.161,50.52
2021/2022,3802839,Georginio Wijnaldum,Paris Saint-Germain,3,0.332,4.0,0.0,0.111,10.0,186.0,0.161,9.3
2021/2022,3813274,Ygor de Oliveira Ferreira,Mumbai City,2,0.111,3.0,1.0,0.055,8.0,62.0,0.161,10.8
2021/2022,3802643,Kylian Mbappé Lottin,Paris Saint-Germain,10,1.68,10.0,3.0,0.168,37.0,940.0,0.161,89.17
2021/2022,3817900,Germanpreet Singh,Chennaiyin,6,0.506,7.0,1.0,0.084,20.0,282.0,0.161,59.3
2022,3857262,Kang-In Lee,South Korea,5,0.723,5.0,1.0,0.145,10.0,405.0,0.161,51.68
2021/2022,3802685,Achraf Hakimi Mouh,Paris Saint-Germain,7,1.15,9.0,1.0,0.164,20.0,644.0,0.161,72.69
2022,3869253,Richarlison de Andrade,Brazil,9,1.494,11.0,2.0,0.166,21.0,837.0,0.161,52.37
2022,3857271,Kieran Trippier,England,8,1.388,8.0,3.0,0.174,28.0,776.0,0.161,69.85
2021/2022,3813317,Liridon Krasniqi,Odisha,3,0.506,3.0,1.0,0.169,10.0,282.0,0.161,33.18
2022,3857256,Nemanja Radonjić,Serbia,2,0.075,2.0,0.0,0.038,3.0,42.0,0.161,6.47
2022,3857299,André Ayew Pelé,Ghana,2,0.275,2.0,1.0,0.138,8.0,154.0,0.161,25.58
2022,3857274,Jeremy Leonel Sarmiento Morante,Ecuador,1,0.034,1.0,0.0,0.034,1.0,19.0,0.161,2.27
2021/2022,3817866,Álvaro Vázquez García,Kerala Blasters,10,1.551,12.0,2.0,0.155,21.0,870.0,0.16,91.94
2021/2022,3813306,Ashutosh Mehta,ATK Mohun Bagan,7,1.18,7.0,1.0,0.169,13.0,665.0,0.16,36.22
2021/2022,3817878,Wahengbam Angousana Luwang,East Bengal,1,0.039,1.0,0.0,0.039,2.0,22.0,0.16,3.36
2021/2022,3817887,Souvik Chakrabarti,Hyderabad,7,1.192,10.0,2.0,0.17,11.0,672.0,0.16,89.62
2021/2022,3813306,José Luis Espinosa Arroyo,ATK Mohun Bagan,6,0.984,6.0,1.0,0.164,15.0,552.0,0.16,30.21
2022,3869420,Bruno Petković,Croatia,3,0.251,3.0,1.0,0.084,7.0,141.0,0.16,6.66
2022,3857261,Harry Maguire,England,6,0.973,6.0,1.0,0.162,14.0,546.0,0.16,40.18
2022,3857261,Declan Rice,England,4,0.405,4.0,0.0,0.101,9.0,228.0,0.16,16.72
2021/2022,3813275,Ayush Adhikari,Kerala Blasters,1,0.032,1.0,0.0,0.032,8.0,18.0,0.16,4.27
2021/2022,3813316,Mathias Coureur,NorthEast United,7,1.148,8.0,1.0,0.164,15.0,644.0,0.16,89.72
2021/2022,3813308,Alberto Noguera Ripoll,Goa,7,1.167,9.0,1.0,0.167,35.0,658.0,0.16,97.68
2021/2022,3802696,Moreto Moro Cassamã,Stade de Reims,2,0.156,2.0,0.0,0.078,8.0,88.0,0.16,31.2
2021/2022,3817886,Nishu Kumar Tashni,Kerala Blasters,4,0.62,4.0,1.0,0.155,10.0,348.0,0.16,43.77
2022,3857263,Unai Simón Mendibil,Spain,3,0.489,3.0,1.0,0.163,7.0,276.0,0.159,76.47
2021/2022,3813271,Ayush Adhikari,Kerala Blasters,2,0.067,2.0,0.0,0.033,2.0,38.0,0.159,4.96
2022,3857270,Darwin Gabriel Núñez Ribeiro,Uruguay,6,0.754,6.0,0.0,0.126,9.0,426.0,0.159,61.97
2022,3857298,Mohamed Salisu,Ghana,4,0.686,4.0,2.0,0.172,8.0,388.0,0.159,87.95
2021/2022,3827338,Deepak Tangri,ATK Mohun Bagan,2,0.282,2.0,0.0,0.141,4.0,160.0,0.159,16.43
2021/2022,3813287,Rohit Kumar,Bengaluru,1,0.03,1.0,0.0,0.03,3.0,17.0,0.159,1.31
2021/2022,3813283,Lallianzuala Chhangte,Chennaiyin,1,0.046,1.0,0.0,0.046,2.0,26.0,0.159,7.08
2021/2022,3802795,Achraf Hakimi Mouh,Paris Saint-Germain,4,0.574,4.0,0.0,0.144,14.0,324.0,0.159,60.53
2022,3857297,Nawaf Shaker Al Abid,Saudi Arabia,6,0.52,9.0,0.0,0.087,18.0,294.0,0.159,33.92
2021/2022,3813277,Ygor de Oliveira Ferreira,Mumbai City,2,0.099,2.0,0.0,0.049,8.0,56.0,0.159,8.32
2021/2022,3817877,Sunil Chhetri,Bengaluru,7,1.202,8.0,1.0,0.172,17.0,679.0,0.159,76.24
2021/2022,3802839,Osman Bukari,Nantes,3,0.345,3.0,1.0,0.115,10.0,195.0,0.159,14.58
2021/2022,3813272,Asish Rai,Hyderabad,4,0.548,5.0,1.0,0.137,13.0,312.0,0.158,39.32
2021/2022,3813292,Sivasakthi Narayanan,Bengaluru,2,0.063,2.0,1.0,0.032,3.0,36.0,0.158,6.07
2021/2022,3803000,Johan Gastien,Clermont Foot,7,1.105,7.0,1.0,0.158,29.0,630.0,0.158,91.69
2022,3857270,Federico Santiago Valverde Dipetta,Uruguay,5,0.868,5.0,0.0,0.174,9.0,495.0,0.158,71.34
2021/2022,3802802,Danilo Luís Hélio Pereira,Paris Saint-Germain,9,1.44,12.0,3.0,0.16,20.0,819.0,0.158,65.62
2022,3857261,John Stones,England,6,0.968,6.0,1.0,0.161,18.0,552.0,0.158,39.97
2022,3857287,Young-Gwon Kim,South Korea,2,0.33,2.0,0.0,0.165,10.0,188.0,0.158,66.94
2021/2022,3817893,Marcelo Leite Pereira,NorthEast United,1,0.035,1.0,0.0,0.035,4.0,20.0,0.158,4.07
2021/2022,3827335,Jitendra Singh,Jamshedpur,2,0.25,3.0,0.0,0.125,3.0,142.0,0.158,26.48
2021/2022,3813284,Igor Angulo Albóniga,Mumbai City,3,0.358,3.0,1.0,0.119,6.0,204.0,0.158,21.43
2021/2022,3813304,Balwant Singh,East Bengal,1,0.049,1.0,0.0,0.049,1.0,28.0,0.158,7.72
2022,3857282,Sergino Dest,United States,2,0.26,2.0,0.0,0.13,12.0,148.0,0.158,43.15
2022,3857278,Timothy Weah,United States,6,0.844,7.0,1.0,0.141,15.0,480.0,0.158,74.78
2022,3857296,Dries Mertens,Belgium,5,0.403,5.0,0.0,0.081,12.0,230.0,0.158,18.21
2021/2022,3817869,Gurpreet Singh Sandhu,Bengaluru,3,0.494,3.0,1.0,0.165,5.0,282.0,0.158,49.78
2022,3857259,Nouhou Tolo,Cameroon,2,0.305,2.0,1.0,0.152,2.0,174.0,0.158,15.86
2022,3857271,Mehdi Taremi,Iran,6,1.076,7.0,2.0,0.179,9.0,612.0,0.158,75.39
2021/2022,3813266,Naveen Kumar,Goa,2,0.322,3.0,0.0,0.161,3.0,184.0,0.158,23.07
2022,3857261,Harry Wilson,Wales,2,0.056,2.0,0.0,0.028,2.0,32.0,0.158,26.92
2021/2022,3802709,Timothée Kolodziejczak,Saint-Étienne,3,0.478,5.0,1.0,0.159,10.0,273.0,0.158,62.87
2021/2022,3813266,Airam López Cabrera,Goa,1,0.028,1.0,1.0,0.028,2.0,16.0,0.158,2.01
2021/2022,3817899,Eli Sabia Filho,Jamshedpur,2,0.315,2.0,1.0,0.157,4.0,180.0,0.158,11.97
2022,3857263,Marco Asensio Willemsen,Spain,5,0.559,5.0,1.0,0.112,10.0,320.0,0.157,87.41
2021/2022,3813316,Seriton Fernandes,Goa,7,1.109,9.0,1.0,0.158,18.0,637.0,0.157,57.09
2021/2022,3813289,Jayesh Dilip Rane,Bengaluru,5,0.366,5.0,0.0,0.073,22.0,210.0,0.157,17.03
2021/2022,3802818,Nuno Mendes,Paris Saint-Germain,9,1.396,9.0,3.0,0.155,24.0,801.0,0.157,74.74
2021/2022,3817894,Jerry Mawihmingthanga,Odisha,2,0.317,2.0,0.0,0.159,3.0,182.0,0.157,16.54
2022,3857292,Joshua Kimmich,Germany,18,3.115,21.0,3.0,0.173,72.0,1782.0,0.157,76.77
2021/2022,3813314,Hugo Adnan Boumous,ATK Mohun Bagan,6,0.793,7.0,3.0,0.132,13.0,456.0,0.157,37.01
2021/2022,3813312,Cássio Gabriel Vilela Ferreira,Mumbai City,8,1.171,10.0,2.0,0.146,28.0,672.0,0.157,47.51
2021/2022,3802685,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,8,1.312,9.0,0.0,0.164,23.0,752.0,0.157,82.92
2022,3857299,Mohammed Kudus,Ghana,3,0.43,4.0,2.0,0.143,8.0,246.0,0.157,40.0
2021/2022,3817882,Vladimir Koman Jr.,Chennaiyin,4,0.459,4.0,0.0,0.115,13.0,264.0,0.156,66.99
2021/2022,3817870,Aibanbha Kupar Dohling,Goa,5,0.425,5.0,1.0,0.085,15.0,245.0,0.156,17.8
2021/2022,3802907,Danilo Luís Hélio Pereira,Paris Saint-Germain,9,1.423,10.0,3.0,0.158,18.0,819.0,0.156,48.84
2022,3857279,Kylian Mbappé Lottin,France,14,2.335,17.0,3.0,0.167,47.0,1344.0,0.156,80.72
2021/2022,3813313,Carl Gerard McHugh,ATK Mohun Bagan,8,1.263,9.0,0.0,0.158,29.0,728.0,0.156,62.57
2021/2022,3813301,Lalruatthara Lalruatthara,Odisha,3,0.463,3.0,0.0,0.154,12.0,267.0,0.156,63.79
2022,3857263,Leon Goretzka,Germany,2,0.326,3.0,0.0,0.163,3.0,188.0,0.156,29.04
2021/2022,3817855,Pritam Kotal,ATK Mohun Bagan,7,1.029,8.0,1.0,0.147,13.0,595.0,0.156,71.63
2021/2022,3802696,Nathanaël Mbuku,Stade de Reims,2,0.156,2.0,0.0,0.078,4.0,90.0,0.156,31.2
2022,3869118,Ismaïla Sarr,Senegal,5,0.804,6.0,0.0,0.161,12.0,465.0,0.156,87.44
2021/2022,3802683,Wissam Ben Yedder,AS Monaco,3,0.28,3.0,0.0,0.093,7.0,162.0,0.156,40.37
2021/2022,3817900,Mohammad Mobashir Rahman,Jamshedpur,10,1.44,13.0,0.0,0.144,25.0,830.0,0.156,47.57
2022,3857274,Enner Remberto Valencia Lastra,Ecuador,8,1.237,10.0,1.0,0.155,17.0,712.0,0.156,82.42
2022,3857286,Hassan Khalid Al Heidos,Qatar,2,0.244,2.0,0.0,0.122,4.0,142.0,0.155,80.21
2022,3869552,Olivier Giroud,France,4,0.441,6.0,0.0,0.11,5.0,256.0,0.155,26.53
2022,3857275,Antoine Griezmann,France,5,0.258,6.0,0.0,0.052,16.0,150.0,0.155,57.12
2021/2022,3802752,Houssem Aouar,Lyon,2,0.079,2.0,0.0,0.04,11.0,46.0,0.155,11.68
2021/2022,3802904,Sékou Mara,Bordeaux,3,0.119,3.0,0.0,0.04,5.0,69.0,0.155,18.48
2021/2022,3813306,Roy Krishna,ATK Mohun Bagan,10,1.616,10.0,2.0,0.162,16.0,940.0,0.155,49.61
2022,3857284,Wataru Endo,Japan,6,1.003,8.0,1.0,0.167,12.0,582.0,0.155,85.95
2022,3857268,Ismael Koné,Canada,5,0.318,5.0,0.0,0.064,22.0,185.0,0.155,13.58
2021/2022,3813294,Slavko Damjanović,Chennaiyin,5,0.81,5.0,1.0,0.162,6.0,470.0,0.155,67.0
2021/2022,3827338,Carl Gerard McHugh,ATK Mohun Bagan,2,0.138,2.0,0.0,0.069,2.0,80.0,0.155,8.04
2021/2022,3813301,Jonathas Cristian de Jesus,Odisha,3,0.176,3.0,1.0,0.059,5.0,102.0,0.155,24.25
2022,3857257,Andreas Evald Cornelius,Denmark,4,0.152,5.0,0.0,0.038,12.0,88.0,0.155,21.78
2021/2022,3813290,Imran Khan,NorthEast United,5,0.794,6.0,1.0,0.159,9.0,460.0,0.155,63.01
2022,3857271,Luke Shaw,England,10,1.656,10.0,6.0,0.166,39.0,960.0,0.155,83.34
2021/2022,3802685,Ángel Fabián Di María Hernández,Paris Saint-Germain,9,1.426,11.0,1.0,0.158,32.0,828.0,0.155,90.13
2021/2022,3802709,Sada Thioub,Saint-Étienne,4,0.165,4.0,0.0,0.041,17.0,96.0,0.155,21.7
2021/2022,3802984,Leandro Daniel Paredes,Paris Saint-Germain,6,0.893,10.0,2.0,0.149,27.0,522.0,0.154,58.14
2021/2022,3802984,Juan Bernat Velasco,Paris Saint-Germain,4,0.637,6.0,1.0,0.159,11.0,372.0,0.154,41.47
2021/2022,3802699,Gianluigi Donnarumma,Paris Saint-Germain,4,0.649,4.0,0.0,0.162,6.0,380.0,0.154,26.93
2021/2022,3802802,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.769,5.0,0.0,0.154,11.0,450.0,0.154,35.04
2022,3857268,Axel Witsel,Belgium,2,0.311,2.0,1.0,0.155,6.0,182.0,0.154,46.42
2022,3869254,Ricardo Jorge Luz Horta,Portugal,1,0.029,1.0,0.0,0.029,3.0,17.0,0.154,1.27
2021/2022,3817880,Slavko Damjanović,Chennaiyin,5,0.781,5.0,0.0,0.156,9.0,455.0,0.154,53.56
2021/2022,3817891,Franjo Prce,East Bengal,4,0.574,4.0,0.0,0.144,6.0,336.0,0.154,37.78
2021/2022,3813278,Slavko Damjanović,Chennaiyin,3,0.467,3.0,0.0,0.156,5.0,273.0,0.154,71.76
2021/2022,3817877,Hernán Daniel Santana Trujillo,NorthEast United,9,1.444,10.0,1.0,0.16,13.0,846.0,0.154,78.94
2021/2022,3802690,Igor Silva de Almeida,Lorient,1,0.024,1.0,0.0,0.024,2.0,14.0,0.154,1.87
2021/2022,3813266,Iván Garrido González,Goa,3,0.483,4.0,0.0,0.161,12.0,282.0,0.154,34.61
2021/2022,3813291,Franjo Prce,East Bengal,1,0.156,2.0,0.0,0.156,1.0,91.0,0.154,23.47
2021/2022,3802984,Jean-Charles Castelletto,Nantes,2,0.305,2.0,0.0,0.153,4.0,178.0,0.154,15.85
2021/2022,3802690,Sekou Oumar Yansane,Paris Saint-Germain,1,0.029,1.0,0.0,0.029,1.0,17.0,0.154,1.42
2021/2022,3813307,Ritwik Kumar Das,Jamshedpur,2,0.072,2.0,0.0,0.036,6.0,42.0,0.154,10.0
2021/2022,3817852,Igor Angulo Albóniga,Mumbai City,7,0.961,8.0,0.0,0.137,9.0,567.0,0.153,58.91
2021/2022,3813315,Alexandre Monteiro de Lima,Jamshedpur,3,0.478,3.0,0.0,0.159,5.0,282.0,0.153,25.3
2022,3857301,Assim Omer Al Haj Madibo,Qatar,5,0.771,5.0,0.0,0.154,14.0,455.0,0.153,80.31
2021/2022,3817887,Halicharan Narzary,Hyderabad,2,0.078,3.0,0.0,0.039,5.0,46.0,0.153,5.86
2021/2022,3802818,Georginio Wijnaldum,Paris Saint-Germain,1,0.08,1.0,1.0,0.08,2.0,47.0,0.153,4.28
2021/2022,3802683,Georginio Wijnaldum,Paris Saint-Germain,1,0.148,1.0,0.0,0.148,1.0,87.0,0.153,10.54
2022,3857287,Sang-Ho Na,South Korea,3,0.377,3.0,0.0,0.126,8.0,222.0,0.153,76.47
2021/2022,3817875,Eduardo Bedia Peláez,Goa,8,1.28,10.0,0.0,0.16,34.0,752.0,0.153,93.05
2021/2022,3813316,Hernán Daniel Santana Trujillo,NorthEast United,2,0.323,3.0,0.0,0.162,3.0,190.0,0.153,25.24
2021/2022,3813270,Cássio Gabriel Vilela Ferreira,Mumbai City,7,0.846,7.0,1.0,0.121,19.0,497.0,0.153,42.14
2021/2022,3817848,Deepak Tangri,ATK Mohun Bagan,4,0.6,5.0,0.0,0.15,5.0,352.0,0.153,28.4
2022,3857289,Julián Álvarez,Argentina,1,0.051,1.0,0.0,0.051,2.0,30.0,0.153,15.68
2022,3857299,Sang-Ho Na,South Korea,5,0.458,9.0,1.0,0.092,10.0,270.0,0.153,39.77
2021/2022,3817872,Prince Vinny Ibara Doniama,Bengaluru,6,0.593,7.0,0.0,0.099,11.0,348.0,0.153,33.41
2021/2022,3813317,Adil Khan,East Bengal,1,0.039,1.0,0.0,0.039,1.0,23.0,0.153,2.62
2021/2022,3827335,Hormipam Ruivah,Kerala Blasters,4,0.623,4.0,1.0,0.156,11.0,368.0,0.152,43.95
2021/2022,3802818,Presnel Kimpembe,Paris Saint-Germain,8,1.239,8.0,3.0,0.155,26.0,736.0,0.152,66.33
2021/2022,3817894,Víctor Mongil Adeva,Odisha,1,0.145,1.0,0.0,0.145,1.0,86.0,0.152,7.57
2021/2022,3817879,Khumanthem Ninthoinganba Meetei,Chennaiyin,3,0.457,5.0,0.0,0.152,5.0,270.0,0.152,59.24
2021/2022,3813283,Edwin Sydney Vanspaul,Chennaiyin,2,0.128,3.0,0.0,0.064,4.0,76.0,0.152,19.7
2022,3857284,Mario Götze,Germany,1,0.032,1.0,0.0,0.032,2.0,19.0,0.152,1.28
2022,3857273,Alireza Jahanbakhsh,Iran,2,0.064,4.0,1.0,0.032,10.0,38.0,0.152,5.86
2021/2022,3802904,Georginio Wijnaldum,Paris Saint-Germain,3,0.44,3.0,1.0,0.147,14.0,261.0,0.152,30.59
2021/2022,3802709,Harold Moukoudi,Saint-Étienne,3,0.167,3.0,0.0,0.056,8.0,99.0,0.152,21.97
2021/2022,3802709,Romain Hamouma,Saint-Étienne,4,0.237,4.0,0.0,0.059,15.0,140.0,0.152,31.17
2021/2022,3817872,Danish Farooq Bhat,Bengaluru,6,0.952,7.0,1.0,0.159,10.0,564.0,0.152,53.64
2021/2022,3817849,Naorem Roshan Singh,Bengaluru,11,1.495,14.0,3.0,0.136,24.0,891.0,0.151,88.46
2021/2022,3813297,Ajith Kumar,Bengaluru,4,0.629,4.0,1.0,0.157,8.0,376.0,0.151,66.87
2021/2022,3817852,Lalengmawia Ralte,Mumbai City,4,0.638,4.0,1.0,0.16,9.0,380.0,0.151,39.11
2021/2022,3817868,Keisham Reagan Singh,Chennaiyin,7,0.986,7.0,0.0,0.141,18.0,588.0,0.151,71.06
2021/2022,3813315,Komal Thatal,Jamshedpur,1,0.119,1.0,0.0,0.119,2.0,71.0,0.151,6.3
2021/2022,3802665,Salomon Junior Sambia,Montpellier,4,0.094,4.0,0.0,0.024,8.0,56.0,0.151,26.38
2022,3857279,Hugo Lloris,France,6,0.957,7.0,0.0,0.159,10.0,570.0,0.151,33.08
2022,3857282,Brenden Aaronson,United States,2,0.114,2.0,0.0,0.057,7.0,68.0,0.151,18.92
2022,3869685,Lionel Andrés Messi Cuccittini,Argentina,16,3.222,18.0,4.0,0.201,36.0,1920.0,0.151,55.86
2021/2022,3813267,Daniel Chima Chukwu,East Bengal,1,0.074,2.0,0.0,0.074,6.0,44.0,0.151,13.23
2021/2022,3803000,Sergio Ramos García,Paris Saint-Germain,7,1.024,7.0,3.0,0.146,28.0,609.0,0.151,29.19
2021/2022,3813293,Naorem Mahesh Singh,East Bengal,1,0.067,1.0,0.0,0.067,2.0,40.0,0.151,20.27
2021/2022,3827337,Marko Lešković,Kerala Blasters,2,0.299,2.0,1.0,0.15,2.0,178.0,0.151,53.86
2022,3857258,Rodrygo Silva de Goes,Brazil,4,0.134,5.0,0.0,0.034,15.0,80.0,0.151,6.87
2021/2022,3817872,Daniel Lalhlimpuia,Odisha,1,0.01,1.0,0.0,0.01,2.0,6.0,0.15,0.74
2021/2022,3817885,Bipin Singh Thounajam,Mumbai City,5,0.784,7.0,1.0,0.157,8.0,470.0,0.15,63.98
2021/2022,3802984,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,7,1.052,9.0,1.0,0.15,33.0,630.0,0.15,68.49
2022,3857293,Maximiliano Gómez González,Uruguay,1,0.03,1.0,0.0,0.03,2.0,18.0,0.15,2.2
2021/2022,3813290,Rochharzela Rochharzela,NorthEast United,1,0.025,1.0,0.0,0.025,2.0,15.0,0.15,1.98
2021/2022,3813290,Joe Zoherliana,NorthEast United,3,0.451,5.0,0.0,0.15,7.0,270.0,0.15,35.79
2022,3857291,Pablo Martín Páez Gavira,Spain,8,1.303,8.0,5.0,0.163,34.0,784.0,0.15,47.18
2021/2022,3827336,Kiyan Nassiri Giri,ATK Mohun Bagan,9,1.242,12.0,0.0,0.138,16.0,747.0,0.15,51.74
2021/2022,3817860,Redeem Tlang,Odisha,1,0.03,1.0,1.0,0.03,2.0,18.0,0.15,6.45
2022,3857297,Przemysław Frankowski,Poland,3,0.466,3.0,1.0,0.155,5.0,279.0,0.15,26.87
2021/2022,3802904,Leandro Daniel Paredes,Paris Saint-Germain,9,1.38,11.0,3.0,0.153,31.0,828.0,0.15,95.93
2021/2022,3802696,Mitchell van Bergen,Stade de Reims,2,0.08,2.0,0.0,0.04,3.0,48.0,0.15,16.0
2022,3857299,Gideon Mensah,Ghana,3,0.43,4.0,2.0,0.143,20.0,258.0,0.15,40.0
2021/2022,3802802,Predrag Rajković,Stade de Reims,1,0.15,1.0,0.0,0.15,1.0,90.0,0.15,32.93
2021/2022,3817880,Hendry Antonay,Odisha,5,0.706,8.0,2.0,0.141,10.0,425.0,0.15,43.87
2021/2022,3802837,Jean-Philippe Krasso,Saint-Étienne,1,0.01,1.0,0.0,0.01,2.0,6.0,0.15,2.55
2021/2022,3813266,Aibanbha Kupar Dohling,Goa,5,0.774,6.0,0.0,0.155,13.0,465.0,0.15,55.46
2022,3857292,Bryan Oviedo,Costa Rica,1,0.141,1.0,0.0,0.141,2.0,85.0,0.149,15.07
2021/2022,3817852,Ahmed Jahouh,Mumbai City,3,0.476,3.0,1.0,0.159,5.0,288.0,0.149,29.18
