season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2021/2022,3817874,Rohit Kumar,Bengaluru,1,0.08,1.0,0.0,0.08,2.0,10.0,0.72,13.04
2021/2022,3802665,Edouard Michut,Paris Saint-Germain,1,0.175,1.0,0.0,0.175,2.0,22.0,0.716,6.47
2021/2022,3802983,Duje Ćaleta-Car,Marseille,1,0.723,1.0,1.0,0.723,1.0,91.0,0.715,88.88
2021/2022,3817884,Joni Ensio Kauko,ATK Mohun Bagan,3,1.422,3.0,1.0,0.474,6.0,180.0,0.711,62.44
2021/2022,3813306,Laldanmawia Ralte,NorthEast United,2,0.768,2.0,0.0,0.384,3.0,98.0,0.705,56.45
2021/2022,3817897,Nikhil Poojary,Hyderabad,1,0.211,1.0,1.0,0.211,2.0,27.0,0.703,15.7
2022,3857290,Xherdan Shaqiri,Switzerland,1,0.552,1.0,1.0,0.552,1.0,71.0,0.7,38.69
2022,3857290,Breel-Donald Embolo,Switzerland,1,0.552,1.0,1.0,0.552,1.0,71.0,0.7,38.69
2021/2022,3813282,Ygor de Oliveira Ferreira,Mumbai City,2,0.559,2.0,0.0,0.28,6.0,72.0,0.699,40.45
2021/2022,3817875,Saviour Gama,Goa,3,0.419,3.0,0.0,0.14,4.0,54.0,0.698,30.46
2021/2022,3817862,Bradden Inman,Mumbai City,1,0.108,1.0,0.0,0.108,2.0,14.0,0.694,12.08
2021/2022,3817862,Vikram Pratap Singh,Mumbai City,1,0.108,1.0,0.0,0.108,2.0,14.0,0.694,12.08
2021/2022,3813275,Ishan Pandita,Jamshedpur,1,0.115,1.0,0.0,0.115,1.0,15.0,0.69,11.61
2021/2022,3813306,Michael Soosairaj,ATK Mohun Bagan,4,0.426,4.0,0.0,0.106,7.0,56.0,0.685,13.08
2021/2022,3802665,Xavi Simons,Paris Saint-Germain,1,0.175,1.0,0.0,0.175,2.0,23.0,0.685,6.47
2021/2022,3827335,Pronay Halder,Jamshedpur,1,0.449,2.0,1.0,0.449,2.0,59.0,0.685,47.56
2021/2022,3827338,Amrinder Singh,ATK Mohun Bagan,1,0.661,1.0,1.0,0.661,6.0,87.0,0.684,38.5
2022,3857292,Kai Havertz,Germany,9,2.248,12.0,3.0,0.25,22.0,297.0,0.681,55.4
2021/2022,3817887,Rohit Danu,Hyderabad,2,0.904,5.0,1.0,0.452,2.0,120.0,0.678,67.97
2021/2022,3817875,Leander D''Cunha,Goa,1,0.075,1.0,0.0,0.075,2.0,10.0,0.675,5.45
2021/2022,3813300,Nishu Kumar Tashni,Kerala Blasters,1,0.225,2.0,0.0,0.225,2.0,30.0,0.675,10.24
2021/2022,3817892,Francisco Javier Hernández González,Odisha,4,1.133,4.0,1.0,0.283,11.0,152.0,0.671,73.74
2021/2022,3817870,Jorge Rolando Pereyra Díaz,Kerala Blasters,4,1.878,4.0,2.0,0.469,7.0,252.0,0.671,63.09
2021/2022,3813308,Airam López Cabrera,Goa,1,0.134,1.0,0.0,0.134,2.0,18.0,0.67,11.22
2022,3869519,Paulo Bruno Exequiel Dybala,Argentina,1,0.141,1.0,0.0,0.141,1.0,19.0,0.668,7.56
2021/2022,3817880,Debjit Majumder,Chennaiyin,1,0.652,1.0,0.0,0.652,1.0,88.0,0.667,44.72
2021/2022,3802948,Keylor Navas Gamboa,Paris Saint-Germain,1,0.606,1.0,1.0,0.606,2.0,82.0,0.665,13.58
2022,3869118,Krépin Diatta,Senegal,2,0.665,3.0,0.0,0.333,7.0,90.0,0.665,72.33
2022,3869219,Kaoru Mitoma,Japan,2,0.838,4.0,0.0,0.419,3.0,114.0,0.662,20.6
2021/2022,3827335,Daniel Chima Chukwu,Jamshedpur,1,0.449,2.0,1.0,0.449,1.0,61.0,0.662,47.56
2021/2022,3802685,Georginio Wijnaldum,Paris Saint-Germain,3,0.462,4.0,1.0,0.154,5.0,63.0,0.66,29.2
2021/2022,3817870,Adrián Nicolás Luna Retamar,Kerala Blasters,2,0.463,2.0,1.0,0.232,7.0,64.0,0.651,15.55
2021/2022,3827337,Seminlen Doungel,Jamshedpur,1,0.173,1.0,0.0,0.173,1.0,24.0,0.649,29.81
2021/2022,3817860,Sahil Tavora,Hyderabad,2,0.706,2.0,2.0,0.353,3.0,98.0,0.648,39.0
2021/2022,3802643,Thilo Kehrer,Paris Saint-Germain,1,0.036,1.0,0.0,0.036,5.0,5.0,0.648,1.91
2021/2022,3813308,Liridon Krasniqi,Odisha,2,0.389,4.0,0.0,0.194,3.0,54.0,0.648,33.38
2021/2022,3817871,Bartholomew Owogbalor Ogbeche,Hyderabad,2,1.071,4.0,2.0,0.536,3.0,150.0,0.643,40.08
2022,3869254,Manuel Obafemi Akanji,Switzerland,1,0.669,1.0,1.0,0.669,1.0,94.0,0.641,53.63
2022,3869117,Jesus Ferreira,United States,1,0.32,1.0,0.0,0.32,1.0,45.0,0.64,20.72
2021/2022,3813273,Jonathas Cristian de Jesus,Odisha,4,0.907,4.0,2.0,0.227,7.0,128.0,0.638,57.05
2021/2022,3813264,Roy Krishna,ATK Mohun Bagan,1,0.163,1.0,0.0,0.163,5.0,23.0,0.638,22.4
2022,3857259,Nemanja Radonjić,Serbia,1,0.113,1.0,0.0,0.113,2.0,16.0,0.636,6.55
2021/2022,3813273,Lalruatthara Lalruatthara,Odisha,3,0.698,3.0,1.0,0.233,5.0,99.0,0.635,43.9
2021/2022,3817858,Keisham Reagan Singh,Chennaiyin,2,0.254,2.0,0.0,0.127,3.0,36.0,0.635,19.22
2022,3857255,Ritsu Doan,Japan,3,0.951,3.0,2.0,0.317,7.0,135.0,0.634,82.14
2021/2022,3802907,Angel Gomes,Lille,3,0.444,3.0,0.0,0.148,8.0,63.0,0.634,43.41
2021/2022,3813283,Pratik Prabhakar Chaudhari,Bengaluru,2,0.393,2.0,2.0,0.197,2.0,56.0,0.632,19.8
2021/2022,3802685,Idrissa Gana Gueye,Paris Saint-Germain,3,0.462,4.0,1.0,0.154,14.0,66.0,0.63,29.2
2021/2022,3802685,Kylian Mbappé Lottin,Paris Saint-Germain,3,0.461,4.0,1.0,0.154,13.0,66.0,0.629,29.14
2021/2022,3817888,Kiyan Nassiri Giri,ATK Mohun Bagan,8,1.894,9.0,3.0,0.237,19.0,272.0,0.627,66.53
2021/2022,3817892,Liridon Krasniqi,Odisha,1,0.111,2.0,0.0,0.111,3.0,16.0,0.624,7.22
2022,3857260,Carlos Alberto Rodríguez Gómez,Mexico,3,0.393,4.0,0.0,0.131,5.0,57.0,0.621,17.24
2021/2022,3802818,Sergio Ramos García,Paris Saint-Germain,1,0.131,1.0,1.0,0.131,1.0,19.0,0.621,7.01
2021/2022,3817848,Lenny Rodrigues,ATK Mohun Bagan,1,0.655,1.0,1.0,0.655,2.0,95.0,0.621,31.01
2021/2022,3817852,Diego Maurício Machado de Brito,Mumbai City,2,0.441,3.0,1.0,0.22,3.0,64.0,0.62,27.03
2021/2022,3817858,Jobby Justin,Chennaiyin,3,0.968,3.0,0.0,0.323,3.0,141.0,0.618,73.24
2022,3857268,Jonathan Osorio,Canada,2,0.178,2.0,0.0,0.089,6.0,26.0,0.616,7.6
2021/2022,3802902,Konrad De La Fuente,Marseille,2,0.3,4.0,0.0,0.15,5.0,44.0,0.614,35.28
2022,3857254,Andreas Evald Cornelius,Denmark,4,0.764,5.0,0.0,0.191,8.0,112.0,0.614,60.27
2021/2022,3817895,Nerijus Valskis,Chennaiyin,2,0.355,2.0,0.0,0.177,3.0,52.0,0.614,73.42
2021/2022,3813305,Harmanjot Singh Khabra,Kerala Blasters,1,0.299,1.0,1.0,0.299,1.0,44.0,0.612,34.88
2021/2022,3817901,Boris Singh Thangjam,Jamshedpur,3,1.487,3.0,2.0,0.496,7.0,219.0,0.611,55.74
2021/2022,3813273,Paul Ramfangzauva,Odisha,3,0.791,3.0,2.0,0.264,4.0,117.0,0.608,49.75
2021/2022,3817896,Paul Ramfangzauva,Odisha,2,0.838,2.0,1.0,0.419,4.0,124.0,0.608,64.6
2022,3869420,Nikola Vlašić,Croatia,3,0.91,3.0,2.0,0.303,5.0,135.0,0.607,24.16
2022,3869420,Frederico Rodrigues Santos,Brazil,1,0.101,1.0,0.0,0.101,1.0,15.0,0.606,2.06
2021/2022,3817854,Banana Yaya,Bengaluru,1,0.208,1.0,0.0,0.208,2.0,31.0,0.604,26.23
2022,3857260,Rogelio Gabriel Funes Mori,Mexico,1,0.067,1.0,0.0,0.067,1.0,10.0,0.603,2.94
2021/2022,3813309,Javier Siverio Toro,Hyderabad,1,0.107,1.0,0.0,0.107,1.0,16.0,0.602,12.96
2021/2022,3817852,Vikram Pratap Singh,Mumbai City,2,0.441,3.0,1.0,0.22,8.0,66.0,0.601,27.03
2022,3869151,Lautaro Javier Martínez,Argentina,5,0.835,8.0,0.0,0.167,12.0,125.0,0.601,62.94
2021/2022,3813289,Isak Vanlalruatfela,Odisha,3,0.44,3.0,1.0,0.147,6.0,66.0,0.6,69.1
2022,3857292,Niclas Füllkrug,Germany,7,1.954,9.0,3.0,0.279,11.0,294.0,0.598,48.16
2022,3869684,Achraf Dari,Morocco,1,0.418,1.0,1.0,0.418,1.0,63.0,0.597,43.11
2021/2022,3802984,Quentin Merlin,Nantes,3,0.677,4.0,1.0,0.226,14.0,102.0,0.597,35.19
2022,3857267,Jackson Gabriel Porozo Vernaza,Ecuador,1,0.053,1.0,0.0,0.053,1.0,8.0,0.596,6.42
2021/2022,3817864,Kiyan Nassiri Giri,ATK Mohun Bagan,1,0.053,2.0,0.0,0.053,1.0,8.0,0.596,4.5
2021/2022,3813268,Alexandre Monteiro de Lima,Jamshedpur,1,0.066,1.0,1.0,0.066,2.0,10.0,0.594,8.53
2021/2022,3813280,Łukasz Gikiewicz,Chennaiyin,2,0.515,6.0,0.0,0.258,5.0,78.0,0.594,24.74
2022,3869254,Fabian Lukas Schär,Switzerland,1,0.295,2.0,0.0,0.295,4.0,45.0,0.59,23.65
2021/2022,3813274,Sarthak Golui,Bengaluru,1,0.072,3.0,0.0,0.072,1.0,11.0,0.589,5.79
2021/2022,3817902,Wahengbam Angousana Luwang,East Bengal,2,0.209,3.0,0.0,0.105,6.0,32.0,0.588,49.11
2021/2022,3802699,Nuno Mendes,Paris Saint-Germain,4,0.73,4.0,2.0,0.182,7.0,112.0,0.587,30.29
2022,3869420,Pedro Guilherme Abreu dos Santos,Brazil,4,1.016,5.0,1.0,0.254,7.0,156.0,0.586,20.73
2021/2022,3817900,Jitendra Singh,Jamshedpur,1,0.065,2.0,0.0,0.065,1.0,10.0,0.585,2.15
2021/2022,3817865,Nandhakumar Sekar,Odisha,3,0.545,4.0,0.0,0.182,8.0,84.0,0.584,29.19
2022,3869151,Garang Kuol,Australia,2,0.311,2.0,0.0,0.156,3.0,48.0,0.583,72.98
2021/2022,3813305,Seityasen Singh,Hyderabad,2,0.168,3.0,0.0,0.084,3.0,26.0,0.582,14.3
2022,3857278,Ali Karimi,Iran,2,0.697,2.0,0.0,0.348,6.0,108.0,0.581,75.7
2021/2022,3817882,Mirlan Murzaev,Chennaiyin,1,0.179,1.0,0.0,0.179,4.0,28.0,0.575,26.13
2022,3857298,André Ayew Pelé,Ghana,1,0.485,1.0,1.0,0.485,1.0,76.0,0.574,62.18
2021/2022,3802709,Mauro Emanuel Icardi Rivero,Paris Saint-Germain,2,0.102,2.0,0.0,0.051,4.0,16.0,0.574,5.06
2022,3857260,Kevin Nahin Álvarez Campos,Mexico,1,0.063,1.0,0.0,0.063,2.0,10.0,0.567,2.76
2021/2022,3817848,Leander D''Cunha,Goa,3,0.17,3.0,0.0,0.057,9.0,27.0,0.567,18.52
2021/2022,3817866,Rahul Kannoly Praveen,Kerala Blasters,2,0.275,4.0,0.0,0.138,5.0,44.0,0.563,16.3
2021/2022,3817883,Pratik Prabhakar Chaudhari,Bengaluru,1,0.563,2.0,1.0,0.563,1.0,90.0,0.563,42.78
2021/2022,3817878,Mark Zothanpuia,Hyderabad,2,0.162,2.0,0.0,0.081,7.0,26.0,0.561,5.97
2022,3869151,Fran Karačić,Australia,2,0.311,2.0,0.0,0.156,8.0,50.0,0.56,72.98
2021/2022,3802643,Ángel Fabián Di María Hernández,Paris Saint-Germain,2,0.087,2.0,0.0,0.043,12.0,14.0,0.559,4.62
2022,3857290,Ricardo Iván Rodríguez Araya,Switzerland,1,0.552,1.0,1.0,0.552,5.0,89.0,0.558,38.69
2021/2022,3817854,Khangembam Bidyashagar Singh,Bengaluru,3,0.185,4.0,0.0,0.062,4.0,30.0,0.555,23.33
2022,3857296,Romelu Lukaku Menama,Belgium,6,1.733,9.0,0.0,0.289,8.0,282.0,0.553,78.33
2021/2022,3817859,Sandip Mandi,Jamshedpur,1,0.049,1.0,0.0,0.049,2.0,8.0,0.551,3.14
2021/2022,3813287,David Joel Williams,ATK Mohun Bagan,2,0.061,3.0,0.0,0.031,2.0,10.0,0.549,3.08
2021/2022,3802643,Habibou Mouhamadou Diallo,Strasbourg,3,0.439,3.0,0.0,0.146,4.0,72.0,0.549,31.08
2022,3869151,Nicolás Alejandro Tagliafico,Argentina,3,0.475,3.0,0.0,0.158,5.0,78.0,0.548,35.8
2022,3869117,Teun Koopmeiners,Netherlands,1,0.277,2.0,0.0,0.277,2.0,46.0,0.542,19.92
2021/2022,3817894,Jonathas Cristian de Jesus,Odisha,4,1.175,4.0,1.0,0.294,7.0,196.0,0.54,61.31
2021/2022,3817868,Iman Basafa,Bengaluru,3,0.804,3.0,1.0,0.268,9.0,135.0,0.536,23.85
2022,3857270,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1,0.101,1.0,0.0,0.101,2.0,17.0,0.535,8.48
2021/2022,3817863,Devendra Dhaku Murgaokar,Goa,2,0.272,2.0,1.0,0.136,3.0,46.0,0.532,26.33
2021/2022,3817870,Airam López Cabrera,Goa,7,2.015,7.0,3.0,0.288,11.0,343.0,0.529,84.38
2021/2022,3817902,Sourav Das,East Bengal,2,0.209,3.0,0.0,0.105,2.0,36.0,0.523,49.11
2021/2022,3813306,Joni Ensio Kauko,ATK Mohun Bagan,5,0.841,5.0,1.0,0.168,13.0,145.0,0.522,25.82
2022,3857301,Iliman Ndiaye,Senegal,1,0.116,1.0,1.0,0.116,10.0,20.0,0.522,12.85
2022,3869254,Remo Freuler,Switzerland,1,0.295,2.0,0.0,0.295,1.0,51.0,0.521,23.65
2021/2022,3813318,Patrick Flottmann,NorthEast United,1,0.531,1.0,1.0,0.531,1.0,92.0,0.519,22.88
2021/2022,3813305,Nishu Kumar Tashni,Kerala Blasters,1,0.121,1.0,0.0,0.121,5.0,21.0,0.519,14.11
2022,3857278,Matthew Charles Turner,United States,1,0.53,1.0,1.0,0.53,2.0,92.0,0.518,46.96
2022,3857277,Mateo Kovačić,Croatia,1,0.448,1.0,0.0,0.448,5.0,78.0,0.517,57.36
2021/2022,3817901,Ritwik Kumar Das,Jamshedpur,4,1.513,4.0,2.0,0.378,15.0,264.0,0.516,56.71
2022,3857260,Abdulrahman Al-Obood,Saudi Arabia,3,0.549,3.0,1.0,0.183,7.0,96.0,0.515,51.02
2021/2022,3813317,Nandhakumar Sekar,Odisha,1,0.183,1.0,0.0,0.183,1.0,32.0,0.515,12.0
2022,3857278,Ahmad Nourollahi,Iran,1,0.391,1.0,0.0,0.391,4.0,69.0,0.51,42.46
2022,3857284,Kaoru Mitoma,Japan,4,0.861,6.0,1.0,0.215,11.0,152.0,0.51,73.78
2022,3857277,Nikola Vlašić,Croatia,2,0.521,3.0,0.0,0.26,2.0,92.0,0.51,66.7
2021/2022,3813285,Iván Garrido González,Goa,1,0.515,1.0,1.0,0.515,1.0,91.0,0.509,65.17
2021/2022,3817868,Damaitphang Lyngdoh,Bengaluru,3,0.627,4.0,0.0,0.209,4.0,111.0,0.508,18.6
2022,3857300,Nicolás Alejandro Tagliafico,Argentina,2,0.789,3.0,0.0,0.395,6.0,140.0,0.507,37.4
2022,3869118,Jack Grealish,England,1,0.146,1.0,0.0,0.146,2.0,26.0,0.505,14.31
2022,3857265,Krystian Bielik,Poland,3,0.855,4.0,0.0,0.285,6.0,153.0,0.503,82.51
2021/2022,3817854,Rohit Kumar,Bengaluru,2,0.324,3.0,0.0,0.162,5.0,58.0,0.503,40.86
2021/2022,3817859,Joe Zoherliana,NorthEast United,2,1.005,2.0,1.0,0.503,4.0,180.0,0.502,57.11
2022,3857256,Milos Veljkovic,Serbia,2,0.603,3.0,0.0,0.302,7.0,108.0,0.502,52.03
2021/2022,3817867,Raynier Fernandes,Mumbai City,3,0.45,3.0,0.0,0.15,6.0,81.0,0.5,17.92
2021/2022,3817855,David Joel Williams,ATK Mohun Bagan,3,0.782,4.0,1.0,0.261,7.0,141.0,0.499,54.43
2021/2022,3827767,Nishu Kumar Tashni,Kerala Blasters,5,1.161,5.0,0.0,0.232,10.0,210.0,0.498,27.65
2021/2022,3813295,Lalhrezuala Sailung,Odisha,1,0.504,1.0,0.0,0.504,4.0,91.0,0.498,63.04
2022,3869552,Hugo Lloris,France,2,0.95,3.0,1.0,0.475,2.0,172.0,0.497,57.15
2022,3857301,Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,1,0.116,1.0,1.0,0.116,1.0,21.0,0.497,12.85
2022,3857256,Dušan Vlahović,Serbia,3,0.762,4.0,1.0,0.254,4.0,138.0,0.497,65.75
2022,3857297,Jakub Kamiński,Poland,5,0.936,5.0,0.0,0.187,9.0,170.0,0.496,53.97
2021/2022,3817886,Gani Ahmed Nigam,NorthEast United,1,0.033,1.0,0.0,0.033,2.0,6.0,0.495,7.37
2021/2022,3817879,Keisham Reagan Singh,Chennaiyin,2,0.033,2.0,0.0,0.016,4.0,6.0,0.495,4.28
2021/2022,3817902,Naorem Mahesh Singh,East Bengal,2,0.209,3.0,0.0,0.105,10.0,38.0,0.495,49.11
2021/2022,3813307,Eli Sabia Filho,Jamshedpur,1,0.033,1.0,0.0,0.033,6.0,6.0,0.495,4.58
2021/2022,3813303,Nongdamba Singh Naorem,Goa,1,0.099,1.0,0.0,0.099,1.0,18.0,0.495,10.73
2021/2022,3813271,Marko Lešković,Kerala Blasters,1,0.509,2.0,0.0,0.509,2.0,93.0,0.493,37.69
2022,3857254,Mikkel Damsgaard,Denmark,3,0.854,4.0,0.0,0.285,8.0,156.0,0.493,67.37
2022,3857262,Hee-Chan Hwang,South Korea,3,0.508,3.0,1.0,0.169,6.0,93.0,0.492,36.31
2021/2022,3813267,Princeton Rebello,Goa,1,0.06,1.0,0.0,0.06,2.0,11.0,0.491,2.1
2022,3857283,Abderrazak Hamdallah,Morocco,2,0.218,2.0,1.0,0.109,3.0,40.0,0.491,22.0
2022,3857259,Vincent Paté Aboubakar,Cameroon,4,0.83,4.0,2.0,0.208,16.0,152.0,0.491,43.17
2022,3857261,Jack Grealish,England,1,0.098,1.0,0.0,0.098,8.0,18.0,0.49,4.05
2021/2022,3802643,Ibrahima Sissoko,Strasbourg,3,0.408,5.0,1.0,0.136,10.0,75.0,0.49,28.88
2021/2022,3813284,Anas Edathodika,Jamshedpur,1,0.098,1.0,0.0,0.098,1.0,18.0,0.49,7.39
2021/2022,3813282,Seityasen Singh,Kerala Blasters,3,0.163,3.0,0.0,0.054,9.0,30.0,0.489,11.17
2021/2022,3817849,Ajith Kumar,Bengaluru,1,0.065,2.0,0.0,0.065,1.0,12.0,0.488,3.85
2022,3857293,Rodrigo Bentancur Colmán,Uruguay,2,0.325,2.0,1.0,0.163,4.0,60.0,0.488,23.84
2022,3869118,Marcus Rashford,England,1,0.146,1.0,0.0,0.146,3.0,27.0,0.487,14.31
2021/2022,3813317,Daniel Chima Chukwu,East Bengal,6,1.136,6.0,2.0,0.189,15.0,210.0,0.487,76.24
2021/2022,3817854,Leon Augustine Asokan,Bengaluru,2,0.324,3.0,0.0,0.162,4.0,60.0,0.486,40.86
2022,3869151,Exequiel Alejandro Palacios,Argentina,2,0.162,5.0,0.0,0.081,9.0,30.0,0.486,12.21
2021/2022,3813293,Danish Farooq Bhat,Bengaluru,2,0.118,2.0,0.0,0.059,4.0,22.0,0.483,13.6
2021/2022,3813314,Chencho Gyeltshen,Kerala Blasters,2,0.182,2.0,0.0,0.091,4.0,34.0,0.482,21.12
2022,3869552,Yahia Attiyat allah,Morocco,3,0.781,6.0,0.0,0.26,12.0,147.0,0.478,77.37
2021/2022,3813281,Mirlan Murzaev,Chennaiyin,1,0.053,1.0,0.0,0.053,2.0,10.0,0.477,7.0
2021/2022,3802696,Julian Draxler,Paris Saint-Germain,1,0.074,1.0,0.0,0.074,4.0,14.0,0.476,7.32
2021/2022,3817868,Suresh Singh Wangjam,Bengaluru,3,0.886,3.0,1.0,0.295,5.0,168.0,0.475,26.28
2021/2022,3802984,Kalifa Coulibaly,Nantes,4,1.203,6.0,0.0,0.301,5.0,228.0,0.475,62.53
2021/2022,3813314,Amrinder Singh,ATK Mohun Bagan,1,0.474,2.0,0.0,0.474,2.0,90.0,0.474,22.12
2021/2022,3817868,Udanta Kumam Singh,Bengaluru,5,2.416,5.0,2.0,0.483,10.0,460.0,0.473,71.66
2021/2022,3813312,Igor Angulo Albóniga,Mumbai City,6,1.925,9.0,3.0,0.321,11.0,366.0,0.473,78.1
2022,3857278,Ali Gholizadeh,Iran,1,0.391,1.0,0.0,0.391,2.0,75.0,0.469,42.46
2021/2022,3813276,Balwant Singh,East Bengal,1,0.109,1.0,0.0,0.109,1.0,21.0,0.467,17.04
2022,3869219,Mario Pašalić,Croatia,3,0.872,3.0,1.0,0.291,4.0,168.0,0.467,22.55
2021/2022,3802683,Leandro Daniel Paredes,Paris Saint-Germain,1,0.057,1.0,0.0,0.057,3.0,11.0,0.466,4.06
2021/2022,3802683,Ander Herrera Agüera,Paris Saint-Germain,1,0.057,1.0,0.0,0.057,3.0,11.0,0.466,4.06
2022,3857266,Martin Braithwaite Christensen,Denmark,1,0.238,1.0,0.0,0.238,1.0,46.0,0.466,29.54
2021/2022,3803000,Arthur Desmas,Clermont Foot,2,0.897,2.0,1.0,0.448,6.0,174.0,0.464,74.43
2021/2022,3813302,Ngasepam Tondonba Singh,NorthEast United,2,0.98,2.0,1.0,0.49,2.0,190.0,0.464,63.51
2022,3857281,Mario Pašalić,Croatia,1,0.046,1.0,0.0,0.046,6.0,9.0,0.46,1.78
2021/2022,3817891,Sivasakthi Narayanan,Bengaluru,1,0.107,1.0,0.0,0.107,5.0,21.0,0.459,9.27
2021/2022,3813284,Nerijus Valskis,Jamshedpur,2,0.324,2.0,0.0,0.162,3.0,64.0,0.456,24.45
2021/2022,3802984,Fábio Pereira da Silva,Nantes,4,1.05,6.0,0.0,0.263,6.0,208.0,0.454,54.58
2021/2022,3813297,Udanta Kumam Singh,Bengaluru,2,0.552,2.0,1.0,0.276,6.0,110.0,0.452,58.68
2021/2022,3817873,Deshorn Brown,NorthEast United,2,0.211,2.0,0.0,0.106,2.0,42.0,0.452,17.9
2021/2022,3813311,Ishan Pandita,Jamshedpur,4,0.461,6.0,0.0,0.115,5.0,92.0,0.451,40.8
2021/2022,3827335,Ayush Adhikari,Kerala Blasters,4,1.061,4.0,1.0,0.265,8.0,212.0,0.45,74.85
2021/2022,3817864,Vinit Rai Chamling,Mumbai City,1,0.055,1.0,0.0,0.055,2.0,11.0,0.45,5.56
2022,3857284,Niclas Füllkrug,Germany,2,0.12,2.0,0.0,0.06,2.0,24.0,0.45,4.8
2021/2022,3827337,Ishan Pandita,Jamshedpur,1,0.045,1.0,0.0,0.045,1.0,9.0,0.45,7.76
2021/2022,3813314,Carl Gerard McHugh,ATK Mohun Bagan,1,0.474,2.0,0.0,0.474,2.0,95.0,0.449,22.12
2021/2022,3817898,Nongdamba Singh Naorem,Goa,2,0.209,2.0,0.0,0.104,3.0,42.0,0.448,10.95
2022,3857301,Pape Matar Sarr,Senegal,2,0.169,2.0,1.0,0.084,3.0,34.0,0.447,18.72
2021/2022,3827338,José Luis Espinosa Arroyo,ATK Mohun Bagan,3,0.909,3.0,1.0,0.303,14.0,183.0,0.447,52.95
2021/2022,3817891,Thongkhosiem Haokip,East Bengal,3,0.522,3.0,0.0,0.174,3.0,105.0,0.447,34.36
2022,3857284,Jonas Hofmann,Germany,3,0.447,6.0,0.0,0.149,10.0,90.0,0.447,17.88
2022,3857292,Lukas Klostermann,Germany,6,1.575,7.0,3.0,0.263,16.0,318.0,0.446,38.82
2021/2022,3817896,Liridon Krasniqi,Odisha,2,0.297,2.0,1.0,0.148,8.0,60.0,0.446,22.9
2021/2022,3817883,Sunil Chhetri,Bengaluru,2,0.942,3.0,1.0,0.471,3.0,192.0,0.442,71.57
2021/2022,3817877,Mirshad Koottappunna,NorthEast United,2,0.94,3.0,1.0,0.47,3.0,192.0,0.441,51.39
2021/2022,3817888,Lalrinliana Hnamte,East Bengal,2,0.253,2.0,0.0,0.127,3.0,52.0,0.438,23.53
2021/2022,3817865,Ariday Cabrera Suárez,Odisha,4,1.067,5.0,2.0,0.267,9.0,220.0,0.437,57.14
2022,3869321,Leandro Daniel Paredes,Argentina,4,1.085,4.0,1.0,0.271,8.0,224.0,0.436,18.53
2022,3857298,Tariq Lamptey,Ghana,1,0.155,1.0,1.0,0.155,1.0,32.0,0.436,19.87
2021/2022,3802699,Colin Dagba,Paris Saint-Germain,2,0.27,2.0,1.0,0.135,6.0,56.0,0.434,11.2
2021/2022,3813271,Princeton Rebello,Goa,3,0.217,5.0,0.0,0.072,12.0,45.0,0.434,22.24
2021/2022,3817865,Isaac Vanmalsawma Chhakchhuak,Odisha,3,0.866,3.0,1.0,0.289,9.0,180.0,0.433,46.38
2021/2022,3817901,Laldinliana Renthlei,Jamshedpur,3,1.257,3.0,2.0,0.419,4.0,261.0,0.433,47.11
2021/2022,3817861,Chencho Gyeltshen,Kerala Blasters,1,0.024,1.0,0.0,0.024,2.0,5.0,0.432,4.19
2022,3857278,Saman Ghoddos,Iran,3,0.704,3.0,0.0,0.235,8.0,147.0,0.431,76.46
2021/2022,3813291,Prabir Das,ATK Mohun Bagan,1,0.067,1.0,0.0,0.067,1.0,14.0,0.431,6.93
2021/2022,3817859,Marcelo Leite Pereira,NorthEast United,7,1.644,8.0,2.0,0.235,16.0,343.0,0.431,93.42
2021/2022,3817894,Saviour Gama,Goa,4,0.42,4.0,1.0,0.105,10.0,88.0,0.43,26.2
2021/2022,3817871,Seityasen Singh,Hyderabad,4,0.459,4.0,2.0,0.115,9.0,96.0,0.43,17.18
2021/2022,3813275,Sahal Abdul Samad,Kerala Blasters,2,0.658,3.0,1.0,0.329,2.0,138.0,0.429,87.8
2022,3857277,Marcelo Brozović,Croatia,1,0.448,1.0,0.0,0.448,9.0,94.0,0.429,57.36
2021/2022,3817900,Jerry Lalrinzuala,Chennaiyin,1,0.229,2.0,1.0,0.229,2.0,48.0,0.429,26.84
2022,3869519,Julián Álvarez,Argentina,2,0.695,2.0,2.0,0.348,5.0,146.0,0.428,37.28
2021/2022,3813285,Muhammed Nemil Valiyattil,Goa,1,0.071,1.0,0.0,0.071,2.0,15.0,0.426,8.98
2021/2022,3813264,Javier Siverio Toro,Hyderabad,1,0.09,1.0,1.0,0.09,1.0,19.0,0.426,6.65
2021/2022,3813282,Raynier Fernandes,Mumbai City,1,0.104,1.0,0.0,0.104,4.0,22.0,0.425,7.53
2021/2022,3817885,Igor Angulo Albóniga,Mumbai City,2,0.603,4.0,0.0,0.301,2.0,128.0,0.424,49.21
2022,3857277,Borna Sosa,Croatia,1,0.448,1.0,0.0,0.448,6.0,95.0,0.424,57.36
2021/2022,3813290,Konsham Chinglensana Singh,Hyderabad,2,0.867,2.0,1.0,0.433,5.0,184.0,0.424,42.05
