season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2024,3939986,Leandro Daniel Paredes,Argentina,6,1.012,8.0,0.0,0.169,16.0,462.0,0.197,52.05
2023/2024,3895067,Fabian Nürnberger,Darmstadt 98,2,0.105,2.0,0.0,0.053,5.0,48.0,0.197,18.13
2023/2024,3895333,Kevin Trapp,Eintracht Frankfurt,2,0.388,2.0,0.0,0.194,4.0,178.0,0.196,29.88
2024,3939983,João Victor Gomes da Silva,Brazil,6,1.201,8.0,2.0,0.2,27.0,552.0,0.196,34.08
2024,3942785,Enzo Fernandez,Argentina,7,1.385,8.0,2.0,0.198,21.0,637.0,0.196,85.09
2023/2024,3895258,Dejan Ljubicic,FC Köln,1,0.198,1.0,0.0,0.198,1.0,91.0,0.196,28.85
2024,3942415,Marcos Aoás Corrêa,Brazil,2,0.409,2.0,0.0,0.205,13.0,188.0,0.196,10.74
2024,3930163,Veljko Birmančević,Serbia,2,0.078,2.0,0.0,0.039,3.0,36.0,0.195,31.27
2023/2024,3895292,Josip Juranović,Union Berlin,4,0.295,4.0,0.0,0.074,4.0,136.0,0.195,54.12
2023/2024,3895134,Ozan Muhammed Kabak,Hoffenheim,5,1.01,7.0,1.0,0.202,21.0,465.0,0.195,71.95
2024,3939989,Kahiser Lenis Navarro,Panama,5,0.521,5.0,0.0,0.104,17.0,240.0,0.195,38.86
2024,3938643,Eduardo Camavinga,France,3,0.201,4.0,0.0,0.067,8.0,93.0,0.195,10.93
2024,3939981,Antonee Robinson,United States,3,0.594,3.0,1.0,0.198,9.0,276.0,0.194,64.97
2023/2024,3895302,Nathan Tella,Bayer Leverkusen,5,0.657,6.0,0.0,0.131,10.0,305.0,0.194,22.7
2024,3939986,Nicolás Hernán Otamendi,Argentina,2,0.396,2.0,1.0,0.198,8.0,184.0,0.194,20.37
2024,3930170,Dušan Vlahović,Serbia,3,0.408,4.0,0.0,0.136,8.0,189.0,0.194,28.24
2024,3943043,Martín Zubimendi Ibáñez,Spain,5,0.451,6.0,1.0,0.09,16.0,210.0,0.193,25.88
2024,3930162,Rasmus Winther Højlund,Denmark,4,0.688,6.0,0.0,0.172,8.0,320.0,0.193,48.31
2024,3939970,Marcelino Ignacio Nuñez Espinoza,Chile,4,0.705,5.0,0.0,0.176,8.0,328.0,0.193,73.31
2024,3942349,Cristiano Ronaldo dos Santos Aveiro,Portugal,6,1.544,8.0,1.0,0.257,8.0,720.0,0.193,35.51
2023/2024,3895320,Serhou Guirassy,VfB Stuttgart,7,1.454,7.0,0.0,0.208,16.0,679.0,0.193,84.66
2023/2024,3895113,Exequiel Alejandro Palacios,Bayer Leverkusen,8,1.598,8.0,1.0,0.2,28.0,744.0,0.193,81.42
2023/2024,3895074,Jonathan Tah,Bayer Leverkusen,3,0.624,4.0,0.0,0.208,5.0,291.0,0.193,28.56
2024,3930159,Remo Freuler,Switzerland,6,1.09,6.0,2.0,0.182,16.0,510.0,0.192,52.01
2024,3943077,Nahuel Molina Lucero,Argentina,2,0.212,2.0,0.0,0.106,4.0,100.0,0.191,19.58
2023/2024,3895320,Amine Adli,Bayer Leverkusen,4,0.789,6.0,1.0,0.197,9.0,372.0,0.191,60.57
2023/2024,3895086,Eren Sami Dinkçi,FC Heidenheim,2,0.327,2.0,1.0,0.163,4.0,154.0,0.191,100.06
2024,3930184,Salih Özcan,Turkey,2,0.187,4.0,0.0,0.093,10.0,88.0,0.191,19.63
2024,3939984,Davinson Sánchez Mina,Colombia,7,1.319,8.0,2.0,0.188,21.0,623.0,0.191,49.88
2024,3930179,Armando Broja,Albania,4,0.287,5.0,0.0,0.072,7.0,136.0,0.19,62.82
2024,3930158,Thomas Müller,Germany,2,0.076,2.0,1.0,0.038,6.0,36.0,0.19,4.33
2024,3930165,Patrick Pentz,Austria,1,0.198,1.0,0.0,0.198,1.0,94.0,0.19,26.46
2024,3940983,Benjamin Henrichs,Germany,1,0.019,1.0,0.0,0.019,2.0,9.0,0.19,0.87
2023/2024,3895074,Joshua Kimmich,Bayern Munich,7,0.873,8.0,0.0,0.125,19.0,413.0,0.19,41.8
2024,3938637,Donyell Malen,Netherlands,2,0.131,2.0,1.0,0.066,5.0,62.0,0.19,10.87
2023/2024,3895086,Jeremie Frimpong,Bayer Leverkusen,10,1.644,14.0,1.0,0.164,22.0,780.0,0.19,51.98
2024,3930165,N'Golo Kanté,France,4,0.817,6.0,0.0,0.204,16.0,388.0,0.19,46.56
2023/2024,3895333,Niels Nkounkou,Eintracht Frankfurt,3,0.422,3.0,0.0,0.141,6.0,201.0,0.189,32.5
2023/2024,3895060,Robin Hack,Borussia Mönchengladbach,3,0.145,3.0,0.0,0.048,5.0,69.0,0.189,18.14
2023/2024,3895340,Philipp Hofmann,Bochum,1,0.124,1.0,0.0,0.124,1.0,59.0,0.189,39.48
2024,3939979,Ernesto Alexis Vega Rojas,Mexico,4,0.3,5.0,0.0,0.075,6.0,144.0,0.188,14.26
2023/2024,3895244,Marvin Pieringer,FC Heidenheim,1,0.025,1.0,0.0,0.025,4.0,12.0,0.188,5.47
2023/2024,3895333,Jonas Hofmann,Bayer Leverkusen,5,0.962,5.0,2.0,0.192,11.0,460.0,0.188,37.2
2023/2024,3895320,Enzo Millot,VfB Stuttgart,7,1.065,8.0,2.0,0.152,18.0,511.0,0.188,62.01
2023/2024,3895086,Florian Wirtz,Bayer Leverkusen,12,1.754,16.0,1.0,0.146,28.0,840.0,0.188,55.46
2023/2024,3895258,Amine Adli,Bayer Leverkusen,4,0.224,5.0,1.0,0.056,21.0,108.0,0.187,18.69
2023/2024,3895275,Patrik Schick,Bayer Leverkusen,6,0.937,8.0,3.0,0.156,12.0,450.0,0.187,42.85
2023/2024,3895258,Borja Iglesias Quintas,Bayer Leverkusen,1,0.056,2.0,0.0,0.056,6.0,27.0,0.187,4.67
2023/2024,3895167,Victor Okoh Boniface,Bayer Leverkusen,6,0.872,7.0,1.0,0.145,12.0,420.0,0.187,57.71
2024,3939975,Andrés Mateus Uribe Villa,Colombia,3,0.175,3.0,0.0,0.058,7.0,84.0,0.187,28.14
2024,3930170,Nikola Milenković,Serbia,3,0.587,3.0,0.0,0.196,20.0,282.0,0.187,40.63
2024,3930174,Rafael Alexandre Conceição Leão,Portugal,5,0.468,5.0,1.0,0.094,14.0,225.0,0.187,24.62
2023/2024,3895113,Tiago Barreiros de Melo Tomás,Wolfsburg,3,0.279,4.0,0.0,0.093,4.0,135.0,0.186,26.39
2024,3941022,Merih Demiral,Turkey,4,0.768,4.0,2.0,0.192,7.0,372.0,0.186,87.02
2023/2024,3895167,Chris Führich,VfB Stuttgart,12,1.884,17.0,1.0,0.157,27.0,912.0,0.186,92.38
2023/2024,3895074,Jeremie Frimpong,Bayer Leverkusen,2,0.335,3.0,0.0,0.167,3.0,162.0,0.186,15.33
2024,3930170,Sergej Milinković-Savić,Serbia,2,0.128,2.0,0.0,0.064,2.0,62.0,0.186,8.86
2024,3939978,Cyle Larin,Canada,3,0.501,3.0,1.0,0.167,8.0,243.0,0.186,55.11
2023/2024,3895309,Marius Wolf,Borussia Dortmund,2,0.218,3.0,1.0,0.109,5.0,106.0,0.185,42.2
2023/2024,3895060,Grant-Leon Ranos,Borussia Mönchengladbach,2,0.037,2.0,0.0,0.018,8.0,18.0,0.185,4.63
2024,3942226,Ferrán Torres García,Spain,5,0.587,5.0,1.0,0.117,13.0,285.0,0.185,38.26
2023/2024,3895052,Mohamed Simakan,RB Leipzig,7,1.367,9.0,1.0,0.195,21.0,665.0,0.185,83.68
2023/2024,3895258,Sargis Adamyan,FC Köln,5,0.648,5.0,0.0,0.13,8.0,315.0,0.185,94.4
2024,3930170,Andrija Živković,Serbia,5,0.831,5.0,0.0,0.166,26.0,405.0,0.185,57.52
2023/2024,3895095,Tom Krauß,FSV Mainz 05,3,0.141,3.0,0.0,0.047,12.0,69.0,0.184,32.39
2023/2024,3895074,Thomas Müller,Bayern Munich,8,0.983,9.0,0.0,0.123,12.0,480.0,0.184,47.07
2024,3942227,Yann Sommer,Switzerland,3,0.781,3.0,1.0,0.26,7.0,381.0,0.184,18.18
2024,3938642,Petr Ševčík,Czech Republic,2,0.049,2.0,0.0,0.025,5.0,24.0,0.184,1.99
2023/2024,3895052,Florian Wirtz,Bayer Leverkusen,4,0.597,4.0,1.0,0.149,7.0,292.0,0.184,39.19
2024,3939987,Kasey Palmer,Jamaica,3,0.552,4.0,0.0,0.184,11.0,270.0,0.184,85.95
2024,3939989,Ramiro Vaca Ponce,Bolivia,4,0.652,4.0,1.0,0.163,17.0,320.0,0.183,82.76
2023/2024,3895107,Jeremie Frimpong,Bayer Leverkusen,10,1.61,11.0,2.0,0.161,22.0,790.0,0.183,55.88
2024,3942228,Lionel Andrés Messi Cuccittini,Argentina,6,1.451,7.0,1.0,0.242,14.0,714.0,0.183,30.78
2023/2024,3895302,Nick Woltemade,Werder Bremen,4,0.553,4.0,0.0,0.138,10.0,272.0,0.183,85.17
2023/2024,3895074,Alphonso Davies,Bayern Munich,5,0.965,5.0,1.0,0.193,14.0,475.0,0.183,46.21
2024,3939989,Christian Jesús Martinez,Panama,4,0.595,4.0,1.0,0.149,12.0,292.0,0.183,44.38
2024,3930167,Luka Sučić,Croatia,9,0.95,10.0,1.0,0.106,25.0,468.0,0.183,53.47
2024,3939969,Leandro Daniel Paredes,Argentina,3,0.456,4.0,0.0,0.152,12.0,225.0,0.182,13.56
2023/2024,3895158,Niclas Füllkrug,Borussia Dortmund,4,0.743,4.0,1.0,0.186,10.0,368.0,0.182,92.87
2024,3943076,Darwin Gabriel Núñez Ribeiro,Uruguay,2,0.182,2.0,0.0,0.091,3.0,90.0,0.182,3.97
2023/2024,3895086,Jan-Niklas Beste,FC Heidenheim,2,0.327,2.0,1.0,0.163,4.0,162.0,0.182,100.06
2023/2024,3895292,Amine Adli,Bayer Leverkusen,8,1.001,8.0,0.0,0.125,22.0,496.0,0.182,41.17
2024,3930180,Cody Mathès Gakpo,Netherlands,6,1.152,6.0,2.0,0.192,11.0,570.0,0.182,76.28
2024,3941022,Arda Güler,Turkey,5,0.775,5.0,2.0,0.155,9.0,385.0,0.181,87.82
2024,3942226,Waldemar Anton,Germany,3,0.205,3.0,0.0,0.068,9.0,102.0,0.181,12.58
2024,3930171,Harry Kane,England,4,0.54,5.0,1.0,0.135,10.0,268.0,0.181,49.79
2024,3939975,Omar Federico Alderete Fernández,Paraguay,3,0.574,3.0,1.0,0.191,4.0,285.0,0.181,70.18
2024,3930160,Rodrigo Hernández Cascante,Spain,3,0.506,3.0,1.0,0.169,10.0,252.0,0.181,32.29
2024,3942852,Mathías Olivera Miramontes,Uruguay,3,0.272,3.0,0.0,0.091,5.0,135.0,0.181,36.05
2023/2024,3895182,Josip Stanišić,Bayer Leverkusen,8,1.495,9.0,2.0,0.187,25.0,744.0,0.181,45.68
2024,3930175,Zeno Debast,Belgium,1,0.034,1.0,0.0,0.034,4.0,17.0,0.18,2.08
2023/2024,3895134,Kevin Vogt,Hoffenheim,7,1.315,9.0,1.0,0.188,37.0,658.0,0.18,93.68
2024,3930159,Vincent Sierro,Switzerland,1,0.02,1.0,0.0,0.02,2.0,10.0,0.18,0.95
2024,3939983,Danilo Luiz da Silva,Brazil,7,1.277,9.0,2.0,0.182,22.0,637.0,0.18,36.24
2024,3930170,Timi Elšnik,Slovenia,5,0.9,9.0,1.0,0.18,30.0,450.0,0.18,81.15
2023/2024,3895107,Max Finkgräfe,FC Köln,2,0.116,2.0,0.0,0.058,4.0,58.0,0.18,11.57
2024,3939985,Gabriel Alonso Suazo Urbina,Chile,1,0.042,1.0,0.0,0.042,2.0,21.0,0.18,10.18
2024,3939987,Richard Larkland King,Jamaica,1,0.008,1.0,0.0,0.008,4.0,4.0,0.18,1.25
2024,3939987,Alex Marshall,Jamaica,1,0.008,1.0,0.0,0.008,2.0,4.0,0.18,1.25
2023/2024,3895074,Leon Goretzka,Bayern Munich,5,0.955,5.0,1.0,0.191,7.0,480.0,0.179,45.73
2024,3930162,Andraž Šporar,Slovenia,4,0.738,5.0,0.0,0.185,7.0,372.0,0.179,86.07
2024,3939972,José Salomón Rondón Giménez,Venezuela,6,0.988,9.0,2.0,0.165,8.0,498.0,0.179,79.9
2024,3930164,Johan Bakayoko,Belgium,5,0.406,5.0,0.0,0.081,15.0,205.0,0.178,25.61
2024,3930160,Fabián Ruiz Peña,Spain,6,1.104,6.0,3.0,0.184,13.0,558.0,0.178,70.44
2023/2024,3895107,Leart Paqarada,FC Köln,5,0.892,6.0,0.0,0.178,10.0,450.0,0.178,88.98
2024,3930165,Jules Koundé,France,5,0.93,7.0,0.0,0.186,13.0,470.0,0.178,53.0
2024,3939978,Liam Millar,Canada,1,0.107,1.0,0.0,0.107,4.0,54.0,0.178,11.77
2024,3938643,Antoine Griezmann,France,4,0.245,5.0,0.0,0.061,7.0,124.0,0.178,13.33
2024,3930176,Remo Freuler,Switzerland,1,0.181,1.0,1.0,0.181,2.0,92.0,0.177,64.62
2024,3939974,Matthew Charles Turner,United States,2,0.351,2.0,0.0,0.176,3.0,178.0,0.177,18.85
2024,3939970,Piero Aldair Quispe Córdova,Peru,2,0.275,2.0,0.0,0.137,6.0,140.0,0.177,43.79
2023/2024,3895067,Fabian Holland,Darmstadt 98,3,0.543,3.0,1.0,0.181,5.0,276.0,0.177,93.75
2023/2024,3895052,Willi Orban,RB Leipzig,5,0.923,8.0,0.0,0.185,13.0,470.0,0.177,56.5
2024,3941018,Heorhii Tsitaishvili,Georgia,1,0.053,1.0,0.0,0.053,4.0,27.0,0.177,46.87
2024,3930179,Medon Berisha,Albania,2,0.09,2.0,0.0,0.045,4.0,46.0,0.176,19.7
2024,3939991,Éderson José dos Santos Lourenço da Silva,Brazil,1,0.041,1.0,0.0,0.041,1.0,21.0,0.176,13.41
2023/2024,3895333,Robert Andrich,Bayer Leverkusen,5,0.8,5.0,3.0,0.16,19.0,410.0,0.176,30.94
2024,3939978,Piero Aldair Quispe Córdova,Peru,2,0.239,2.0,0.0,0.12,4.0,122.0,0.176,41.46
2024,3930170,Erik Janža,Slovenia,3,0.54,7.0,0.0,0.18,15.0,276.0,0.176,48.69
2024,3930171,Bukayo Saka,England,7,0.923,9.0,1.0,0.132,26.0,476.0,0.175,85.1
2024,3941020,Andraž Šporar,Slovenia,2,0.284,2.0,0.0,0.142,2.0,146.0,0.175,9.38
2024,3930159,Ricardo Iván Rodríguez Araya,Switzerland,7,1.291,7.0,1.0,0.184,32.0,665.0,0.175,61.6
2024,3930159,Silvan Widmer,Switzerland,6,0.772,6.0,2.0,0.129,10.0,396.0,0.175,36.84
2023/2024,3895182,Granit Xhaka,Bayer Leverkusen,10,1.805,10.0,2.0,0.181,36.0,930.0,0.175,55.15
2024,3942785,Ali Ahmed,Canada,3,0.204,3.0,0.0,0.068,13.0,105.0,0.175,30.12
2024,3939974,Ramiro Vaca Ponce,Bolivia,1,0.027,1.0,0.0,0.027,2.0,14.0,0.174,18.04
2024,3941017,Dávid Hancko,Slovakia,5,1.162,5.0,1.0,0.232,9.0,600.0,0.174,75.07
2024,3930170,Žan Karničnik,Slovenia,5,0.901,9.0,1.0,0.18,33.0,465.0,0.174,81.24
2023/2024,3895086,Granit Xhaka,Bayer Leverkusen,8,1.45,12.0,1.0,0.181,26.0,752.0,0.174,45.84
2023/2024,3895052,Lukáš Hrádecký,Bayer Leverkusen,2,0.344,2.0,0.0,0.172,3.0,178.0,0.174,22.58
2024,3930174,Bruno Miguel Borges Fernandes,Portugal,9,1.635,9.0,2.0,0.182,17.0,846.0,0.174,86.0
2024,3930168,Willi Orban,Hungary,2,0.346,2.0,0.0,0.173,4.0,180.0,0.173,28.82
2024,3930180,Patrick Wimmer,Austria,2,0.238,2.0,1.0,0.119,4.0,124.0,0.173,24.13
2023/2024,3895220,Luca Pfeiffer,Darmstadt 98,3,0.529,4.0,0.0,0.176,13.0,276.0,0.173,74.41
2024,3930170,Dušan Tadić,Serbia,6,0.936,6.0,0.0,0.156,17.0,486.0,0.173,64.79
2024,3930165,Marcus Thuram,France,6,1.07,8.0,0.0,0.178,13.0,558.0,0.173,60.97
2024,3938640,Mykhailo Mudryk,Ukraine,7,1.111,8.0,1.0,0.159,18.0,581.0,0.172,65.23
2024,3930180,Marcel Sabitzer,Austria,5,0.928,8.0,2.0,0.186,11.0,485.0,0.172,94.08
2023/2024,3895134,Grischa Prömel,Hoffenheim,6,1.067,8.0,1.0,0.178,20.0,558.0,0.172,76.01
2023/2024,3895210,Patrik Schick,Bayer Leverkusen,9,1.564,12.0,0.0,0.174,36.0,819.0,0.172,64.28
2024,3930159,Manuel Obafemi Akanji,Switzerland,6,1.09,6.0,2.0,0.182,38.0,570.0,0.172,52.01
2023/2024,3895113,Jonas Hofmann,Bayer Leverkusen,8,1.313,8.0,0.0,0.164,34.0,688.0,0.172,66.9
2024,3930171,Trent Alexander-Arnold,England,7,0.706,8.0,1.0,0.101,28.0,371.0,0.171,65.09
2024,3939969,Jonathan David,Canada,3,0.503,4.0,0.0,0.168,10.0,264.0,0.171,65.35
2023/2024,3895258,Jonas Hofmann,Bayer Leverkusen,7,0.837,8.0,1.0,0.12,18.0,441.0,0.171,69.85
2023/2024,3895333,Patrik Schick,Bayer Leverkusen,2,0.228,2.0,2.0,0.114,3.0,120.0,0.171,8.82
2024,3930184,Muhammed Kerem Aktürkoğlu,Turkey,1,0.04,1.0,0.0,0.04,6.0,21.0,0.171,4.2
2024,3942752,Aurélien Djani Tchouaméni,France,2,0.352,2.0,1.0,0.176,2.0,186.0,0.17,41.37
2024,3930160,Josip Stanišić,Croatia,5,0.877,9.0,0.0,0.175,15.0,465.0,0.17,46.93
2024,3930159,Leonidas Stergiou,Switzerland,1,0.053,1.0,0.0,0.053,1.0,28.0,0.17,2.53
2023/2024,3895320,Waldemar Anton,VfB Stuttgart,5,0.905,6.0,2.0,0.181,17.0,480.0,0.17,52.7
2024,3939990,Diego Nicolás De La Cruz Arcosa,Uruguay,6,0.881,7.0,1.0,0.147,11.0,468.0,0.169,75.23
2023/2024,3895134,Exequiel Alejandro Palacios,Bayer Leverkusen,5,0.875,6.0,2.0,0.175,18.0,465.0,0.169,72.48
2024,3930180,Stefan Posch,Austria,1,0.18,1.0,1.0,0.18,1.0,96.0,0.169,18.25
2024,3943076,Sergio Rochet Álvarez,Uruguay,1,0.238,1.0,0.0,0.238,1.0,127.0,0.169,5.19
2024,3943076,Mathieu Choiniere,Canada,7,1.643,7.0,1.0,0.235,13.0,875.0,0.169,27.63
2023/2024,3895074,Florian Wirtz,Bayer Leverkusen,7,1.234,8.0,0.0,0.176,28.0,658.0,0.169,56.47
2024,3930171,Philip Foden,England,7,0.887,9.0,1.0,0.127,30.0,476.0,0.168,81.78
2024,3940983,Christian Nørgaard,Denmark,2,0.097,2.0,0.0,0.049,11.0,52.0,0.168,9.04
2023/2024,3895067,Lukáš Hrádecký,Bayer Leverkusen,5,0.821,7.0,2.0,0.164,8.0,440.0,0.168,29.52
2024,3942416,Jhon Andrés Córdoba Copete,Colombia,3,0.437,3.0,2.0,0.146,4.0,234.0,0.168,20.04
2024,3930163,John Stones,England,2,0.343,2.0,1.0,0.171,10.0,184.0,0.168,61.38
2023/2024,3895302,Christian Groß,Werder Bremen,3,0.481,3.0,0.0,0.16,15.0,258.0,0.168,74.08
2024,3939970,Gabriel Alonso Suazo Urbina,Chile,4,0.685,5.0,0.0,0.171,16.0,368.0,0.168,71.23
2024,3939970,Mauricio Aníbal Isla Isla,Chile,4,0.685,5.0,0.0,0.171,14.0,368.0,0.168,71.23
2024,3939986,Damián Emiliano Martínez,Argentina,3,0.419,3.0,1.0,0.14,7.0,225.0,0.168,21.55
2024,3942785,Lisandro Martínez,Argentina,6,0.966,6.0,1.0,0.161,13.0,516.0,0.168,59.35
2023/2024,3895134,Lukáš Hrádecký,Bayer Leverkusen,2,0.338,3.0,1.0,0.169,2.0,182.0,0.167,28.0
2024,3939987,Yangel Clemente Herrera Ravelo,Venezuela,8,0.874,9.0,2.0,0.109,20.0,472.0,0.167,51.9
2024,3938641,Patrick Wimmer,Austria,3,0.267,3.0,1.0,0.089,5.0,144.0,0.167,14.66
2024,3942752,Adrien Rabiot,France,3,0.339,3.0,1.0,0.113,5.0,183.0,0.167,39.85
2024,3939973,Sergio Rochet Álvarez,Uruguay,2,0.322,2.0,0.0,0.161,4.0,174.0,0.167,29.7
2023/2024,3895258,Piero Martín Hincapié Reyna,Bayer Leverkusen,6,0.87,8.0,2.0,0.145,36.0,468.0,0.167,72.6
2023/2024,3895333,Hugo Ekitike,Eintracht Frankfurt,5,0.731,7.0,1.0,0.146,9.0,395.0,0.167,56.3
2024,3939991,Johan Andrés Mojica Palacio,Colombia,2,0.16,2.0,0.0,0.08,16.0,86.0,0.167,10.65
2024,3930165,Antoine Griezmann,France,6,1.003,8.0,0.0,0.167,8.0,540.0,0.167,57.16
2024,3930160,Ferrán Torres García,Spain,1,0.013,1.0,0.0,0.013,2.0,7.0,0.167,0.83
2024,3942852,Camilo Andrés Vargas Gil,Colombia,2,0.351,2.0,0.0,0.175,3.0,190.0,0.166,29.95
2024,3930160,Andrej Kramarić,Croatia,8,1.031,12.0,0.0,0.129,19.0,560.0,0.166,55.18
2024,3941021,Jerdy Schouten,Netherlands,6,0.739,8.0,1.0,0.123,26.0,402.0,0.165,32.03
2024,3930160,Josip Šutalo,Croatia,5,0.855,8.0,0.0,0.171,20.0,465.0,0.165,45.76
2024,3930184,Robin Hranáč,Czech Republic,2,0.337,2.0,0.0,0.169,3.0,184.0,0.165,27.71
2024,3942415,Lucas Tolentino Coelho de Lima,Brazil,3,0.435,3.0,0.0,0.145,17.0,237.0,0.165,11.42
2023/2024,3895113,Victor Okoh Boniface,Bayer Leverkusen,8,1.361,8.0,2.0,0.17,18.0,744.0,0.165,69.34
2024,3939982,Ronald Federico Araújo da Silva,Uruguay,9,1.521,10.0,2.0,0.169,34.0,828.0,0.165,65.7
2024,3941019,Marcus Thuram,France,6,0.668,6.0,0.0,0.111,7.0,366.0,0.164,52.93
2024,3930173,Memphis Depay,Netherlands,3,0.426,4.0,0.0,0.142,5.0,234.0,0.164,71.2
2023/2024,3895302,Milos Veljkovic,Werder Bremen,3,0.471,3.0,0.0,0.157,18.0,258.0,0.164,72.54
2024,3939991,Daniel Muñoz Mejía,Colombia,4,0.655,4.0,1.0,0.164,8.0,360.0,0.164,43.58
2023/2024,3895292,Florian Wirtz,Bayer Leverkusen,9,1.558,11.0,1.0,0.173,30.0,855.0,0.164,64.08
2023/2024,3895202,Daniel Olmo Carvajal,RB Leipzig,6,0.808,7.0,2.0,0.135,12.0,444.0,0.164,75.68
2024,3941018,Zuriko Davitashvili,Georgia,1,0.053,1.0,0.0,0.053,2.0,29.0,0.164,46.87
2023/2024,3895167,Exequiel Alejandro Palacios,Bayer Leverkusen,6,0.886,7.0,1.0,0.148,35.0,486.0,0.164,58.64
2024,3930176,Dan Ndoye,Switzerland,2,0.228,2.0,1.0,0.114,5.0,126.0,0.163,81.4
2023/2024,3895158,Julian Ryerson,Borussia Dortmund,3,0.505,4.0,1.0,0.168,10.0,279.0,0.163,63.12
2024,3938641,Jakub Piotrowski,Poland,4,0.333,4.0,0.0,0.083,9.0,184.0,0.163,27.0
2024,3939969,Cristian Gabriel Romero,Argentina,6,1.01,7.0,1.0,0.168,15.0,558.0,0.163,30.03
2023/2024,3895180,Lukáš Hrádecký,Bayer Leverkusen,3,0.506,3.0,1.0,0.169,4.0,279.0,0.163,19.56
2023/2024,3895286,David Jurásek,Hoffenheim,2,0.345,2.0,1.0,0.173,4.0,190.0,0.163,53.14
2024,3942382,Wout Weghorst,Netherlands,2,0.18,3.0,0.0,0.09,4.0,100.0,0.162,28.12
2024,3943043,Daniel Olmo Carvajal,Spain,7,1.157,8.0,1.0,0.165,20.0,644.0,0.162,66.4
2024,3938640,Volodymyr Brazhko,Ukraine,4,0.584,4.0,1.0,0.146,19.0,324.0,0.162,34.29
2023/2024,3895134,Anton Stach,Hoffenheim,8,1.336,10.0,2.0,0.167,27.0,744.0,0.162,95.17
2024,3939984,Jhon Andrés Córdoba Copete,Colombia,5,0.674,8.0,1.0,0.135,6.0,375.0,0.162,25.49
2023/2024,3895067,Victor Okoh Boniface,Bayer Leverkusen,11,1.795,13.0,4.0,0.163,31.0,1001.0,0.161,64.55
2024,3941017,Harry Kane,England,5,0.941,7.0,1.0,0.188,6.0,525.0,0.161,61.4
2024,3941022,Philipp Lienhart,Austria,7,0.765,7.0,0.0,0.109,19.0,427.0,0.161,32.67
2024,3939969,Liam Millar,Canada,3,0.45,5.0,0.0,0.15,5.0,252.0,0.161,58.46
2023/2024,3895244,Nikola Dovedan,FC Heidenheim,4,0.314,4.0,1.0,0.078,9.0,176.0,0.161,68.67
2024,3942228,Lisandro Martínez,Argentina,4,0.551,5.0,1.0,0.138,11.0,308.0,0.161,11.69
2023/2024,3895167,Waldemar Anton,VfB Stuttgart,9,1.464,12.0,1.0,0.163,44.0,819.0,0.161,71.79
2024,3930167,Mario Pašalić,Croatia,6,0.547,7.0,1.0,0.091,13.0,306.0,0.161,30.79
2024,3930164,Koen Casteels,Belgium,5,0.822,6.0,0.0,0.164,15.0,460.0,0.161,51.85
2024,3930159,Ruben Vargas,Switzerland,7,0.914,7.0,1.0,0.131,17.0,511.0,0.161,43.61
2024,3941017,Peter Pekarík,Slovakia,3,0.574,3.0,0.0,0.191,7.0,321.0,0.161,37.08
2024,3941020,Diogo José Teixeira da Silva,Portugal,2,0.168,2.0,0.0,0.084,5.0,94.0,0.161,4.18
2024,3939970,Gianluca Lapadula Vargas,Peru,3,0.504,4.0,0.0,0.168,6.0,282.0,0.161,80.25
2023/2024,3895340,Patrick Osterhage,Bochum,1,0.152,1.0,0.0,0.152,2.0,85.0,0.161,48.39
2024,3930181,Jordan Pickford,England,3,0.485,3.0,0.0,0.162,6.0,273.0,0.16,65.88
2024,3939969,Marcos Javier Acuña,Argentina,6,0.939,7.0,1.0,0.156,17.0,528.0,0.16,27.92
2024,3938643,Robert Lewandowski,Poland,6,1.011,6.0,1.0,0.169,11.0,570.0,0.16,85.74
2023/2024,3895286,Oliver Baumann,Hoffenheim,3,0.506,3.0,1.0,0.169,3.0,285.0,0.16,77.94
2023/2024,3895286,Wout Weghorst,Hoffenheim,3,0.411,3.0,1.0,0.137,5.0,231.0,0.16,63.31
2024,3943043,Álvaro Borja Morata Martín,Spain,7,0.829,8.0,0.0,0.118,12.0,469.0,0.159,47.57
2024,3941019,Ikoma Loïs Openda,Belgium,1,0.106,1.0,0.0,0.106,2.0,60.0,0.159,29.18
2023/2024,3895180,Ellyes Joris Skhiri,Eintracht Frankfurt,1,0.053,1.0,0.0,0.053,4.0,30.0,0.159,28.66
2023/2024,3895180,Hrvoje Smolčić,Eintracht Frankfurt,1,0.053,1.0,0.0,0.053,2.0,30.0,0.159,28.66
2024,3939992,Jefferson Brenes Rojas,Costa Rica,2,0.272,2.0,2.0,0.136,4.0,154.0,0.159,99.98
2024,3930174,Cristiano Ronaldo dos Santos Aveiro,Portugal,9,1.475,9.0,1.0,0.164,22.0,837.0,0.159,77.58
2024,3939986,Gonzalo Ariel Montiel,Argentina,3,0.493,4.0,1.0,0.164,9.0,279.0,0.159,25.36
2024,3939979,Santiago Tomás Giménez,Mexico,4,0.422,4.0,0.0,0.106,8.0,240.0,0.158,20.06
2023/2024,3895158,Marius Wolf,Borussia Dortmund,3,0.495,4.0,1.0,0.165,10.0,282.0,0.158,61.87
