match_id,team,passes,total_passes,possession_pct
22943,United States Women's,710,974.0,72.9
22943,Thailand Women's,264,974.0,27.1
22944,Sweden Women's,583,862.0,67.63
22944,Chile Women's,279,862.0,32.37
22945,Korea Republic Women's,553,868.0,63.71
22945,Nigeria Women's,315,868.0,36.29
22948,Norway Women's,442,803.0,55.04
22948,France Women's,361,803.0,44.96
22949,Spain Women's,563,870.0,64.71
22949,Germany Women's,307,870.0,35.29
22955,Australia Women's,528,951.0,55.52
22955,Brazil Women's,423,951.0,44.48
22956,China PR Women's,490,937.0,52.29
22956,South Africa Women's,447,937.0,47.71
22961,Japan Women's,509,1007.0,50.55
22961,Scotland Women's,498,1007.0,49.45
22962,England Women's,617,839.0,73.54
22962,Argentina Women's,222,839.0,26.46
22963,Italy Women's,483,857.0,56.36
22963,Jamaica Women's,374,857.0,43.64
22964,Netherlands Women's,522,867.0,60.21
22964,Cameroon Women's,345,867.0,39.79
22966,Canada Women's,663,959.0,69.13
22966,New Zealand Women's,296,959.0,30.87
22973,Sweden Women's,661,919.0,71.93
22973,Thailand Women's,258,919.0,28.07
22974,United States Women's,613,868.0,70.62
22974,Chile Women's,255,868.0,29.38
22980,France Women's,575,814.0,70.64
22980,Nigeria Women's,239,814.0,29.36
22981,Korea Republic Women's,480,823.0,58.32
22981,Norway Women's,343,823.0,41.68
22983,Spain Women's,610,945.0,64.55
22983,China PR Women's,335,945.0,35.45
22984,Germany Women's,597,1002.0,59.58
22984,South Africa Women's,405,1002.0,40.42
68311,Australia Women's,704,971.0,72.5
68311,Jamaica Women's,267,971.0,27.5
68312,Brazil Women's,420,810.0,51.85
68312,Italy Women's,390,810.0,48.15
68313,Barcelona,507,848.0,59.79
68313,Osasuna,341,848.0,40.21
68314,Barcelona,656,922.0,71.15
68314,Málaga,266,922.0,28.85
68315,Barcelona,552,867.0,63.67
68315,Levante UD,315,867.0,36.33
68316,Barcelona,692,961.0,72.01
68316,Albacete,269,961.0,27.99
68317,Barcelona,505,880.0,57.39
68317,Real Zaragoza,375,880.0,42.61
68318,Barcelona,640,951.0,67.3
68318,Osasuna,311,951.0,32.7
68319,Real Madrid,468,932.0,50.21
68319,Barcelona,464,932.0,49.79
68320,Villarreal,446,875.0,50.97
68320,Barcelona,429,875.0,49.03
68321,Barcelona,615,1002.0,61.38
68321,Sevilla,387,1002.0,38.62
68322,Barcelona,460,860.0,53.49
68322,Cádiz,400,860.0,46.51
68323,Barcelona,554,1003.0,55.23
68323,Celta Vigo,449,1003.0,44.77
68324,Barcelona,580,917.0,63.25
68324,Deportivo Alavés,337,917.0,36.75
68325,Barcelona,551,948.0,58.12
68325,Mallorca,397,948.0,41.88
68326,Barcelona,667,1028.0,64.88
68326,Celta Vigo,361,1028.0,35.12
68327,Barcelona,685,1085.0,63.13
68327,Osasuna,400,1085.0,36.87
68328,Barcelona,726,1072.0,67.72
68328,Valencia,346,1072.0,32.28
