player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
Cleber Janderson Pereira Reis,Hamburger SV,587,0.0,0.0,201.0,0.0
Javier Ros Añón,Real Sociedad,29,0.0,0.0,4.0,0.0
José María Callejón Bueno,Real Madrid,15,0.0,0.0,3.0,0.0
Hélder Miguel Do Rosario Data,Málaga,28,0.0,0.0,14.0,0.0
Jorge Resurrección Merodio,Atlético Madrid,2515,0.0,0.0,637.0,0.0
Ismael López Blanco,Sporting Gijón,913,0.0,0.0,309.0,0.0
Émerson Leão,Brazil,22,0.0,0.0,10.0,0.0
Josu Sarriegi Zumárraga,Athletic Club,33,0.0,0.0,21.0,0.0
Alejandro Jesús Bran Flores,Costa Rica,10,0.0,0.0,2.0,0.0
Roberto Soriano,Villarreal,52,0.0,0.0,14.0,0.0
Florian Tardieu,Troyes,53,0.0,0.0,15.0,0.0
Hugo Alejandro Sotil Yerén,Peru,20,0.0,0.0,2.0,0.0
Ángel Trujillo Canorea,Almería,28,0.0,0.0,14.0,0.0
Benedicte Håland,Bristol City WFC,29,0.0,0.0,12.0,0.0
Jorge Ortiz Mendoza,Goa,486,0.0,0.0,120.0,0.0
Saviour Gama,Goa,311,0.0,0.0,72.0,0.0
Iñaki Muñoz Oroz,Osasuna,57,0.0,0.0,18.0,0.0
Mário Fernando Magalhães da Silva,Cádiz,25,0.0,0.0,8.0,0.0
Leonie Maier,Germany Women's,23,0.0,0.0,5.0,0.0
Fernando Niño Rodriguez,Villarreal,5,0.0,0.0,0.0,
Su Helen Ignacia Galaz Espinoza,Chile Women's,39,0.0,0.0,20.0,0.0
Hamari Traoré,Stade de Reims,1345,0.0,0.0,489.0,0.0
Luis Jan Piers Advíncula Castrillón,Rayo Vallecano,32,0.0,0.0,14.0,0.0
Rosinei Adolfo,Real Murcia CF,15,0.0,0.0,3.0,0.0
Pedro León Sánchez Gil,Levante UD,11,0.0,0.0,0.0,
Luka Milivojević,Serbia,63,0.0,0.0,26.0,0.0
Kevin Kilbane,Everton,24,0.0,0.0,6.0,0.0
Jordan Lotiès,Osasuna,34,0.0,0.0,16.0,0.0
Seung-Woo Lee,South Korea,18,0.0,0.0,4.0,0.0
Matías Ezequiel Vargas Martín,Espanyol,11,0.0,0.0,3.0,0.0
Anthony Rubén Lozano Colón,Girona,21,0.0,0.0,2.0,0.0
Fábio Pereira da Silva,Manchester United,15,0.0,0.0,3.0,0.0
Francisco Javier García Fernández,Real Madrid,10,0.0,0.0,4.0,0.0
Ronaldo Aparecido Rodrigues,Wolfsburg,1552,0.0,0.0,694.0,0.0
Diego da Silva Costa,Rayo Vallecano,11,0.0,0.0,2.0,0.0
Laurențiu Dumitru Roșu,Recreativo Huelva,16,0.0,0.0,2.0,0.0
Hatem Ben Arfa,OGC Nice,1060,0.0,0.0,232.0,0.0
Víctor Machín Pérez,Atlético Madrid,16,0.0,0.0,5.0,0.0
Germán Alejandro Pezzella,Real Betis,618,0.0,0.0,243.0,0.0
Yohan Cabaye,Crystal Palace,1111,0.0,0.0,357.0,0.0
Silawan Intamee,Thailand Women's,35,0.0,0.0,12.0,0.0
Andrei Girotto,Nantes,139,0.0,0.0,41.0,0.0
Gildo Lourenço Vilanculos,Mozambique,15,0.0,0.0,2.0,0.0
Adalberto Peñaranda Maestre,Málaga,28,0.0,0.0,0.0,
Néstor Fabián Canobbio Bentaberry,Celta Vigo,51,0.0,0.0,16.0,0.0
José Antonio Camacho Alfaro,Real Madrid,22,0.0,0.0,5.0,0.0
Felipe Salvador Caicedo Corozo,Levante UD,10,0.0,0.0,2.0,0.0
Antoine Rabillard,Marseille,13,0.0,0.0,2.0,0.0
Aly Cissokho,Valencia,53,0.0,0.0,21.0,0.0
Marcos Paulo Mesquita Lopes,Troyes,20,0.0,0.0,4.0,0.0
Jacobo Sanz Ovejero,Real Valladolid,22,0.0,0.0,22.0,0.0
Yann Gérard M''Vila,Sunderland,1404,0.0,0.0,497.0,0.0
Jean-Jacques Marcel,France,18,0.0,0.0,6.0,0.0
Bastian Schweinsteiger,Manchester United,924,0.0,0.0,270.0,0.0
David Mateos Ramajo,Real Zaragoza,13,0.0,0.0,6.0,0.0
Arthur Desmas,Clermont Foot,22,0.0,0.0,9.0,0.0
Ja-Cheol Koo,FSV Mainz 05,8,0.0,0.0,1.0,0.0
Luc Rollet De Fougerolles,Canada,14,0.0,0.0,4.0,0.0
Alassane Pléa,OGC Nice,383,0.0,0.0,57.0,0.0
Gonçalo Manuel Ganchinho Guedes,Portugal,51,0.0,0.0,12.0,0.0
Gilberto Aparecido da Silva,Arsenal,1303,0.0,0.0,320.0,0.0
Darko Brašanac,Leganés,12,0.0,0.0,2.0,0.0
Wayne Hennessey,Crystal Palace,431,0.0,0.0,359.0,0.0
Francisco Portillo Soler,Real Betis,459,0.0,0.0,121.0,0.0
Roberto Lopes de Miranda,Brazil,11,0.0,0.0,3.0,0.0
Carles Aleña Castillo,Getafe,7,0.0,0.0,4.0,0.0
Enzo Pablo Roco Roco,Elche,9,0.0,0.0,4.0,0.0
Zlatan Ibrahimović,Barcelona,489,0.0,0.0,69.0,0.0
Ezequiel Marcelo Garay,Real Madrid,39,0.0,0.0,18.0,0.0
Bersant Celina,Manchester City,13,0.0,0.0,3.0,0.0
Steven Whittaker,Norwich City,294,0.0,0.0,82.0,0.0
Martin Petrov,Atlético Madrid,28,0.0,0.0,9.0,0.0
Aleksandar Kolarov,Serbia,103,0.0,0.0,29.0,0.0
Jacek Góralski,Poland,56,0.0,0.0,10.0,0.0
Hamit Altıntop,Bayern Munich,27,0.0,0.0,4.0,0.0
Gianpietro Marchetti,Juventus,32,0.0,0.0,12.0,0.0
Perparim Hetemaj,Chievo,834,0.0,0.0,214.0,0.0
Dylan Daniel Mahmoud Bronn,Metz,17,0.0,0.0,8.0,0.0
Franck Honorat,OGC Nice,29,0.0,0.0,4.0,0.0
Izet Hajrović,Eibar,54,0.0,0.0,10.0,0.0
Junior Tchamadeu,Cameroon,7,0.0,0.0,1.0,0.0
Saïd Boutahar,Real Zaragoza,7,0.0,0.0,3.0,0.0
Júlio César Jacobi,Granada,16,0.0,0.0,14.0,0.0
Gerard Gumbau Garriga,Leganés,9,0.0,0.0,2.0,0.0
Keita Baldé Diao,Lazio,501,0.0,0.0,72.0,0.0
Christopher Nkunku,Paris Saint-Germain,259,0.0,0.0,53.0,0.0
Álvaro González Soberón,Racing Santander,24,0.0,0.0,13.0,0.0
Anders Svensson,Southampton,8,0.0,0.0,2.0,0.0
Isaac Carcelén Valencia,Cádiz,20,0.0,0.0,10.0,0.0
MacDonald Mariga Wanyama,Real Sociedad,10,0.0,0.0,4.0,0.0
Medhi Amine El Mouttaqi Benatia,Bayern Munich,740,0.0,0.0,198.0,0.0
Germán Adrián Ramón Burgos,River Plate,15,0.0,0.0,14.0,0.0
José Ortiz Bernal,Almería,10,0.0,0.0,5.0,0.0
René Orlando Houseman,Argentina,5,0.0,0.0,2.0,0.0
Sergio Mendigutxia Iglesias,Sporting Gijón,5,0.0,0.0,0.0,
Adrián López Rodríguez,RC Deportivo La Coruña,20,0.0,0.0,12.0,0.0
Ikechukwu Uche,Getafe,14,0.0,0.0,2.0,0.0
Kanjanaporn Saengkoon,Thailand Women's,9,0.0,0.0,2.0,0.0
Sébastien Corchia,Nantes,18,0.0,0.0,8.0,0.0
Jasper Cillessen,Valencia,21,0.0,0.0,14.0,0.0
Ryan Bertrand,Chelsea,16,0.0,0.0,3.0,0.0
Allie Long,United States Women's,18,0.0,0.0,4.0,0.0
Stere Adamache,Romania,7,0.0,0.0,3.0,0.0
Jaume Doménech Sánchez,Valencia,336,0.0,0.0,237.0,0.0
Andrew Davies,Middlesbrough,10,0.0,0.0,4.0,0.0
Christian Benteke Liolo,Liverpool,344,0.0,0.0,54.0,0.0
Tiago Manuel Dias Correia,Córdoba CF,10,0.0,0.0,3.0,0.0
Michael Oakes,Wolverhampton Wanderers,5,0.0,0.0,5.0,0.0
David Yelldell,Bayer Leverkusen,6,0.0,0.0,6.0,0.0
Jose Antonio Culebras Arenas,Tenerife,14,0.0,0.0,5.0,0.0
Arkadiusz Milik,Marseille,14,0.0,0.0,0.0,
Kalu Uche,Levante UD,9,0.0,0.0,1.0,0.0
José Antonio García Rabasco,Levante UD,1049,0.0,0.0,342.0,0.0
Pedro Eliezer Rodríguez Ledesma,Chelsea,835,0.0,0.0,152.0,0.0
Ian González Nieto,Getafe,9,0.0,0.0,1.0,0.0
Aloïs Confais,Troyes,539,0.0,0.0,126.0,0.0
Grégory Pujol,Gazélec Ajaccio,231,0.0,0.0,45.0,0.0
Seydou Doumbia,Newcastle United,6,0.0,0.0,0.0,
Ella Franklin-Fraiture,Aston Villa,303,0.0,0.0,115.0,0.0
Danica Evans,Orlando Pride,6,0.0,0.0,4.0,0.0
Jonhatan Montiel Caballero,Rayo Vallecano,55,0.0,0.0,12.0,0.0
Sean Davis,Nashville SC,5,0.0,0.0,1.0,0.0
Sebastián Pascual Rambert,River Plate,8,0.0,0.0,2.0,0.0
Lothar Kurbjuweit,German DR,39,0.0,0.0,17.0,0.0
David Simón Rodríguez Santana,Las Palmas,1107,0.0,0.0,275.0,0.0
Augusto de Jesus Corte Real Carneiro,Angola,123,0.0,0.0,49.0,0.0
Lionel Andrés Messi Cuccittini,Barcelona,23133,0.0,0.0,5805.0,0.0
Poppy Pattinson,Bristol City WFC,591,0.0,0.0,260.0,0.0
Neymar da Silva Santos Junior,Barcelona,4625,0.0,0.0,873.0,0.0
Gennaro Sardo,Chievo,157,0.0,0.0,59.0,0.0
Djibril Sidibé,Lille,1643,0.0,0.0,515.0,0.0
Alberto Rivera Pizarro,Levante UD,33,0.0,0.0,14.0,0.0
Oriol Romeu Vidal,Southampton,701,0.0,0.0,241.0,0.0
Emiliano Buendía,Getafe,326,0.0,0.0,86.0,0.0
Saphir Sliti Taïder,Bologna,905,0.0,0.0,196.0,0.0
Jesse Lingard,Manchester United,635,0.0,0.0,119.0,0.0
John Anthony Brooks,Hertha Berlin,1039,0.0,0.0,400.0,0.0
Jaume Vicent Costa Jordá,Villarreal,826,0.0,0.0,250.0,0.0
Jonathan Rodríguez Menéndez,Sporting Gijón,662,0.0,0.0,184.0,0.0
Sebastián Enzo Cáceres Ramos,Uruguay,93,0.0,0.0,38.0,0.0
Martin Olsson,Norwich City,446,0.0,0.0,143.0,0.0
Sidnei Rechel da Silva Júnior,RC Deportivo La Coruña,1038,0.0,0.0,389.0,0.0
Idriss Carlos Kameni,Málaga,575,0.0,0.0,475.0,0.0
Daniel Ciofani,Frosinone,377,0.0,0.0,81.0,0.0
Dimitrios Siovas,Leganés,65,0.0,0.0,25.0,0.0
Marcos Aoás Corrêa,Paris Saint-Germain,4888,0.0,0.0,1458.0,0.0
Steven N''Kemboanza Mike Christopher Nzonzi,Sevilla,1038,0.0,0.0,348.0,0.0
Kolbeinn Sigþórsson,Nantes,400,0.0,0.0,69.0,0.0
Alejandro Pozo Pozo,Mallorca,45,0.0,0.0,10.0,0.0
Jonjo Shelvey,Newcastle United,527,0.0,0.0,180.0,0.0
Ikechi Anya,Watford,620,0.0,0.0,165.0,0.0
Jack Grealish,Aston Villa,269,0.0,0.0,49.0,0.0
Matt Ritchie,AFC Bournemouth,1176,0.0,0.0,292.0,0.0
Daniele Croce,Empoli,754,0.0,0.0,141.0,0.0
Marko Baša,Lille,559,0.0,0.0,208.0,0.0
Seydou Kéita,Barcelona,3579,0.0,0.0,746.0,0.0
Fabián Ariel Orellana Valenzuela,Celta Vigo,1311,0.0,0.0,350.0,0.0
Abdoul Razzagui Camara,Angers,330,0.0,0.0,69.0,0.0
Diego Castro Giménez,Getafe,80,0.0,0.0,18.0,0.0
Andrea Bertolacci,AC Milan,807,0.0,0.0,260.0,0.0
Julian Baumgartlinger,FSV Mainz 05,1228,0.0,0.0,274.0,0.0
Carlos Marchena López,Villarreal,83,0.0,0.0,17.0,0.0
Luiz Gustavo Dias,Wolfsburg,955,0.0,0.0,228.0,0.0
Kelsey Wys,Washington Spirit,17,0.0,0.0,12.0,0.0
Faustino Marcos Alberto Rojo,Argentina,142,0.0,0.0,49.0,0.0
Fara Williams,Reading WFC,1336,0.0,0.0,444.0,0.0
Tomislav Mrčela,East Bengal,159,0.0,0.0,76.0,0.0
Andoni Iraola Sagarna,Athletic Club,353,0.0,0.0,128.0,0.0
Tessa Wullaert,Manchester City WFC,845,0.0,0.0,240.0,0.0
Keylor Navas Gamboa,Paris Saint-Germain,308,0.0,0.0,165.0,0.0
Andrea Barzagli,Juventus,1778,0.0,0.0,664.0,0.0
Marwin Hitz,Augsburg,795,0.0,0.0,621.0,0.0
Marco Verratti,Paris Saint-Germain,4825,0.0,0.0,1163.0,0.0
Gemma Suzanne Davison,Reading WFC,174,0.0,0.0,61.0,0.0
Emil Hallfreðsson,Hellas Verona,487,0.0,0.0,136.0,0.0
Roberto Crivello,Frosinone,473,0.0,0.0,176.0,0.0
Sergio Martínez Ballesteros,Levante UD,36,0.0,0.0,22.0,0.0
Iriney Santos Da Silva,Granada,19,0.0,0.0,1.0,0.0
Aleksandar Mitrović,Newcastle United,519,0.0,0.0,56.0,0.0
Kyle Walker,Tottenham Hotspur,1315,0.0,0.0,418.0,0.0
Faouzi Ghoulam,Napoli,2026,0.0,0.0,544.0,0.0
Nemanja Radoja,Celta Vigo,735,0.0,0.0,198.0,0.0
İlkay Gündoğan,Borussia Dortmund,1799,0.0,0.0,472.0,0.0
Mauricio Aníbal Isla Isla,Marseille,1045,0.0,0.0,364.0,0.0
Ludovic Lamine Sané,Bordeaux,439,0.0,0.0,155.0,0.0
Saúl Ñíguez Esclapez,Atlético Madrid,1187,0.0,0.0,333.0,0.0
Lucy Hope,Everton LFC,658,0.0,0.0,170.0,0.0
Zakaria Diallo,NorthEast United,246,0.0,0.0,133.0,0.0
Matteo Bianchetti,Hellas Verona,581,0.0,0.0,236.0,0.0
Eneko Bóveda Altube,Athletic Club,790,0.0,0.0,212.0,0.0
Rubén Pardo Gutiérrez,Real Sociedad,1050,0.0,0.0,339.0,0.0
Diego López Rodríguez,AC Milan,189,0.0,0.0,148.0,0.0
Alfonso Pedraza Sag,Deportivo Alavés,18,0.0,0.0,6.0,0.0
Hannah Godfrey,Tottenham Hotspur Women,766,0.0,0.0,284.0,0.0
Kenan Karaman,Hannover 96,356,0.0,0.0,85.0,0.0
Erickson Patrick Correia Andrade,Cape Verde Islands,43,0.0,0.0,11.0,0.0
Robert Ibáñez Castro,Granada,172,0.0,0.0,28.0,0.0
Lars Christian Jacobsen,Guingamp,862,0.0,0.0,339.0,0.0
Alejandro Pozuelo Melero,Real Betis,35,0.0,0.0,8.0,0.0
Jimmy Briand,Guingamp,739,0.0,0.0,152.0,0.0
Giulio Donati,FSV Mainz 05,335,0.0,0.0,128.0,0.0
Allysha Lyn Chapman,Houston Dash,155,0.0,0.0,74.0,0.0
Christian Gentner,VfB Stuttgart,993,0.0,0.0,325.0,0.0
Sébastien Aymar Bassong Nguena,Norwich City,737,0.0,0.0,274.0,0.0
Jordi Amat Maas,Swansea City,145,0.0,0.0,55.0,0.0
Deanna Cooper,Chelsea FCW,157,0.0,0.0,40.0,0.0
Ali Adnan Kadhim Al Tameemi,Udinese,647,0.0,0.0,236.0,0.0
Diego Perotti,AS Roma,615,0.0,0.0,171.0,0.0
Jordan Brian Henderson,Liverpool,835,0.0,0.0,257.0,0.0
Alen Halilović,Sporting Gijón,673,0.0,0.0,211.0,0.0
Andreas Christensen,Borussia Mönchengladbach,1596,0.0,0.0,465.0,0.0
François Modesto,Bastia,750,0.0,0.0,321.0,0.0
Vincent Koziello,OGC Nice,1585,0.0,0.0,253.0,0.0
Jérôme Le Moigne,Gazélec Ajaccio,976,0.0,0.0,293.0,0.0
Antonio Manuel Luna Rodríguez,Almería,28,0.0,0.0,14.0,0.0
Isobel Mary Christiansen,Everton LFC,943,0.0,0.0,301.0,0.0
Lassana Diarra,Marseille,1207,0.0,0.0,359.0,0.0
José Miguel da Rocha Fonte,Southampton,1375,0.0,0.0,559.0,0.0
Tolga Ciğerci,Hertha Berlin,540,0.0,0.0,106.0,0.0
Lassine Sinayoko,Mali,76,0.0,0.0,6.0,0.0
Christian Alberto Cueva Bravo,Peru,129,0.0,0.0,31.0,0.0
Alessandro Diamanti,Atalanta,390,0.0,0.0,140.0,0.0
David Ángel Abraham,Eintracht Frankfurt,892,0.0,0.0,327.0,0.0
Lia Wälti,Arsenal WFC,2155,0.0,0.0,678.0,0.0
Salam Ranjan Singh,Chennaiyin,75,0.0,0.0,26.0,0.0
Francisco Javier Hernández González,Odisha,392,0.0,0.0,123.0,0.0
Sergio Busquets i Burgos,Inter Miami,383,0.0,0.0,91.0,0.0
Sari van Veenendaal,Arsenal WFC,190,0.0,0.0,148.0,0.0
Noah Fadiga,Stade Brestois,43,0.0,0.0,12.0,0.0
Gabriel Alejandro Milito,Real Zaragoza,107,0.0,0.0,58.0,0.0
Guillermo Varela Olivera,Manchester United,154,0.0,0.0,41.0,0.0
Almog Cohen,Ingolstadt,181,0.0,0.0,53.0,0.0
Kevin Linford Stewart,Liverpool,408,0.0,0.0,90.0,0.0
Nolan Roux,Saint-Étienne,333,0.0,0.0,72.0,0.0
Makoto Hasebe,Japan,183,0.0,0.0,39.0,0.0
Sergio Rico González,Sevilla,750,0.0,0.0,511.0,0.0
Giampiero Pinzi,Chievo,403,0.0,0.0,83.0,0.0
Juraj Kucka,AC Milan,756,0.0,0.0,204.0,0.0
Markus Suttner,Ingolstadt,385,0.0,0.0,193.0,0.0
Dylan Batubinsika,Congo DR,158,0.0,0.0,42.0,0.0
Éver Maximiliano David Banega,Atlético Madrid,21,0.0,0.0,5.0,0.0
Ramy Bensebaini,Montpellier,585,0.0,0.0,188.0,0.0
Dmytro Chygrynskiy,Barcelona,651,0.0,0.0,232.0,0.0
Brede Hangeland,Crystal Palace,217,0.0,0.0,79.0,0.0
Ahmed Sayed,Egypt,108,0.0,0.0,29.0,0.0
Andrew Nabbout,Australia,14,0.0,0.0,3.0,0.0
Álvaro Negredo Sánchez,Valencia,251,0.0,0.0,64.0,0.0
Nabil Fekir,Real Betis,38,0.0,0.0,11.0,0.0
Jordan Stewart,Leicester City,36,0.0,0.0,9.0,0.0
Manuel Castellano Castro,Eibar,286,0.0,0.0,112.0,0.0
Paul Bernardoni,Troyes,213,0.0,0.0,179.0,0.0
Claire Lauren Rafferty,West Ham United LFC,421,0.0,0.0,191.0,0.0
Davide Bertoncini,Frosinone,86,0.0,0.0,34.0,0.0
Thomas Kraft,Hertha Berlin,150,0.0,0.0,121.0,0.0
Gary O''Neil,Norwich City,734,0.0,0.0,221.0,0.0
Amber Gaylor,Yeovil Town LFC,110,0.0,0.0,27.0,0.0
Martin Hinteregger,Borussia Mönchengladbach,327,0.0,0.0,115.0,0.0
Aníbal Samuel Matellán,Gimnàstic Tarragona,15,0.0,0.0,5.0,0.0
Ellen White,Manchester City WFC,403,0.0,0.0,61.0,0.0
Daniele Verde,Real Valladolid,20,0.0,0.0,6.0,0.0
André Martín Carrillo Díaz,Peru,85,0.0,0.0,18.0,0.0
Fabián Ruiz Peña,Real Betis,264,0.0,0.0,46.0,0.0
Pablo Pinillos Caro,Racing Santander,139,0.0,0.0,58.0,0.0
Lily Woodham,Reading WFC,409,0.0,0.0,100.0,0.0
Mile Jedinak,Australia,151,0.0,0.0,48.0,0.0
Felipe Dias da Silva dal Belo,Udinese,681,0.0,0.0,286.0,0.0
Kialonda Gaspar,Angola,172,0.0,0.0,59.0,0.0
Kevin Lenini Gonçalves Pereira de Pina,Cape Verde Islands,167,0.0,0.0,45.0,0.0
Chloe Peplow,Brighton & Hove Albion WFC,374,0.0,0.0,96.0,0.0
Vicente Rodríguez Guillén,Valencia,52,0.0,0.0,11.0,0.0
Virgil van Dijk,Liverpool,45,0.0,0.0,15.0,0.0
Mame Biram Diouf,Stoke City,199,0.0,0.0,30.0,0.0
Nicolas Pallois,Bordeaux,610,0.0,0.0,280.0,0.0
Shkodran Mustafi,Valencia,1239,0.0,0.0,553.0,0.0
Poliana Barbosa Medeiros,Orlando Pride,110,0.0,0.0,43.0,0.0
Roman Neustädter,Schalke 04,1270,0.0,0.0,512.0,0.0
Christina Gibbons,NJ/NY Gotham FC,77,0.0,0.0,30.0,0.0
Franco Brienza,Bologna,670,0.0,0.0,216.0,0.0
Garry Mendes Rodrigues,Cape Verde Islands,36,0.0,0.0,6.0,0.0
Francisco Jesús Pérez Malia,Xerez,46,0.0,0.0,14.0,0.0
Nicolas Pallois,Nantes,72,0.0,0.0,32.0,0.0
Stéphane Darbion,Troyes,685,0.0,0.0,167.0,0.0
Abdul Majeed Waris,Lorient,291,0.0,0.0,50.0,0.0
Amarjit Singh Kiyam Singh,East Bengal,258,0.0,0.0,66.0,0.0
Samuel Souprayen,Hellas Verona,738,0.0,0.0,212.0,0.0
Emma Wilhelmina Koivisto,Brighton & Hove Albion WFC,305,0.0,0.0,108.0,0.0
Caiuby Francisco da Silva,Augsburg,493,0.0,0.0,124.0,0.0
Peter Stroud,New York Red Bulls,32,0.0,0.0,1.0,0.0
Ander Iturraspe Derteano,Espanyol,10,0.0,0.0,1.0,0.0
Manuel Fernández Muñíz,RC Deportivo La Coruña,114,0.0,0.0,108.0,0.0
Mzamiru Yassin,Tanzania,52,0.0,0.0,7.0,0.0
Gustavo Adrián López Pablo,Celta Vigo,18,0.0,0.0,7.0,0.0
Rob Elliot,Newcastle United,382,0.0,0.0,342.0,0.0
Claudia Walker,Birmingham City WFC,408,0.0,0.0,73.0,0.0
Darren Sidoel,East Bengal,195,0.0,0.0,70.0,0.0
Javier Guerra Rodríguez,Rayo Vallecano,477,0.0,0.0,73.0,0.0
Romain Brégerie,Ingolstadt,246,0.0,0.0,94.0,0.0
Taylor Smith,Washington Spirit,223,0.0,0.0,92.0,0.0
Thaysa de Moraes Rosa Moreno,Brazil Women's,117,0.0,0.0,39.0,0.0
Adnan Januzaj,Real Sociedad,47,0.0,0.0,21.0,0.0
Ramona Petzelberger,Aston Villa,241,0.0,0.0,42.0,0.0
Steeve Yago,Toulouse,509,0.0,0.0,201.0,0.0
Josip Iličić,Fiorentina,830,0.0,0.0,180.0,0.0
Simone Verdi,Carpi,67,0.0,0.0,23.0,0.0
Maximiliano Nicol Moralez,Atalanta,604,0.0,0.0,135.0,0.0
Matteo Fedele,Carpi,167,0.0,0.0,43.0,0.0
Mohammad Mobashir Rahman,Jamshedpur,145,0.0,0.0,38.0,0.0
Jesús Capitán Prada,Real Betis,70,0.0,0.0,13.0,0.0
Aritz Aduriz Zubeldia,Athletic Club,608,0.0,0.0,123.0,0.0
Sergio Sánchez Ortega,Málaga,106,0.0,0.0,49.0,0.0
Guglielmo Stendardo,Atalanta,331,0.0,0.0,86.0,0.0
Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,246,0.0,0.0,55.0,0.0
Sergio Escudero Palomo,Sevilla,673,0.0,0.0,214.0,0.0
Lubambo Musonda,Zambia,63,0.0,0.0,9.0,0.0
Edilson Alberto Monteiro Sanches Borges,Cape Verde Islands,40,0.0,0.0,18.0,0.0
Uroš Račić,Valencia,41,0.0,0.0,11.0,0.0
Gurpreet Singh Sandhu,Bengaluru,313,0.0,0.0,197.0,0.0
Ludovic Butelle,Angers,334,0.0,0.0,268.0,0.0
Marcus Bent,Leicester City,39,0.0,0.0,7.0,0.0
Kennedy Amutenya,Namibia,83,0.0,0.0,47.0,0.0
Eduardo Gonçalves de Andrade,Brazil,146,0.0,0.0,21.0,0.0
Jorge Pulido Mayoral,Huesca,72,0.0,0.0,32.0,0.0
Ibrahim Afellay,Barcelona,402,0.0,0.0,47.0,0.0
Samir Handanovič,Inter Milan,738,0.0,0.0,530.0,0.0
Cristian Gabriel Rodríguez Barrotti,Uruguay,56,0.0,0.0,18.0,0.0
Rúben Micael Freitas da Ressurreição,Real Zaragoza,38,0.0,0.0,14.0,0.0
Kerys Harrop,Tottenham Hotspur Women,541,0.0,0.0,175.0,0.0
Samuel Moutoussamy,Nantes,136,0.0,0.0,30.0,0.0
Andreas Granqvist,Sweden,140,0.0,0.0,62.0,0.0
Suresh Singh Wangjam,Bengaluru,428,0.0,0.0,109.0,0.0
Leon Britton,Swansea City,884,0.0,0.0,214.0,0.0
José Ignacio Fernández Iglesias,Real Madrid,687,0.0,0.0,209.0,0.0
Oghenekaro Etebo,Nigeria,124,0.0,0.0,30.0,0.0
Francisco Manuel Rico Castro,Granada,764,0.0,0.0,284.0,0.0
Alexander Milosevic,Hannover 96,277,0.0,0.0,90.0,0.0
Yoann Court,Troyes,275,0.0,0.0,64.0,0.0
Jon Flanagan,Liverpool,249,0.0,0.0,58.0,0.0
Andre Hoffmann,Hannover 96,244,0.0,0.0,82.0,0.0
Maarten Stekelenburg,Southampton,289,0.0,0.0,230.0,0.0
Carlos Soler Barragán,Paris Saint-Germain,434,0.0,0.0,68.0,0.0
Tessel Middag,West Ham United LFC,224,0.0,0.0,61.0,0.0
Jamie Carragher,Liverpool,106,0.0,0.0,50.0,0.0
Jean-Ricner Bellegarde,Strasbourg,85,0.0,0.0,25.0,0.0
Anthony Ujah,Werder Bremen,359,0.0,0.0,74.0,0.0
Nordin Amrabat,Málaga,211,0.0,0.0,47.0,0.0
Mariano Andrés Pernía,Atlético Madrid,69,0.0,0.0,19.0,0.0
Abbie McManus,Tottenham Hotspur Women,463,0.0,0.0,229.0,0.0
Zoumana Camara,Leeds United,24,0.0,0.0,10.0,0.0
Willem van Hanegem,Netherlands,223,0.0,0.0,87.0,0.0
Amadou Haïdara,Mali,101,0.0,0.0,26.0,0.0
Maria Thorisdottir,Chelsea FCW,157,0.0,0.0,42.0,0.0
Hannah Jayne Blundell,Chelsea FCW,1377,0.0,0.0,307.0,0.0
Diego Armando Maradona,Napoli,120,0.0,0.0,46.0,0.0
Giulio Migliaccio,Atalanta,155,0.0,0.0,44.0,0.0
Stephan El Shaarawy,AS Monaco,239,0.0,0.0,33.0,0.0
Mark Uth,Hoffenheim,284,0.0,0.0,46.0,0.0
Jane Ross,Scotland Women's,11,0.0,0.0,2.0,0.0
Tim Howard,Manchester United,25,0.0,0.0,13.0,0.0
Chung-Yong Lee,Crystal Palace,156,0.0,0.0,35.0,0.0
Jairo Samperio Bustara,FSV Mainz 05,437,0.0,0.0,125.0,0.0
Federico Barba,Real Valladolid,37,0.0,0.0,8.0,0.0
Mathew Leckie,Ingolstadt,646,0.0,0.0,134.0,0.0
Santiago Eneme Bocari,Equatorial Guinea,12,0.0,0.0,3.0,0.0
Fousseni Diabaté,Mali,81,0.0,0.0,16.0,0.0
Waraporn Boonsing,Thailand Women's,40,0.0,0.0,22.0,0.0
Lewis Grabban,Norwich City,65,0.0,0.0,6.0,0.0
Hugo Miguel Pereira de Almeida,Hannover 96,113,0.0,0.0,18.0,0.0
Karim Laribi,Sassuolo,200,0.0,0.0,63.0,0.0
Rebecca Jane,Reading WFC,155,0.0,0.0,59.0,0.0
Prabhushkan Singh Gill,Kerala Blasters,226,0.0,0.0,157.0,0.0
Santiago Cáseres,Villarreal,57,0.0,0.0,16.0,0.0
Antonio Rodríguez Martínez,Granada,25,0.0,0.0,24.0,0.0
Carl Cort,Wolverhampton Wanderers,14,0.0,0.0,0.0,
Anthony Rouault,Toulouse,68,0.0,0.0,20.0,0.0
Subhasish Roy Chowdhury,NorthEast United,146,0.0,0.0,102.0,0.0
Khalid Boulahrouz,Sevilla,23,0.0,0.0,12.0,0.0
Nicolás Hernán Otamendi,Valencia,41,0.0,0.0,27.0,0.0
Jérémy Morel,Lyon,1326,0.0,0.0,405.0,0.0
